40 3954.73 0 1680 7 240
[363.49, 373.57, 8379.41, 3994.31, 4682.8, 6054.82, 2822.49, 3908.47, 7382.82, 866.17, 649.6, 4142.63, 6117.83, 854.01, 4968.61, 475.22, 8525.36, 2583.91, 4172.53, 2688.31, 5280.3, 5107.61, 4132.12, 1782.31, 5934.05, 2992.9, 2631.45, 8659.41, 7224.82, 1797.66, 5262.82, 9181.19, 9763.72, 8087.41, 6269.01, 375.54, 2767.63, 6259.79, 9422.43, 7284.58]
[7676.24, 6088.7, 7578.18, 2448.87, 3172.91, 6234.26, 7356.35, 2781.14, 2472.43, 7660.69, 2083.81, 6818.46, 6065.14, 5094.92, 7990.0, 2029.86, 2847.84, 4654.23, 5637.51, 4562.87, 3551.24, 3834.74, 2115.4, 6963.61, 7822.45, 2602.49, 4509.9, 5718.61, 3826.9, 5676.02, 6996.16, 3572.25, 4935.66, 4622.23, 7107.7, 4858.6, 7286.52, 4443.01, 5389.38, 2710.56]
[1, 1, 8, 4, 5, 6, 3, 4, 7, 1, 1, 4, 6, 1, 5, 1, 8, 3, 4, 3, 5, 5, 4, 2, 6, 3, 3, 8, 7, 2, 5, 9, 9, 8, 6, 1, 3, 6, 9, 7]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]
[3, 3, 2, 2, 2, 3, 1, 2, 2, 3, 3, 2, 3, 3, 2, 3, 2, 1, 2, 1, 2, 2, 2, 1, 3, 1, 1, 2, 2, 1, 2, 2, 2, 2, 3, 3, 1, 3, 2, 2]
[1, 1, 2, 1, 2, 2, 3, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 3, 1, 3, 2, 2, 1, 3, 2, 3, 3, 2, 2, 3, 2, 3, 3, 2, 2, 1, 3, 2, 3, 2]
[9, 5, 3, 7, 6, 2, 6, 9, 5, 9, 7, 1, 8, 5, 2, 10, 5, 5, 6, 10, 3, 8, 10, 1, 9, 8, 10, 3, 10, 6, 1, 4, 4, 10, 3, 6, 7, 2, 4, 3]
[2576.44, 4197.54, 4510.88, 2639.53, 1144.55, 1722.61, 1169.43, 3950.46, 4351.68, 3979.37, 2467.34, 4475.78, 3699.69, 4525.11, 1987.94, 3715.93, 4463.24, 4212.47, 1088.4, 3020.42, 4453.26, 4044.37, 2717.86, 4653.72, 3649.83, 3427.53, 2903.61, 4617.42, 2852.94, 1218.08, 4598.67, 1891.04, 1984.09, 2488.65, 4478.93, 1190.9, 2421.26, 2539.05, 1932.3, 4623.37]
[0.4, 0.53, 0.35, 0.17, 0.12, 0.73, 0.22, 0.46, 0.45, 0.45, 0.25, 0.21, 0.56, 0.42, 0.48, 0.54, 0.54, 0.5, 0.13, 0.86, 0.38, 0.65, 0.62, 0.4, 0.4, 0.53, 0.6, 0.33, 0.53, 0.19, 0.24, 0.27, 0.57, 0.28, 0.32, 0.14, 0.05, 0.35, 0.42, 0.28]
[0.78, 0.8, 0.76, 0.85, 0.66, 0.87, 0.7, 1.08, 0.83, 0.52, 0.94, 0.51, 0.63, 0.66, 0.81, 0.91, 0.64, 0.57, 0.98, 0.85, 0.93, 0.88, 0.58, 0.69, 0.92, 0.62, 0.73, 1.08, 0.56, 0.57, 0.94, 0.86, 0.54, 0.72, 1.07, 1.01, 1.07, 1.1, 0.82, 0.62]
