80 2704.3233333333333 0 1680 28 60
[88.75, 59.22, 23.69, 48.68, 54.46, 18.46, 47.32, 50.64, 9.06, 82.41, 13.29, 76.14, 79.67, 9.68, 88.16, 77.66, 13.17, 52.9, 59.65, 89.96, 14.87, 91.34, 57.79, 89.97, 25.95, 88.38, 15.23, 75.33, 82.43, 50.82, 74.98, 73.75, 9.52, 87.81, 85.71, 40.82, 8.58, 75.6, 22.11, 90.92, 58.56, 16.19, 80.81, 50.94, 17.05, 10.17, 49.83, 45.75, 51.13, 90.43, 55.51, 43.09, 19.39, 7.44, 10.08, 92.35, 15.16, 43.79, 44.31, 42.76, 78.01, 18.06, 19.76, 77.71, 48.05, 7.23, 73.86, 57.05, 84.07, 58.96, 55.43, 49.93, 74.83, 87.23, 85.0, 42.98, 50.83, 17.93, 9.73, 80.22]
[52.0, 74.32, 58.45, 75.23, 83.9, 44.53, 21.52, 48.67, 14.61, 6.94, 45.25, 40.44, 18.02, 10.08, 56.1, 75.75, 54.7, 16.8, 54.56, 89.89, 77.33, 10.29, 45.32, 84.71, 21.64, 59.09, 52.03, 49.68, 87.23, 76.26, 79.06, 55.09, 47.42, 80.4, 77.46, 48.76, 25.23, 52.37, 91.77, 88.42, 49.47, 73.97, 49.41, 84.04, 16.88, 18.58, 79.98, 43.31, 7.35, 47.3, 89.1, 83.9, 48.06, 50.73, 59.34, 86.17, 86.15, 14.51, 85.0, 57.48, 75.83, 80.05, 49.43, 13.41, 11.24, 85.12, 17.25, 79.03, 17.39, 25.62, 23.18, 57.06, 80.82, 13.63, 90.68, 91.38, 84.72, 57.77, 53.16, 50.36]
[6, 8, 4, 8, 8, 4, 2, 5, 1, 3, 4, 6, 3, 1, 6, 9, 4, 2, 5, 9, 7, 3, 5, 9, 1, 6, 4, 6, 9, 8, 9, 6, 4, 9, 9, 5, 1, 6, 7, 9, 5, 7, 6, 8, 1, 1, 8, 5, 2, 6, 8, 8, 4, 4, 4, 9, 7, 2, 8, 5, 9, 7, 4, 3, 2, 7, 3, 8, 3, 2, 2, 5, 9, 3, 9, 8, 8, 4, 4, 6]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80]
[1, 3, 1, 3, 3, 1, 2, 3, 3, 1, 1, 1, 1, 3, 1, 3, 1, 2, 3, 3, 3, 1, 3, 3, 3, 1, 1, 1, 3, 3, 3, 1, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 2, 1, 3, 3, 1, 1, 1, 3, 3, 2, 3, 3, 3, 3, 1, 1, 2, 3, 1, 3, 1, 2, 2, 3, 3, 1, 3, 3, 3, 1, 1, 1]
[2, 3, 1, 3, 3, 1, 2, 3, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 3, 1, 1, 1, 3, 1, 2, 2, 1, 2, 1, 3, 1, 2, 1, 1, 1, 3, 2, 2, 1, 1, 3, 1, 2, 3, 2, 2, 3, 3, 2, 2, 3, 3, 1, 1, 1, 1, 1, 2, 3, 3, 1, 1, 1, 1, 2, 1, 1, 3, 1, 2, 2, 3, 1, 1, 1, 3, 3, 1, 1, 2]
[6, 9, 4, 10, 10, 2, 6, 8, 6, 6, 9, 3, 9, 3, 1, 1, 9, 2, 9, 10, 5, 7, 5, 10, 8, 8, 8, 9, 8, 10, 7, 10, 2, 8, 9, 5, 7, 8, 2, 2, 3, 3, 10, 9, 7, 3, 7, 9, 7, 1, 6, 9, 8, 9, 3, 9, 1, 4, 5, 9, 3, 3, 1, 8, 2, 6, 1, 2, 5, 3, 6, 9, 6, 4, 8, 1, 4, 6, 2, 2]
[3218.0, 3196.23, 2660.35, 4058.41, 4631.96, 2097.17, 3837.23, 3157.43, 4325.19, 4830.76, 2889.12, 1584.0, 2662.35, 1383.36, 2773.16, 2611.16, 1289.4, 2545.77, 3112.23, 4765.59, 1804.73, 4459.28, 1593.3, 4324.59, 3467.0, 4213.46, 3271.77, 4498.21, 3600.02, 4368.53, 4319.17, 4604.95, 3601.04, 3629.06, 1285.65, 2021.35, 3746.73, 3258.11, 1679.48, 3048.22, 3684.86, 2130.88, 4338.05, 4211.71, 4056.51, 1852.22, 4166.77, 3955.87, 4001.69, 2522.94, 3905.46, 1554.78, 3760.39, 3552.01, 2199.03, 4041.65, 2861.41, 2805.25, 1855.35, 3226.75, 1935.44, 4311.8, 1991.25, 3213.09, 3126.63, 2622.92, 2078.23, 1773.35, 2003.14, 3907.51, 3095.71, 4510.5, 4852.86, 2058.4, 3924.08, 2696.06, 2263.28, 4006.7, 2414.81, 3571.65]
[0.69, 0.53, 0.34, 0.62, 0.77, 0.59, 0.75, 0.03, 0.74, 0.77, 0.51, 0.41, 0.54, 0.78, 0.24, 0.3, 0.53, 0.7, 0.52, 0.35, 0.33, 0.59, 0.43, 0.69, 0.02, 0.04, 0.04, 0.52, 0.03, 0.15, 0.93, 0.62, 0.57, 0.04, 0.53, 0.59, 0.52, 0.05, 0.58, 0.66, 0.42, 0.76, 0.24, 0.52, 0.26, 0.4, 0.8, 0.55, 0.62, 0.44, 0.76, 0.51, 0.01, 0.54, 0.62, 0.52, 0.41, 0.3, 0.24, 0.53, 0.58, 0.68, 0.49, 0.02, 0.65, 0.68, 0.34, 0.59, 0.33, 0.4, 0.76, 0.52, 0.75, 0.29, 0.01, 0.24, 0.33, 0.76, 0.57, 0.61]
[0.89, 0.66, 0.93, 0.71, 0.57, 0.87, 0.72, 0.69, 0.71, 0.53, 0.99, 0.76, 0.98, 0.51, 0.76, 0.94, 0.82, 0.67, 0.5, 0.92, 0.85, 0.99, 0.63, 1.09, 0.71, 0.79, 0.83, 0.73, 0.87, 0.75, 1.03, 1.02, 0.99, 0.84, 0.73, 0.63, 0.67, 0.79, 0.68, 0.54, 0.83, 0.69, 0.8, 1.04, 0.74, 0.63, 0.73, 0.7, 1.04, 0.89, 0.62, 1.09, 0.86, 0.79, 0.94, 0.8, 0.85, 0.76, 1.05, 0.92, 0.68, 0.9, 0.73, 0.66, 0.7, 0.96, 0.91, 0.55, 0.85, 0.98, 0.82, 0.72, 0.56, 0.72, 1.09, 1.03, 0.88, 0.99, 1.05, 0.71]
