80 2555.13 0 1680 7 240
[13.16, 78.3, 59.53, 20.96, 80.74, 48.44, 76.39, 50.97, 56.19, 10.35, 55.11, 18.69, 50.92, 77.07, 88.8, 14.08, 9.64, 73.35, 91.82, 25.24, 84.13, 89.97, 87.08, 86.25, 58.92, 45.02, 18.14, 90.58, 51.31, 8.69, 41.34, 91.75, 10.25, 22.54, 40.15, 48.74, 15.36, 92.47, 20.01, 44.78, 81.09, 84.44, 22.09, 91.17, 81.62, 86.97, 44.0, 55.84, 13.22, 91.07, 51.53, 24.2, 23.24, 80.52, 76.36, 83.59, 73.7, 51.47, 89.44, 85.28, 56.19, 89.58, 54.61, 53.56, 50.4, 90.29, 51.09, 19.38, 80.23, 85.14, 86.33, 20.52, 77.44, 46.39, 11.14, 47.37, 73.6, 87.32, 91.31, 76.35]
[20.26, 25.7, 46.25, 10.79, 83.13, 79.65, 83.11, 8.5, 9.32, 57.55, 23.25, 40.81, 40.16, 42.14, 87.73, 79.06, 52.62, 89.68, 75.81, 90.83, 22.89, 87.33, 76.25, 16.55, 86.28, 40.56, 45.06, 75.55, 50.48, 87.78, 92.52, 83.95, 58.93, 82.11, 57.71, 12.58, 20.76, 89.91, 40.87, 88.02, 74.82, 56.04, 82.54, 7.91, 44.18, 14.35, 15.36, 8.62, 17.19, 80.11, 6.68, 8.82, 75.88, 23.61, 19.22, 25.77, 15.39, 59.44, 14.83, 80.12, 25.17, 53.42, 78.32, 44.23, 24.69, 24.28, 56.04, 15.42, 75.52, 76.87, 87.66, 48.21, 15.47, 85.53, 48.62, 75.14, 56.71, 22.56, 42.8, 55.72]
[1, 3, 5, 1, 9, 8, 9, 2, 2, 4, 2, 4, 5, 6, 9, 7, 4, 9, 9, 7, 3, 9, 9, 3, 8, 5, 4, 9, 5, 7, 8, 9, 4, 7, 5, 2, 1, 9, 4, 8, 9, 6, 7, 3, 6, 3, 2, 2, 1, 9, 2, 1, 7, 3, 3, 3, 3, 5, 3, 9, 2, 6, 8, 5, 2, 3, 5, 1, 9, 9, 9, 4, 3, 8, 4, 8, 6, 3, 6, 6]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80]
[3, 3, 2, 3, 2, 2, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 3, 2, 3, 2, 2, 3, 2, 2, 3, 2, 3, 3, 3, 3, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 2, 2, 3, 3, 2, 3, 2, 2, 3, 2, 2]
[1, 3, 2, 1, 2, 2, 2, 3, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 1, 2, 2, 2, 2, 3, 2, 3, 3, 3, 3, 3, 1, 2, 3, 1, 2, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2, 2, 3, 3, 2, 1, 2, 2, 2, 2, 3, 2, 2, 2, 3, 3, 3, 3]
[8, 6, 2, 2, 5, 9, 1, 4, 5, 4, 8, 2, 7, 1, 7, 5, 4, 8, 10, 5, 9, 4, 8, 8, 9, 9, 4, 7, 1, 1, 3, 6, 4, 1, 1, 6, 8, 7, 4, 3, 6, 4, 6, 10, 4, 1, 8, 6, 1, 3, 8, 2, 8, 3, 6, 5, 4, 2, 9, 10, 5, 4, 2, 8, 2, 2, 9, 6, 6, 6, 5, 6, 6, 1, 9, 7, 8, 6, 2, 2]
[3074.7, 3153.13, 4845.19, 4589.92, 2878.86, 1977.4, 2833.27, 3120.35, 2920.66, 2097.39, 2798.18, 4764.42, 2652.66, 3775.53, 3144.09, 2548.05, 2609.5, 1820.46, 4238.38, 2958.8, 1765.67, 2208.7, 1198.86, 1929.72, 1764.88, 2117.52, 2355.08, 2813.49, 3699.75, 3743.43, 2760.43, 3112.23, 2399.45, 3626.1, 3243.64, 3394.27, 1270.56, 2681.65, 1842.24, 2774.96, 2457.81, 2188.05, 2270.53, 4284.29, 1846.99, 3341.25, 2604.88, 2525.61, 2560.1, 2882.36, 1599.29, 4701.06, 2313.51, 2868.5, 3951.22, 2838.02, 2584.28, 4561.76, 1965.68, 2325.3, 2520.19, 2176.33, 4733.07, 1509.87, 4494.22, 4533.94, 1693.09, 3837.53, 2363.93, 1900.71, 3004.52, 3186.82, 2276.0, 3603.46, 2245.85, 2366.35, 1544.22, 1584.6, 4823.15, 4736.77]
[0.16, 0.62, 0.53, 0.7, 0.59, 0.75, 0.36, 0.05, 0.64, 0.01, 0.13, 0.58, 0.94, 0.17, 0.7, 0.59, 0.23, 0.12, 0.46, 0.75, 0.59, 0.03, 0.12, 0.14, 0.72, 0.68, 0.25, 0.9, 0.22, 0.26, 0.31, 0.6, 0.16, 0.29, 0.23, 0.63, 0.18, 0.89, 0.15, 0.37, 0.66, 0.46, 0.68, 0.42, 0.09, 0.35, 0.11, 0.61, 0.3, 0.38, 0.31, 0.57, 0.08, 0.51, 0.57, 0.69, 0.47, 0.57, 0.7, 0.48, 0.55, 0.51, 0.66, 0.32, 0.58, 0.69, 0.72, 0.65, 0.63, 0.68, 0.71, 0.68, 0.68, 0.36, 0.45, 0.7, 0.08, 0.66, 0.68, 0.49]
[0.58, 0.52, 0.76, 0.65, 0.94, 0.56, 0.64, 0.58, 0.56, 0.85, 0.67, 0.7, 0.56, 0.67, 1.05, 0.68, 0.6, 0.61, 0.6, 0.9, 0.52, 0.96, 0.79, 0.88, 0.96, 0.89, 0.66, 0.85, 0.95, 1.08, 1.0, 0.56, 0.63, 0.51, 0.59, 1.06, 0.96, 1.07, 1.01, 0.54, 0.6, 0.99, 0.82, 0.52, 0.91, 0.79, 0.51, 0.98, 0.88, 1.07, 0.71, 0.61, 1.08, 0.86, 0.5, 0.86, 0.97, 0.9, 0.57, 0.7, 0.61, 0.89, 0.68, 0.92, 0.91, 0.57, 0.9, 0.98, 0.93, 0.63, 0.53, 0.8, 0.85, 0.77, 0.64, 0.52, 0.95, 0.78, 0.94, 0.89]
[1.0, 0.59, 0.7, 0.83, 0.55, 0.71, 1.02, 1.02, 0.51, 0.85, 1.03, 0.59, 0.74, 0.54, 0.54, 0.81, 0.92, 1.03, 0.66, 0.58, 0.63, 0.55, 0.59, 0.6, 1.09, 1.0, 1.06, 0.56, 0.74, 1.01, 0.67, 0.84, 0.55, 0.95, 0.51, 0.77, 0.75, 1.08, 0.85, 0.69, 1.09, 0.82, 0.72, 1.02, 0.75, 1.06, 0.56, 0.62, 0.52, 1.05, 0.69, 0.7, 1.03, 1.03, 0.67, 0.9, 1.0, 0.76, 0.86, 0.86, 0.53, 0.74, 0.51, 0.98, 0.53, 0.92, 0.98, 0.8, 1.09, 0.76, 1.09, 1.02, 0.84, 0.54, 0.84, 0.91, 1.04, 0.96, 0.66, 0.95]
[0.79, 0.58, 0.76, 0.84, 0.62, 0.56, 0.96, 0.73, 0.51, 0.8, 0.72, 0.71, 0.64, 0.72, 0.78, 0.99, 0.82, 1.03, 0.97, 0.76, 0.51, 0.53, 0.76, 0.54, 1.01, 0.86, 0.72, 0.8, 0.68, 0.87, 1.01, 0.9, 0.7, 0.66, 1.02, 0.69, 0.68, 0.93, 0.51, 0.63, 0.99, 0.72, 0.9, 0.86, 0.62, 0.71, 0.82, 0.75, 0.58, 1.09, 1.08, 0.62, 0.92, 0.87, 0.55, 0.56, 0.99, 0.87, 0.82, 0.95, 0.93, 1.05, 0.65, 0.95, 1.07, 0.98, 0.96, 0.91, 1.04, 0.51, 0.96, 0.99, 0.85, 0.61, 0.52, 0.82, 1.09, 0.58, 0.84, 0.77]
[0.83, 0.66, 0.99, 0.56, 1.02, 0.63, 0.54, 0.51, 0.59, 0.75, 0.63, 0.61, 0.73, 1.01, 0.9, 0.88, 0.73, 0.73, 1.05, 1.06, 0.82, 0.62, 0.7, 0.69, 1.07, 0.74, 0.96, 0.62, 0.58, 0.98, 0.72, 0.9, 0.9, 0.77, 1.01, 0.99, 0.75, 0.82, 0.86, 0.73, 0.84, 0.79, 0.82, 0.54, 0.6, 0.81, 0.91, 1.1, 0.86, 1.08, 0.79, 0.57, 0.72, 0.82, 1.09, 0.59, 0.61, 0.52, 0.65, 0.52, 0.95, 1.0, 0.66, 0.86, 0.53, 0.6, 0.69, 0.82, 0.92, 0.5, 0.71, 1.06, 1.08, 0.52, 0.64, 0.84, 0.64, 0.84, 0.52, 0.83]
[0.72, 0.78, 0.69, 0.72, 0.75, 0.53, 0.82, 0.65, 0.61, 1.01, 0.83, 0.98, 1.01, 0.73, 0.7, 0.56, 1.08, 1.08, 0.95, 0.6, 1.06, 0.82, 0.62, 0.79, 0.86, 0.51, 1.06, 0.72, 0.68, 0.57, 0.71, 0.51, 0.96, 0.72, 0.64, 0.67, 0.71, 0.56, 1.05, 0.61, 1.05, 1.0, 0.72, 1.0, 0.99, 1.03, 1.09, 0.53, 0.7, 0.67, 1.0, 0.79, 0.88, 0.98, 0.79, 1.07, 1.08, 1.07, 0.79, 0.77, 1.02, 0.99, 1.06, 0.92, 0.74, 0.84, 0.51, 0.95, 0.57, 0.85, 0.8, 0.71, 0.66, 0.93, 0.58, 0.87, 0.68, 0.6, 0.68, 0.85]
[0.27, 0.09, 0.28, 0.19, 0.25, 0.08, 0.28, 0.14, 0.05, 0.44, 0.26, 0.17, 0.19, 0.19, 0.28, 0.27, 0.35, 0.51, 0.38, 0.25, 0.14, 0.14, 0.16, 0.15, 0.98, 0.29, 0.52, 0.17, 0.19, 0.53, 0.34, 0.2, 0.21, 0.18, 0.2, 0.37, 0.26, 0.5, 0.4, 0.1, 0.57, 0.46, 0.31, 0.25, 0.25, 0.5, 0.23, 0.26, 0.16, 0.87, 0.42, 0.12, 0.65, 0.61, 0.16, 0.28, 0.64, 0.34, 0.21, 0.23, 0.29, 0.69, 0.16, 0.68, 0.21, 0.25, 0.29, 0.56, 0.56, 0.1, 0.32, 0.61, 0.43, 0.12, 0.1, 0.29, 0.46, 0.22, 0.18, 0.46]
[555.56, 1301.33, 517.23, 781.32, 288.66, 1260.41, 516.17, 476.04, 342.78, 550.57, 615.1, 475.72, 411.58, 604.13, 360.76, 363.12, 676.18, 384.09, 602.5, 312.09, 1393.81, 492.88, 1071.46, 684.66, 1458.42, 1218.26, 669.11, 433.38, 669.35, 460.23, 314.42, 1164.5, 636.62, 437.47, 525.77, 1070.95, 586.11, 305.0, 742.97, 295.54, 1373.68, 957.81, 1344.22, 250.57, 523.86, 494.28, 680.46, 1229.33, 577.64, 338.61, 676.72, 655.93, 530.4, 413.34, 1298.05, 244.39, 696.73, 713.49, 1524.8, 182.2, 270.77, 679.21, 721.19, 531.54, 635.09, 914.88, 1827.28, 1488.31, 1199.29, 1107.86, 379.13, 1112.56, 1596.11, 718.21, 1408.91, 425.8, 501.28, 1054.71, 885.53, 589.46]
[154.45, 132.87, 128.28, 134.97, 66.06, 93.58, 140.82, 61.93, 17.07, 250.64, 162.47, 79.12, 78.0, 113.95, 110.17, 102.49, 227.16, 187.86, 219.36, 78.91, 219.46, 71.77, 174.95, 107.3, 1424.25, 314.42, 370.67, 82.86, 119.77, 244.9, 105.4, 219.77, 132.16, 76.17, 107.96, 418.88, 145.56, 153.11, 312.88, 31.06, 776.99, 452.45, 385.09, 63.03, 134.41, 250.19, 147.64, 330.19, 94.86, 289.57, 291.88, 78.31, 346.25, 246.87, 211.71, 63.8, 435.71, 233.9, 318.23, 46.0, 77.51, 456.38, 114.88, 350.34, 128.75, 222.45, 520.18, 831.6, 698.42, 117.01, 124.04, 701.61, 653.01, 77.27, 116.11, 117.21, 229.01, 240.46, 173.78, 266.4]
[2277.79, 6006.67, 2086.13, 3406.62, 943.28, 5802.04, 2080.87, 1880.21, 1213.91, 2252.86, 2575.52, 1878.58, 1557.88, 2520.66, 1303.8, 1315.6, 2880.88, 1420.43, 2512.48, 1060.46, 6469.05, 1964.42, 4857.31, 2923.29, 6792.11, 5591.32, 2845.56, 1666.89, 2846.75, 1801.13, 1072.12, 5322.51, 2683.12, 1687.33, 2128.83, 4854.76, 2430.57, 1025.01, 3214.83, 977.69, 6368.42, 4289.05, 6221.1, 752.86, 2119.29, 1971.41, 2902.29, 5646.65, 2388.22, 1193.05, 2883.6, 2779.63, 2152.02, 1566.72, 5990.23, 721.96, 2983.65, 3067.45, 7124.02, 410.98, 853.87, 2896.04, 3105.97, 2157.69, 2675.44, 4074.41, 8636.38, 6941.56, 5496.45, 5039.32, 1395.66, 5062.78, 7480.56, 3091.03, 6544.53, 1629.02, 2006.4, 4773.56, 3927.67, 2447.3]
[272.26, 164.33, 141.41, 174.87, -169.71, -32.11, 204.09, -190.35, -414.65, 753.18, 312.37, -104.39, -110.0, 69.77, 50.87, 12.44, 635.81, 439.31, 596.82, -105.43, 597.32, -141.13, 374.74, 36.49, 6621.26, 1072.12, 1353.34, -85.72, 98.87, 724.51, 26.99, 598.84, 160.81, -119.15, 39.81, 1594.42, 227.81, 265.57, 1064.42, -344.7, 3384.94, 1762.25, 1425.43, -184.85, 172.05, 750.96, 238.19, 1150.95, -25.68, 947.85, 959.38, -108.46, 1231.24, 734.36, 558.54, -181.01, 1678.54, 669.49, 1091.14, -270.0, -112.46, 1781.92, 74.38, 1251.72, 143.77, 612.23, 2100.88, 3657.98, 2992.09, 85.06, 120.18, 3008.04, 2765.07, -113.63, 80.55, 86.06, 645.05, 702.28, 368.91, 832.02]
[122.99, 126.13, 145.36, 183.6, 86.37, 59.32, 85.0, 93.61, 87.62, 83.9, 83.95, 190.58, 79.58, 113.27, 94.32, 76.44, 104.38, 54.61, 127.15, 88.76, 70.63, 66.26, 35.97, 77.19, 52.95, 63.53, 94.2, 84.4, 110.99, 112.3, 82.81, 93.37, 95.98, 108.78, 97.31, 101.83, 50.82, 80.45, 73.69, 83.25, 73.73, 65.64, 68.12, 171.37, 55.41, 133.65, 78.15, 75.77, 102.4, 86.47, 47.98, 188.04, 69.41, 114.74, 158.05, 113.52, 103.37, 136.85, 78.63, 69.76, 75.61, 65.29, 141.99, 45.3, 134.83, 181.36, 50.79, 153.5, 70.92, 57.02, 90.14, 127.47, 91.04, 108.1, 89.83, 70.99, 46.33, 63.38, 144.69, 142.1]
[26, 27, 27, 39, 16, 11, 16, 17, 16, 17, 15, 40, 15, 21, 17, 14, 22, 10, 24, 16, 15, 12, 6, 16, 10, 12, 20, 16, 21, 21, 15, 17, 20, 20, 18, 19, 10, 15, 15, 15, 14, 12, 12, 36, 10, 28, 14, 14, 21, 16, 9, 40, 13, 24, 33, 24, 22, 26, 16, 13, 14, 12, 27, 8, 25, 38, 9, 32, 13, 10, 17, 27, 19, 20, 19, 13, 8, 13, 27, 27]
[61, 162, 111, 203, 184, 216, 97, 1, 13, 75, 29, 212, 11, 18, 2, 177, 195, 14, 207, 99, 106, 163, 191, 168, 168, 107, 92, 184, 145, 4, 20, 195, 90, 149, 223, 210, 196, 67, 87, 88, 204, 153, 13, 211, 34, 47, 55, 39, 6, 13, 137, 144, 198, 1, 210, 4, 208, 61, 82, 119, 22, 4, 200, 200, 48, 115, 237, 102, 173, 175, 41, 128, 235, 116, 89, 214, 109, 213, 20, 172]
[109, 240, 240, 240, 240, 240, 240, 193, 205, 123, 221, 240, 155, 210, 50, 240, 240, 240, 240, 195, 154, 211, 240, 240, 240, 155, 236, 240, 193, 100, 212, 240, 240, 240, 240, 240, 240, 240, 231, 240, 240, 240, 61, 240, 130, 239, 151, 135, 198, 240, 240, 240, 240, 97, 240, 196, 240, 157, 178, 240, 214, 196, 240, 240, 240, 211, 240, 240, 240, 240, 233, 240, 240, 240, 185, 240, 205, 240, 164, 240]
2
[0.0, 0.0]
[100.0, 33.33]
