10 273.2 0 1680 28 60
[648.3, 8186.82, 9597.46, 4851.57, 1905.56, 9601.33, 8380.35, 706.42, 7257.04, 9205.67]
[6645.24, 5212.69, 5500.75, 2121.1, 5673.77, 2083.06, 7713.9, 2702.31, 4796.19, 3225.89]
[1, 8, 9, 5, 2, 9, 8, 1, 7, 9]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[2, 3, 1, 2, 2, 1, 3, 2, 2, 1]
[3, 2, 3, 3, 3, 3, 2, 3, 1, 3]
[5, 5, 4, 1, 7, 4, 3, 10, 4, 1]
[2633.38, 2900.53, 4117.31, 1859.37, 1904.93, 4343.88, 2538.68, 2634.51, 3949.63, 2167.61]
[0.15, 0.15, 0.59, 0.49, 0.74, 0.58, 0.31, 0.71, 0.56, 0.47]
[0.75, 0.9, 0.95, 0.53, 0.99, 0.89, 1.04, 0.8, 0.86, 1.04]
[0.89, 0.9, 0.72, 0.7, 0.6, 0.98, 0.7, 1.05, 0.58, 0.76]
[0.57, 0.73, 0.51, 0.97, 0.5, 0.68, 0.98, 0.89, 0.77, 0.77]
[0.7, 0.85, 0.7, 0.89, 0.79, 0.7, 0.7, 0.66, 1.01, 1.03]
[0.68, 0.55, 0.85, 0.5, 0.79, 0.62, 0.8, 0.67, 0.73, 0.85]
[0.18, 0.28, 0.21, 0.16, 0.18, 0.26, 0.4, 0.33, 0.28, 0.53]
[443.63, 216.74, 253.43, 602.67, 305.12, 247.65, 427.0, 102.09, 278.45, 713.54]
[69.24, 64.93, 52.37, 95.79, 59.07, 68.76, 183.15, 30.84, 77.3, 379.31]
[1718.16, 583.71, 767.16, 2513.36, 1025.62, 738.24, 1635.0, 10.43, 892.25, 3067.68]
[-153.82, -175.37, -238.14, -21.06, -204.64, -156.18, 415.74, -345.82, -113.49, 1396.55]
[79.0, 116.02, 82.35, 55.78, 57.15, 86.88, 101.55, 79.04, 118.49, 43.35]
[3, 6, 2, 2, 2, 3, 5, 3, 5, 1]
[31, 12, 15, 22, 48, 55, 29, 3, 43, 31]
[60, 59, 21, 55, 60, 60, 35, 50, 60, 60]
2
[0.0, 0.0]
[0.0, 0.0]
[[0.0, 0.0, 4.0, 5.0, 6.0, 3.0, 3.0, 5.0, 6.0, 1.0, 5.0, 5.0], [0.0, 0.0, 4.0, 5.0, 6.0, 3.0, 3.0, 5.0, 6.0, 1.0, 5.0, 5.0], [4.0, 4.0, 0.0, 4.0, 5.0, 3.0, 1.0, 5.0, 4.0, 2.0, 4.0, 5.0], [5.0, 5.0, 4.0, 0.0, 1.0, 2.0, 3.0, 2.0, 1.0, 4.0, 1.0, 1.0], [6.0, 6.0, 5.0, 1.0, 0.0, 3.0, 4.0, 2.0, 1.0, 5.0, 1.0, 1.0], [3.0, 3.0, 3.0, 2.0, 3.0, 0.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0], [3.0, 3.0, 1.0, 3.0, 4.0, 2.0, 0.0, 4.0, 4.0, 2.0, 3.0, 4.0], [5.0, 5.0, 5.0, 2.0, 2.0, 2.0, 4.0, 0.0, 3.0, 5.0, 2.0, 1.0], [6.0, 6.0, 4.0, 1.0, 1.0, 3.0, 4.0, 3.0, 0.0, 5.0, 2.0, 2.0], [1.0, 1.0, 2.0, 4.0, 5.0, 2.0, 2.0, 5.0, 5.0, 0.0, 4.0, 4.0], [5.0, 5.0, 4.0, 1.0, 1.0, 2.0, 3.0, 2.0, 2.0, 4.0, 0.0, 1.0], [5.0, 5.0, 5.0, 1.0, 1.0, 2.0, 4.0, 1.0, 2.0, 4.0, 1.0, 0.0]]
