40 692.62 0 1680 1 1680
[529.63, 9242.9, 5250.3, 575.25, 2949.46, 5170.01, 9491.95, 7428.31, 1631.87, 4966.9, 2923.35, 627.78, 7151.49, 562.54, 559.35, 6056.92, 5287.47, 8560.62, 7083.1, 2602.17, 6387.96, 6392.72, 6153.41, 6289.75, 4893.3, 4183.18, 4918.69, 6059.96, 4052.03, 2781.23, 9698.08, 1919.72, 9613.32, 1615.35, 4923.41, 7113.19, 6194.1, 1364.31, 5092.92, 372.5]
[3240.9, 2932.83, 3330.79, 2440.09, 7727.6, 6309.48, 5691.81, 4085.1, 7295.04, 3133.16, 5579.13, 6284.07, 2027.38, 6157.52, 7670.04, 2506.82, 4108.84, 7057.97, 3241.07, 7947.15, 2669.81, 6493.73, 6111.1, 5326.33, 2947.02, 7121.05, 7834.2, 4452.93, 4225.66, 5135.11, 6034.6, 3579.04, 6016.49, 2121.32, 2052.9, 4979.35, 6376.02, 5056.97, 2352.39, 4106.71]
[1, 9, 5, 1, 3, 5, 9, 7, 2, 5, 3, 1, 7, 1, 1, 6, 5, 8, 7, 3, 6, 6, 6, 6, 5, 4, 5, 6, 4, 3, 9, 2, 9, 2, 5, 7, 6, 2, 5, 1]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]
[2, 3, 1, 2, 1, 1, 3, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 1, 2, 1, 1, 1, 2]
[1, 1, 3, 1, 3, 3, 1, 1, 1, 3, 3, 1, 1, 1, 1, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 1, 3, 3, 1, 3, 1, 1, 1, 1, 3, 1, 3, 1, 3, 1]
[5, 3, 8, 1, 6, 7, 5, 9, 9, 9, 8, 2, 10, 2, 8, 5, 5, 10, 2, 7, 5, 10, 1, 4, 4, 3, 4, 1, 2, 2, 8, 6, 8, 9, 7, 1, 7, 4, 8, 10]
[3310.1, 2311.38, 1535.8, 3931.84, 1967.91, 2088.38, 3683.19, 1508.6, 3838.38, 3678.55, 1411.26, 4105.41, 3666.08, 4146.18, 1563.1, 4047.04, 3703.19, 3210.86, 4076.59, 2257.14, 3689.74, 2512.17, 3950.88, 2115.09, 1730.85, 2032.4, 2043.51, 3228.76, 4046.43, 4002.04, 1476.45, 4069.95, 1346.93, 3680.1, 1662.03, 3575.01, 2243.23, 2069.1, 1642.16, 1333.36]
[0.83, 0.76, 0.41, 0.64, 0.8, 0.08, 0.88, 0.8, 0.51, 0.83, 0.68, 0.79, 0.44, 0.19, 0.58, 0.85, 0.87, 0.43, 0.58, 0.16, 0.88, 0.41, 0.6, 0.64, 0.41, 0.77, 0.97, 0.47, 0.61, 0.66, 0.8, 0.74, 0.68, 0.36, 0.06, 0.64, 0.15, 0.53, 0.58, 0.44]
[0.95, 0.87, 0.74, 0.59, 0.8, 0.77, 0.51, 0.75, 1.07, 0.64, 0.75, 0.53, 0.84, 0.8, 0.85, 0.76, 0.74, 1.04, 0.94, 0.8, 0.73, 0.65, 0.93, 0.92, 0.73, 0.77, 0.68, 0.96, 0.86, 1.07, 0.59, 0.59, 0.72, 0.55, 0.95, 0.8, 0.73, 0.91, 0.71, 0.97]
