10 169.44 0 1680 28 60
[8255.2, 292.15, 1957.49, 8524.21, 4869.93, 1447.0, 707.36, 8282.26, 9621.1, 1500.44]
[2884.42, 5451.4, 7243.52, 4656.65, 3402.84, 6631.72, 4014.35, 5002.52, 6215.55, 4285.84]
[8, 1, 2, 8, 5, 2, 1, 8, 9, 2]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[1, 3, 1, 1, 1, 1, 3, 1, 3, 1]
[1, 2, 1, 1, 2, 1, 2, 1, 2, 1]
[6, 6, 4, 4, 1, 4, 7, 10, 8, 5]
[2709.09, 1843.85, 1701.38, 1699.37, 1712.36, 1694.34, 3389.55, 2405.26, 3889.21, 3719.72]
[0.09, 0.14, 0.97, 0.98, 0.6, 0.96, 0.91, 0.53, 0.38, 0.5]
[0.85, 0.95, 0.59, 0.8, 0.8, 0.9, 0.68, 1.09, 0.94, 0.6]
[0.72, 0.59, 0.59, 1.09, 0.78, 1.0, 0.77, 0.68, 0.51, 0.59]
[0.75, 0.5, 0.53, 0.68, 1.07, 1.08, 0.65, 0.85, 1.0, 0.82]
[1.07, 0.85, 1.07, 0.88, 1.06, 0.91, 0.89, 0.82, 1.02, 1.08]
[0.54, 1.0, 0.95, 0.81, 0.87, 0.84, 1.0, 0.74, 0.74, 0.55]
[0.27, 0.24, 0.19, 0.43, 0.62, 0.75, 0.3, 0.38, 0.36, 0.17]
[147.31, 99.37, 110.32, 204.01, 475.85, 117.09, 156.36, 870.25, 480.37, 917.42]
[40.15, 23.16, 22.86, 82.65, 278.95, 87.16, 44.44, 324.62, 175.72, 154.54]
[236.55, -3.17, 51.59, 520.05, 1879.24, 85.47, 281.8, 3851.23, 1901.83, 4087.09]
[-299.23, -384.22, -385.69, -86.76, 894.76, -64.18, -277.79, 1123.1, 378.59, 272.68]
[54.18, 73.75, 34.03, 33.99, 34.25, 33.89, 135.58, 48.11, 155.57, 74.39]
[1, 3, 1, 1, 1, 1, 7, 1, 8, 2]
[40, 17, 13, 4, 18, 23, 33, 51, 40, 37]
[46, 60, 46, 10, 24, 60, 60, 60, 46, 60]
10
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[0.0, 0.0, 0.0, 10000.0, 0.0, 10000.0, 10000.0, 0.0, 10000.0, 0.0]
[[0.0, 0.0, 0.0, 5.0, 0.0, 5.0, 5.0, 0.0, 5.0, 0.0, 5.0, 3.0, 4.0, 5.0, 3.0, 4.0, 2.0, 5.0, 6.0, 2.0], [0.0, 0.0, 0.0, 5.0, 0.0, 5.0, 5.0, 0.0, 5.0, 0.0, 5.0, 3.0, 4.0, 5.0, 3.0, 4.0, 2.0, 5.0, 6.0, 2.0], [0.0, 0.0, 0.0, 5.0, 0.0, 5.0, 5.0, 0.0, 5.0, 0.0, 5.0, 3.0, 4.0, 5.0, 3.0, 4.0, 2.0, 5.0, 6.0, 2.0], [5.0, 5.0, 5.0, 0.0, 5.0, 0.0, 0.0, 5.0, 0.0, 5.0, 6.0, 2.0, 2.0, 5.0, 4.0, 2.0, 3.0, 5.0, 5.0, 3.0], [0.0, 0.0, 0.0, 5.0, 0.0, 5.0, 5.0, 0.0, 5.0, 0.0, 5.0, 3.0, 4.0, 5.0, 3.0, 4.0, 2.0, 5.0, 6.0, 2.0], [5.0, 5.0, 5.0, 0.0, 5.0, 0.0, 0.0, 5.0, 0.0, 5.0, 6.0, 2.0, 2.0, 5.0, 4.0, 2.0, 3.0, 5.0, 5.0, 3.0], [5.0, 5.0, 5.0, 0.0, 5.0, 0.0, 0.0, 5.0, 0.0, 5.0, 6.0, 2.0, 2.0, 5.0, 4.0, 2.0, 3.0, 5.0, 5.0, 3.0], [0.0, 0.0, 0.0, 5.0, 0.0, 5.0, 5.0, 0.0, 5.0, 0.0, 5.0, 3.0, 4.0, 5.0, 3.0, 4.0, 2.0, 5.0, 6.0, 2.0], [5.0, 5.0, 5.0, 0.0, 5.0, 0.0, 0.0, 5.0, 0.0, 5.0, 6.0, 2.0, 2.0, 5.0, 4.0, 2.0, 3.0, 5.0, 5.0, 3.0], [0.0, 0.0, 0.0, 5.0, 0.0, 5.0, 5.0, 0.0, 5.0, 0.0, 5.0, 3.0, 4.0, 5.0, 3.0, 4.0, 2.0, 5.0, 6.0, 2.0], [5.0, 5.0, 5.0, 6.0, 5.0, 6.0, 6.0, 5.0, 6.0, 5.0, 0.0, 4.0, 4.0, 1.0, 2.0, 4.0, 4.0, 1.0, 2.0, 4.0], [3.0, 3.0, 3.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 3.0, 4.0, 0.0, 1.0, 4.0, 3.0, 1.0, 1.0, 4.0, 5.0, 1.0], [4.0, 4.0, 4.0, 2.0, 4.0, 2.0, 2.0, 4.0, 2.0, 4.0, 4.0, 1.0, 0.0, 4.0, 3.0, 0.0, 2.0, 4.0, 4.0, 2.0], [5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0, 4.0, 4.0, 0.0, 2.0, 4.0, 4.0, 0.0, 1.0, 4.0], [3.0, 3.0, 3.0, 4.0, 3.0, 4.0, 4.0, 3.0, 4.0, 3.0, 2.0, 3.0, 3.0, 2.0, 0.0, 2.0, 2.0, 2.0, 3.0, 2.0], [4.0, 4.0, 4.0, 2.0, 4.0, 2.0, 2.0, 4.0, 2.0, 4.0, 4.0, 1.0, 0.0, 4.0, 2.0, 0.0, 1.0, 4.0, 4.0, 1.0], [2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 3.0, 2.0, 3.0, 2.0, 4.0, 1.0, 2.0, 4.0, 2.0, 1.0, 0.0, 4.0, 5.0, 0.0], [5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0, 4.0, 4.0, 0.0, 2.0, 4.0, 4.0, 0.0, 1.0, 4.0], [6.0, 6.0, 6.0, 5.0, 6.0, 5.0, 5.0, 6.0, 5.0, 6.0, 2.0, 5.0, 4.0, 1.0, 3.0, 4.0, 5.0, 1.0, 0.0, 4.0], [2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 3.0, 2.0, 3.0, 2.0, 4.0, 1.0, 2.0, 4.0, 2.0, 1.0, 0.0, 4.0, 4.0, 0.0]]
