60 1520.5824999999998 0 1680 28 60
[50.09, 77.96, 87.97, 77.47, 40.79, 10.73, 92.57, 23.89, 45.04, 42.82, 16.41, 81.33, 50.47, 59.9, 52.36, 78.24, 85.42, 78.33, 86.83, 53.52, 56.23, 89.18, 12.2, 73.37, 42.55, 79.73, 79.45, 13.58, 89.68, 6.68, 25.25, 19.65, 46.82, 76.69, 93.33, 46.91, 23.86, 26.24, 51.43, 52.16, 54.94, 17.72, 22.3, 47.72, 81.74, 20.22, 47.93, 7.13, 12.76, 79.99, 19.15, 41.48, 59.84, 57.79, 84.04, 51.33, 25.43, 13.08, 15.01, 43.76]
[54.87, 49.65, 15.67, 51.52, 91.47, 9.2, 20.07, 56.7, 6.78, 55.0, 16.81, 47.6, 26.33, 21.69, 15.58, 92.74, 21.12, 51.22, 91.48, 46.33, 44.05, 85.7, 44.89, 56.98, 18.85, 21.46, 24.86, 92.53, 41.09, 12.09, 81.37, 40.21, 15.21, 56.61, 79.27, 19.95, 7.24, 45.15, 86.53, 21.21, 14.67, 82.75, 86.81, 13.36, 86.8, 81.67, 14.88, 50.38, 74.31, 46.41, 89.28, 59.53, 77.09, 20.61, 74.21, 92.96, 91.88, 55.63, 49.71, 87.76]
[5, 6, 3, 6, 8, 1, 3, 4, 2, 5, 1, 6, 2, 2, 2, 9, 3, 6, 9, 5, 5, 9, 4, 6, 2, 3, 3, 7, 6, 1, 7, 4, 2, 6, 9, 2, 1, 4, 8, 2, 2, 7, 7, 2, 9, 7, 2, 4, 7, 6, 7, 5, 8, 2, 9, 8, 7, 4, 4, 8]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60]
[3, 3, 1, 3, 2, 3, 1, 3, 2, 3, 3, 3, 2, 2, 2, 1, 1, 3, 1, 3, 3, 1, 3, 3, 2, 1, 1, 3, 3, 3, 3, 3, 2, 3, 1, 2, 3, 3, 2, 2, 2, 3, 3, 2, 1, 3, 2, 3, 3, 3, 3, 3, 2, 2, 1, 2, 3, 3, 3, 2]
[3, 3, 3, 3, 1, 1, 3, 2, 2, 3, 1, 3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2, 3, 1, 2, 2, 2, 3, 3, 2, 1, 2, 1, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3, 2, 3, 1, 2, 3, 1, 2, 2, 2, 1]
[8, 2, 9, 5, 2, 4, 3, 1, 4, 10, 9, 7, 3, 6, 7, 4, 4, 1, 1, 3, 8, 4, 2, 9, 10, 7, 2, 2, 1, 5, 7, 3, 7, 2, 7, 1, 4, 9, 3, 9, 9, 7, 6, 7, 2, 6, 9, 3, 3, 6, 6, 6, 4, 2, 3, 2, 10, 4, 7, 4]
[1354.44, 2755.52, 3079.45, 3471.43, 2992.71, 2378.41, 3843.51, 1966.77, 2922.74, 2326.05, 4305.78, 3318.16, 3419.66, 3816.8, 3244.31, 1944.87, 2946.38, 2440.1, 3508.21, 4184.82, 1598.82, 1871.7, 2735.49, 4343.34, 2006.43, 1929.53, 2839.95, 1989.06, 1776.41, 2350.32, 2851.59, 3157.91, 3907.4, 2749.31, 3123.34, 3270.61, 2777.21, 3737.12, 4156.25, 3716.68, 4256.51, 4711.66, 3663.47, 3044.18, 1173.66, 3920.24, 3938.06, 3960.89, 4002.93, 2647.12, 2909.9, 3372.7, 3178.05, 1510.74, 4226.78, 2733.15, 2473.83, 3327.01, 2181.96, 2652.22]
[0.65, 0.74, 0.19, 0.71, 0.76, 0.62, 0.7, 0.07, 0.34, 0.17, 0.19, 0.7, 0.49, 0.73, 0.68, 0.67, 0.79, 0.43, 0.38, 0.64, 0.4, 0.81, 0.75, 0.19, 0.2, 0.71, 0.76, 0.78, 0.27, 0.66, 0.69, 0.51, 0.74, 0.79, 0.73, 0.29, 0.65, 0.22, 0.66, 0.21, 0.22, 0.72, 0.82, 0.74, 0.79, 0.49, 0.18, 0.39, 0.54, 0.65, 0.34, 0.89, 0.54, 0.75, 0.44, 0.73, 0.2, 0.29, 0.68, 0.65]
[0.64, 0.78, 0.56, 0.79, 0.54, 0.67, 0.9, 0.93, 1.0, 0.61, 0.95, 0.74, 0.97, 0.5, 1.09, 1.05, 0.57, 0.75, 0.73, 0.74, 0.93, 0.82, 0.96, 0.91, 0.5, 0.93, 1.08, 0.75, 0.86, 0.83, 0.84, 1.03, 1.06, 0.78, 0.65, 0.99, 0.67, 0.89, 0.58, 0.96, 0.84, 0.75, 0.69, 0.5, 0.6, 0.72, 0.92, 0.72, 1.0, 0.72, 0.56, 0.81, 0.61, 0.99, 0.85, 0.95, 0.95, 0.86, 0.98, 0.76]
