90 2752.4799999999996 0 1680 7 240
[87.28, 48.43, 78.33, 51.98, 47.42, 49.76, 18.17, 15.54, 75.16, 58.63, 43.64, 49.96, 75.8, 47.91, 91.55, 8.71, 92.67, 50.55, 13.32, 52.42, 74.51, 53.99, 92.39, 21.73, 92.62, 41.28, 18.2, 12.94, 88.63, 92.7, 8.34, 51.68, 16.9, 18.64, 74.13, 93.11, 54.06, 78.65, 45.56, 25.41, 25.45, 16.08, 78.86, 14.55, 9.15, 75.03, 11.61, 82.98, 25.17, 45.78, 55.24, 82.62, 23.55, 57.38, 17.87, 10.65, 20.53, 49.65, 90.99, 12.95, 76.79, 7.55, 43.93, 19.38, 14.69, 90.74, 90.86, 55.0, 74.56, 87.22, 91.87, 56.04, 43.23, 12.63, 73.34, 23.72, 91.99, 78.42, 11.78, 41.01, 48.08, 13.77, 49.88, 51.94, 55.06, 50.97, 54.6, 84.64, 56.4, 73.45]
[19.54, 21.06, 20.73, 57.59, 80.93, 49.35, 46.65, 79.25, 80.03, 21.51, 9.51, 11.05, 79.42, 19.13, 41.07, 91.54, 80.0, 76.85, 87.95, 50.29, 83.4, 42.03, 78.47, 11.67, 21.06, 43.44, 78.06, 78.7, 46.04, 20.86, 89.06, 41.04, 53.15, 14.98, 21.44, 41.44, 54.0, 91.09, 92.02, 50.76, 48.34, 6.95, 92.46, 20.38, 77.88, 53.1, 80.66, 55.26, 90.43, 88.25, 80.88, 51.24, 49.91, 23.29, 77.25, 82.79, 8.75, 86.28, 7.0, 52.76, 91.63, 88.09, 91.3, 59.74, 6.81, 51.35, 91.91, 58.34, 48.85, 20.19, 48.8, 73.43, 11.62, 23.26, 83.46, 22.36, 88.08, 26.09, 91.35, 86.86, 44.23, 22.37, 79.66, 16.22, 51.36, 93.04, 40.65, 77.33, 87.66, 25.42]
[3, 2, 3, 5, 8, 5, 4, 7, 9, 2, 2, 2, 9, 2, 6, 7, 9, 8, 7, 5, 9, 5, 9, 1, 3, 5, 7, 7, 6, 3, 7, 5, 4, 1, 3, 6, 5, 9, 8, 4, 4, 1, 9, 1, 7, 6, 7, 6, 7, 8, 8, 6, 4, 2, 7, 7, 1, 8, 3, 4, 9, 7, 8, 4, 1, 6, 9, 5, 6, 3, 6, 8, 2, 1, 9, 1, 9, 3, 7, 8, 5, 1, 8, 2, 5, 8, 5, 9, 8, 3]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90]
[3, 2, 3, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 1, 2, 1, 2, 2, 3, 1, 2, 2, 3, 3, 2, 1, 2, 2, 3, 3, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 1, 3, 3, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 1, 2, 2, 2, 1, 2, 1, 2, 2, 3]
[3, 1, 3, 3, 3, 3, 1, 2, 3, 1, 1, 1, 3, 1, 3, 2, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 2, 2, 3, 3, 2, 3, 1, 2, 3, 3, 3, 3, 3, 1, 1, 2, 3, 2, 2, 3, 2, 3, 2, 3, 3, 3, 1, 1, 2, 2, 2, 3, 3, 1, 3, 2, 3, 1, 2, 3, 3, 3, 3, 3, 3, 3, 1, 2, 3, 2, 3, 3, 2, 3, 3, 2, 3, 1, 3, 3, 3, 3, 3, 3]
[6, 8, 1, 7, 3, 4, 6, 10, 8, 7, 3, 10, 1, 5, 4, 6, 5, 7, 5, 1, 1, 3, 3, 2, 10, 8, 10, 1, 9, 10, 2, 3, 7, 1, 2, 1, 4, 2, 2, 4, 3, 6, 2, 2, 3, 8, 9, 3, 3, 9, 8, 5, 5, 2, 7, 7, 7, 4, 3, 10, 8, 5, 4, 5, 7, 5, 8, 9, 3, 7, 7, 1, 2, 4, 6, 6, 2, 8, 10, 8, 1, 3, 2, 5, 6, 4, 5, 9, 7, 7]
[2857.45, 3283.23, 2511.65, 1899.56, 2951.37, 3174.1, 2018.32, 3354.12, 2651.93, 1744.91, 2435.41, 3349.43, 3076.31, 3396.15, 2251.55, 2600.16, 3378.59, 1927.08, 3397.06, 1670.49, 3021.89, 2450.51, 2009.42, 3816.56, 3300.05, 3549.12, 3402.01, 1775.88, 3473.82, 3460.49, 4024.26, 2060.81, 1797.65, 3383.5, 4668.28, 1428.07, 2637.04, 4645.89, 4488.69, 2364.11, 1885.39, 2519.81, 4428.58, 4124.45, 2040.59, 2732.32, 3666.03, 3270.33, 3793.44, 3620.39, 3276.06, 3426.53, 3400.46, 3920.88, 1826.36, 1755.04, 1758.33, 2951.14, 3731.71, 3350.72, 3428.97, 3534.89, 2376.01, 3376.69, 1846.65, 3492.23, 3270.37, 3480.29, 3642.65, 1684.35, 1689.5, 4021.11, 4859.36, 2691.6, 1920.42, 2449.02, 4658.54, 2941.83, 3441.28, 2658.81, 3133.63, 3788.86, 4308.89, 3289.74, 1939.71, 2144.66, 3376.58, 3605.5, 1742.68, 1668.76]
[0.77, 0.2, 0.84, 0.77, 0.14, 0.38, 0.84, 0.71, 0.21, 0.77, 0.12, 0.72, 0.79, 0.65, 0.28, 0.81, 0.32, 0.77, 0.36, 0.82, 0.88, 0.12, 0.19, 0.14, 0.65, 0.1, 0.65, 0.83, 0.41, 0.62, 0.17, 0.16, 0.77, 0.82, 0.12, 0.87, 0.3, 0.21, 0.26, 0.42, 0.15, 0.77, 0.24, 0.23, 0.12, 0.21, 0.54, 0.18, 0.12, 0.47, 0.11, 0.47, 0.67, 0.26, 0.76, 0.77, 0.77, 0.38, 0.15, 0.66, 0.21, 0.43, 0.41, 0.28, 0.77, 0.45, 0.15, 0.32, 0.13, 0.77, 0.77, 0.8, 0.13, 0.32, 0.83, 0.73, 0.26, 0.2, 0.71, 0.13, 0.8, 0.16, 0.13, 0.55, 0.82, 0.43, 0.31, 0.52, 0.76, 0.76]
[0.65, 0.71, 0.66, 0.84, 0.91, 0.92, 0.73, 0.58, 1.0, 0.84, 1.01, 0.88, 0.95, 0.84, 0.82, 0.52, 0.66, 0.63, 0.83, 0.84, 0.92, 1.03, 0.8, 0.8, 1.01, 1.0, 0.66, 1.09, 1.05, 0.92, 0.64, 0.79, 1.06, 0.79, 1.01, 0.67, 0.75, 1.07, 0.51, 0.88, 1.08, 0.6, 0.58, 0.86, 0.78, 0.91, 0.92, 0.8, 0.98, 0.96, 0.79, 0.59, 0.81, 0.61, 0.95, 0.58, 0.81, 0.66, 0.96, 0.83, 1.07, 0.77, 0.89, 0.78, 0.77, 0.94, 0.8, 1.04, 1.06, 0.55, 0.72, 0.54, 0.88, 0.54, 1.0, 0.8, 1.05, 0.65, 0.52, 0.51, 1.06, 0.5, 0.93, 0.89, 0.95, 0.94, 0.97, 0.93, 0.7, 0.61]
