40 766.06 0 1680 7 240
[8581.1, 3917.13, 4722.75, 2834.15, 7217.31, 9279.78, 1701.65, 3839.94, 7327.29, 4065.09, 5088.28, 3951.76, 4776.57, 868.58, 8281.65, 9175.65, 2933.59, 9133.92, 625.54, 777.23, 9612.26, 4687.1, 5150.76, 319.02, 5174.14, 1700.29, 8426.37, 5292.94, 5014.04, 7168.58, 8521.03, 5793.12, 4936.39, 8339.69, 4849.59, 6951.43, 5026.38, 6036.01, 8509.38, 2665.02]
[6630.93, 2438.01, 6927.96, 4847.4, 5752.81, 7929.72, 6056.25, 3626.73, 7458.11, 3484.07, 5616.84, 7331.95, 4952.89, 7041.98, 6067.0, 2568.96, 2914.58, 4768.22, 7900.04, 6674.62, 6664.36, 7200.92, 4866.57, 6331.11, 7214.11, 2340.17, 6895.0, 2443.12, 6357.92, 6749.2, 7042.69, 3815.4, 5411.5, 7121.44, 3121.93, 4710.58, 4519.83, 3985.68, 6955.37, 5456.11]
[8, 4, 5, 3, 7, 9, 2, 4, 7, 4, 5, 4, 5, 1, 8, 9, 3, 9, 1, 1, 9, 5, 5, 1, 5, 2, 8, 5, 5, 7, 8, 6, 5, 8, 5, 7, 5, 6, 8, 3]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]
[2, 3, 1, 1, 1, 2, 3, 3, 1, 3, 1, 3, 1, 2, 2, 2, 1, 2, 2, 2, 2, 1, 1, 2, 1, 3, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1]
[1, 2, 3, 2, 2, 3, 2, 2, 2, 2, 3, 2, 3, 3, 1, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 1, 3, 3, 2, 1, 3, 3, 1, 3, 2, 3, 3, 1, 2]
[9, 8, 5, 4, 3, 4, 3, 9, 7, 3, 10, 7, 2, 5, 3, 5, 7, 6, 10, 3, 1, 7, 4, 2, 3, 1, 1, 10, 7, 5, 1, 4, 1, 10, 3, 2, 1, 9, 8, 2]
[2177.01, 2025.44, 3074.25, 2322.06, 4410.6, 3068.92, 4082.11, 1493.05, 2879.28, 2785.17, 2898.71, 3952.08, 1907.88, 4030.62, 3303.61, 3000.31, 4018.4, 1898.57, 2658.0, 2786.89, 2646.44, 4555.79, 2179.99, 1871.42, 4467.17, 3371.14, 2665.52, 3252.32, 4453.58, 2942.31, 2579.5, 2105.24, 2848.85, 2583.18, 4404.21, 1866.63, 2986.14, 2359.97, 2002.61, 1950.26]
[0.95, 0.84, 0.2, 0.21, 0.17, 0.38, 0.2, 0.96, 0.15, 0.28, 0.31, 0.29, 0.6, 0.22, 0.17, 0.21, 0.27, 0.53, 0.47, 0.36, 0.91, 0.22, 0.28, 0.72, 0.27, 0.91, 0.9, 0.19, 0.19, 0.18, 0.91, 0.58, 0.89, 0.38, 0.31, 0.71, 0.91, 0.96, 0.18, 0.74]
[0.88, 0.96, 0.95, 1.01, 0.92, 0.88, 0.56, 0.55, 0.51, 0.88, 0.88, 1.1, 0.77, 0.92, 0.63, 0.99, 0.87, 0.7, 0.81, 0.58, 0.67, 1.08, 0.72, 0.92, 0.84, 0.6, 0.63, 0.56, 0.51, 0.58, 0.86, 0.79, 1.05, 1.01, 0.68, 1.0, 1.03, 0.92, 0.91, 1.08]
[0.55, 0.91, 0.99, 0.6, 0.72, 0.8, 0.78, 0.99, 1.1, 0.74, 0.81, 0.76, 0.86, 0.66, 0.66, 1.07, 0.5, 0.93, 0.75, 1.0, 0.98, 0.65, 0.5, 1.0, 1.01, 0.91, 0.86, 0.68, 0.8, 0.91, 0.82, 0.7, 0.56, 0.79, 0.76, 0.55, 1.09, 0.76, 0.96, 0.5]
[0.95, 0.94, 0.63, 0.63, 1.0, 1.08, 0.94, 1.09, 0.52, 0.57, 0.71, 0.59, 0.97, 0.65, 0.51, 0.86, 1.09, 0.97, 0.64, 0.51, 0.88, 1.08, 0.62, 0.7, 1.09, 0.69, 0.9, 0.85, 0.52, 0.55, 0.7, 0.87, 0.72, 0.55, 0.73, 0.68, 0.77, 0.95, 0.72, 0.94]
