30 1339.18 0 1680 28 60
63.02 67.92 46.78 74.89 15.8 31.58 3.47 31.15 43.14 61.58 68.08 25.96 80.87 7.96 15.72 95.93 4.15 86.94 35.39 85.97 75.85 4.62 97.42 41.05 17.25 2.1 65.54 26.62 40.3 85.42 
45.64 53.12 59.82 28.87 53.24 29.93 28.88 19.62 79.58 62.28 68.87 54.99 84.99 46.43 11.95 14.14 86.21 40.89 29.0 70.04 10.94 58.6 17.69 60.59 45.59 80.26 49.76 36.11 44.37 45.64 
6 7 5 7 2 3 1 3 4 6 7 3 8 1 2 9 1 8 4 8 7 1 9 4 2 1 6 3 4 8 
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 
1 3 2 3 1 2 1 2 2 1 3 2 3 1 1 1 1 3 2 3 3 1 1 2 1 1 1 2 2 3 
3 3 1 3 2 3 3 3 1 3 3 3 1 3 2 2 3 1 1 1 3 3 2 1 2 3 3 3 1 1 
8 10 3 8 5 4 10 9 1 4 5 6 1 3 1 10 1 8 1 5 5 1 6 3 6 5 1 1 4 7 
3949.24 3886.17 3436.89 3655.7 4198.84 4503.17 4078.32 3663.57 3898.06 4549.01 4072.8 4087.29 4479.92 3260.24 4625.37 3884.65 3880.69 3772.38 3519.74 3999.3 4167.62 3214.2 3580.64 4848.87 4018.34 4054.48 3176.84 3402.28 4609.18 3452.32 
0.57 0.73 0.51 0.51 0.36 0.05 0.79 0.64 0.52 0.05 0.36 0.78 0.62 0.38 0.54 0.75 0.64 0.41 0.44 0.33 0.37 0.59 0.72 0.4 0.86 0.37 0.81 0.36 0.05 0.52 
0.96 0.99 1.0 0.68 1.0 1.0 0.93 0.72 0.75 0.89 0.54 0.81 0.82 0.99 0.76 1.0 0.8 0.92 0.7 1.0 0.51 1.0 0.62 0.7 0.96 1.0 0.91 1.0 0.58 1.0 
0.75 0.77 0.84 0.85 0.56 0.97 0.56 0.51 0.54 0.63 1.0 0.7 0.93 0.5 0.94 0.67 0.7 0.62 1.0 0.59 0.91 0.68 0.54 1.0 0.98 0.62 0.85 0.62 0.67 0.71 
1.0 1.0 0.52 0.51 0.86 1.0 0.97 0.67 0.97 0.86 0.6 1.0 0.86 0.74 0.78 0.93 0.79 0.93 0.73 0.75 0.83 0.54 0.72 1.0 1.0 0.79 0.84 0.99 0.86 0.97 
0.93 0.69 0.75 0.95 1.0 1.0 0.52 0.76 0.79 0.81 0.66 0.86 0.65 0.83 0.53 0.52 1.0 0.62 0.89 0.95 0.69 0.57 0.61 0.62 0.68 0.82 1.0 0.57 0.64 0.59 
0.62 0.53 0.9 1.0 1.0 0.57 0.8 0.58 0.59 0.67 0.93 0.9 0.79 0.65 0.77 0.75 0.88 0.85 0.95 0.7 0.71 0.53 0.54 0.8 0.95 0.76 0.6 0.7 0.81 1.0 
0.42 0.28 0.29 0.28 0.48 0.55 0.21 0.11 0.18 0.26 0.2 0.44 0.34 0.2 0.23 0.24 0.39 0.28 0.43 0.29 0.19 0.11 0.08 0.35 0.61 0.31 0.39 0.24 0.18 0.41 
1285.5 729.36 1650.48 1325.9 1524.85 713.03 868.65 1349.79 1696.68 928.17 1697.08 624.31 1907.07 1248.66 1358.08 889.5 2204.25 1042.1 1657.53 2013.72 1771.15 1625.33 537.61 943.43 602.31 1811.14 1762.88 1382.92 938.61 1470.88 
571.86 207.31 449.03 372.59 727.99 373.42 199.3 124.81 310.56 241.74 384.53 318.96 642.25 200.07 305.66 167.24 844.43 262.53 683.7 532.45 341.93 218.18 50.27 363.83 389.46 626.76 574.5 364.09 154.89 537.77 
5927.48 3146.82 7752.38 6129.51 7124.25 3065.16 3843.26 6248.94 7983.41 4140.83 7985.41 2621.53 9035.36 5743.32 6290.38 3947.5 10521.23 4710.52 7787.67 9568.6 8355.74 7626.65 2188.06 4217.17 2511.55 8555.72 8314.39 6414.59 4193.05 6854.39 
2359.28 536.55 1745.14 1362.94 3139.95 1367.11 496.5 124.06 1052.79 708.68 1422.64 1094.8 2711.23 500.33 1028.31 336.2 3722.14 812.67 2918.48 2162.27 1209.64 590.9 -248.66 1319.14 1447.28 2633.82 2372.49 1320.45 274.46 2188.84 
78.98 155.45 103.11 146.23 83.98 135.1 81.57 109.91 116.94 90.98 162.91 122.62 179.2 65.2 92.51 77.69 77.61 150.9 105.59 159.97 166.7 64.28 71.61 145.47 80.37 81.09 63.54 102.07 138.28 138.09 
2 8 4 7 2 6 2 5 5 3 8 5 9 2 3 2 2 8 5 8 8 2 2 6 2 2 2 4 6 7 
49 0 43 14 11 48 34 58 41 31 9 7 10 51 25 38 21 27 10 9 16 53 3 31 30 33 2 27 36 48 
60 60 60 60 60 60 52 60 59 56 53 43 24 60 31 60 27 60 35 30 42 60 33 60 60 47 58 33 42 54 
5
0.0 0.0 0.0 0.0 0.0 
100.0 0.0 100.0 0.0 100.0 
0 3 0 3 0 2 2 2 3 1 2 2 3 1 2 2 1 2 1 3 4 0 3 2 3 4 1 4 2 2 0 2 2 2 3 
3 0 3 0 3 2 3 2 2 1 1 1 1 3 3 3 2 4 1 0 3 3 3 1 3 2 2 3 2 1 2 2 1 2 3 
0 3 0 3 0 2 2 2 3 1 2 2 3 1 2 2 1 2 1 3 4 0 3 2 3 4 1 4 2 2 0 2 2 2 3 
3 0 3 0 3 2 3 2 2 1 1 1 1 3 3 3 2 4 1 0 3 3 3 1 3 2 2 3 2 1 2 2 1 2 3 
0 3 0 3 0 2 2 2 3 1 2 2 3 1 2 2 1 2 1 3 4 0 3 2 3 4 1 4 2 2 0 2 2 2 3 
2 2 2 2 2 0 0 0 0 1 1 2 1 1 0 0 1 1 1 2 1 2 0 1 1 1 2 1 0 1 2 0 1 0 0 
2 3 2 3 2 0 0 0 0 1 1 2 1 1 0 0 1 1 2 2 1 2 0 1 0 1 2 1 0 1 2 0 1 1 0 
2 2 2 2 2 0 0 0 1 1 1 1 1 0 0 0 0 1 1 2 2 1 1 1 1 2 1 2 0 1 1 0 1 0 1 
3 2 3 2 3 0 0 1 0 2 1 2 1 2 1 1 1 2 2 2 0 3 0 1 1 0 2 0 1 2 3 0 1 1 0 
1 1 1 1 1 1 1 1 2 0 1 0 1 1 1 1 0 2 0 1 3 1 2 1 2 2 0 3 0 0 1 1 0 0 2 
2 1 2 1 2 1 1 1 1 1 0 1 0 1 1 1 0 2 1 0 2 2 2 0 2 1 1 2 1 0 2 1 0 0 2 
2 1 2 1 2 2 2 1 2 0 1 0 1 2 2 2 1 3 0 0 3 2 3 1 3 2 1 3 1 0 1 2 0 1 2 
3 1 3 1 3 1 1 1 1 1 0 1 0 2 1 2 1 2 1 0 2 2 2 0 2 1 1 2 1 1 2 1 0 0 2 
1 3 1 3 1 1 1 0 2 1 1 2 2 0 0 0 1 1 1 2 3 1 2 1 1 2 1 2 0 1 1 1 1 1 1 
2 3 2 3 2 0 0 0 1 1 1 2 1 0 0 0 1 1 1 2 2 2 1 1 0 1 2 2 0 1 2 0 1 0 1 
2 3 2 3 2 0 0 0 1 1 1 2 2 0 0 0 1 0 2 2 2 2 1 1 0 2 2 2 1 1 2 0 1 1 1 
1 2 1 2 1 1 1 0 1 0 0 1 1 1 1 1 0 2 0 1 2 1 2 0 2 2 0 2 0 0 1 1 0 0 2 
2 4 2 4 2 1 1 1 2 2 2 3 2 1 1 0 2 0 2 3 2 2 1 2 0 2 2 2 1 2 2 1 2 2 1 
1 1 1 1 1 1 2 1 2 0 1 0 1 1 1 2 0 2 0 1 3 1 2 1 2 2 0 3 1 0 1 2 0 1 2 
3 0 3 0 3 2 2 2 2 1 0 0 0 2 2 2 1 3 1 0 2 2 2 0 3 2 1 2 1 1 2 2 0 1 2 
4 3 4 3 4 1 1 2 0 3 2 3 2 3 2 2 2 2 3 2 0 4 1 2 2 0 3 0 2 3 4 1 2 2 1 
0 3 0 3 0 2 2 1 3 1 2 2 2 1 2 2 1 2 1 2 4 0 3 2 2 3 0 4 1 1 0 2 1 1 3 
3 3 3 3 3 0 0 1 0 2 2 3 2 2 1 1 2 1 2 2 1 3 0 1 1 1 3 0 1 2 3 0 2 1 0 
2 1 2 1 2 1 1 1 1 1 0 1 0 1 1 1 0 2 1 0 2 2 1 0 2 1 1 2 1 0 2 1 0 0 1 
3 3 3 3 3 1 0 1 1 2 2 3 2 1 0 0 2 0 2 3 2 2 1 2 0 2 2 1 1 2 3 1 2 1 0 
4 2 4 2 4 1 1 2 0 2 1 2 1 2 1 2 2 2 2 2 0 3 1 1 2 0 3 0 2 2 3 1 1 1 1 
1 2 1 2 1 2 2 1 2 0 1 1 1 1 2 2 0 2 0 1 3 0 3 1 2 3 0 3 1 0 0 2 1 1 2 
4 3 4 3 4 1 1 2 0 3 2 3 2 2 2 2 2 2 3 2 0 4 0 2 1 0 3 0 2 3 4 1 2 2 1 
2 2 2 2 2 0 0 0 1 0 1 1 1 0 0 1 0 1 1 1 2 1 1 1 1 2 1 2 0 1 1 0 1 0 1 
2 1 2 1 2 1 1 1 2 0 0 0 1 1 1 1 0 2 0 1 3 1 2 0 2 2 0 3 1 0 1 1 0 0 2 
0 2 0 2 0 2 2 1 3 1 2 1 2 1 2 2 1 2 1 2 4 0 3 2 3 3 0 4 1 1 0 2 1 1 3 
2 2 2 2 2 0 0 0 0 1 1 2 1 1 0 0 1 1 2 2 1 2 0 1 1 1 2 1 0 1 2 0 1 0 0 
2 1 2 1 2 1 1 1 1 0 0 0 0 1 1 1 0 2 0 0 2 1 2 0 2 1 1 2 1 0 1 1 0 0 2 
2 2 2 2 2 0 1 0 1 0 0 1 0 1 0 1 0 2 1 1 2 1 1 0 1 1 1 2 0 0 1 0 0 0 1 
