40 1712.8 0 1680 14 120
[7204.35, 4191.9, 7543.69, 7455.68, 5076.63, 9674.51, 5837.74, 9484.61, 6326.89, 4856.03, 2883.78, 7206.13, 4588.77, 4247.82, 925.88, 5897.43, 5975.92, 6789.26, 9215.55, 4815.07, 1583.95, 9808.13, 951.58, 280.84, 1407.12, 6924.62, 1238.52, 9217.8, 9279.21, 8737.44, 5078.02, 876.72, 2464.83, 283.3, 8456.35, 7657.13, 6418.56, 4796.45, 135.84, 8240.42]
[3912.65, 7700.68, 5339.97, 1089.67, 7124.4, 7062.99, 6256.45, 4202.28, 4461.57, 1734.95, 1243.82, 8122.39, 2583.55, 5105.25, 7328.96, 7539.25, 7766.5, 7517.78, 1989.2, 5883.1, 4348.84, 4890.59, 5245.54, 3764.67, 8970.42, 7396.07, 5390.34, 4241.52, 1095.3, 8479.63, 2459.02, 1283.28, 7845.1, 6730.33, 3689.48, 8194.04, 5812.23, 3056.53, 7126.12, 4838.39]
[7, 4, 7, 7, 5, 9, 6, 9, 6, 5, 3, 7, 5, 4, 1, 6, 6, 7, 9, 5, 2, 9, 1, 1, 2, 7, 2, 9, 9, 8, 5, 1, 3, 1, 8, 7, 6, 5, 1, 8]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]
[2, 2, 2, 2, 1, 2, 1, 2, 1, 1, 3, 2, 1, 2, 3, 1, 1, 2, 2, 1, 1, 2, 3, 3, 1, 2, 1, 2, 2, 1, 1, 3, 3, 3, 1, 2, 1, 1, 3, 1]
[2, 3, 2, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2, 3, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 3, 2, 1, 1, 1, 3, 2, 1, 2, 1, 3]
[9, 4, 9, 5, 10, 2, 3, 5, 10, 3, 9, 2, 7, 10, 3, 6, 2, 2, 4, 2, 3, 2, 7, 5, 6, 1, 9, 4, 6, 6, 8, 2, 5, 4, 9, 4, 10, 2, 4, 1]
[3260.21, 3394.13, 3105.9, 4440.61, 3516.1, 4120.7, 3658.33, 4444.09, 3378.39, 3504.29, 3292.06, 4204.82, 3679.26, 3331.82, 3541.12, 4795.57, 4125.27, 4441.18, 3227.33, 4866.87, 4025.77, 4771.66, 3661.07, 4151.43, 4584.13, 4761.53, 3176.01, 3234.49, 4523.37, 4646.13, 3491.62, 4087.51, 4011.09, 3137.95, 3067.86, 3470.04, 3441.36, 4698.28, 3358.81, 4864.35]
[0.32, 0.86, 0.48, 0.44, 0.75, 0.88, 0.48, 0.48, 0.68, 0.25, 0.37, 0.95, 0.52, 0.63, 0.26, 0.15, 0.8, 0.78, 0.87, 0.84, 0.32, 0.84, 0.49, 0.45, 0.26, 0.82, 0.48, 0.49, 0.62, 0.12, 0.18, 0.83, 0.48, 0.62, 0.44, 0.62, 0.61, 0.78, 0.82, 0.94]
[0.61, 0.83, 0.59, 0.67, 0.7, 0.88, 1.0, 0.52, 0.78, 1.03, 0.64, 0.55, 0.68, 0.95, 0.75, 1.05, 0.61, 0.67, 0.75, 1.03, 0.85, 0.74, 0.65, 0.72, 0.77, 0.97, 0.98, 1.02, 0.62, 0.77, 0.51, 0.84, 0.78, 0.9, 1.07, 0.92, 0.93, 0.52, 0.75, 0.81]
[0.51, 0.64, 0.79, 0.56, 1.08, 0.72, 0.62, 0.99, 1.09, 0.52, 0.67, 1.03, 0.81, 0.52, 1.0, 0.87, 1.05, 0.55, 0.77, 0.68, 0.72, 0.99, 0.93, 0.66, 0.91, 0.72, 0.65, 0.86, 1.04, 0.93, 0.59, 0.94, 0.5, 0.97, 0.57, 1.08, 0.98, 0.73, 0.88, 1.05]
[0.5, 0.9, 0.78, 1.02, 0.92, 1.09, 0.84, 1.0, 0.71, 0.81, 0.97, 1.01, 0.99, 0.76, 1.0, 0.98, 0.77, 0.95, 0.76, 0.51, 0.71, 1.0, 0.76, 0.81, 1.09, 0.98, 0.82, 0.87, 0.89, 0.89, 0.5, 1.0, 0.8, 0.69, 0.96, 1.08, 1.07, 0.7, 0.55, 0.77]
[0.61, 1.05, 0.76, 0.86, 0.93, 0.64, 0.72, 0.79, 0.51, 0.53, 0.58, 0.74, 0.59, 0.53, 1.03, 0.64, 1.09, 1.07, 0.8, 0.93, 1.07, 1.01, 0.89, 0.64, 0.92, 0.79, 0.98, 1.03, 0.86, 0.97, 1.1, 1.08, 0.91, 0.62, 0.69, 0.9, 1.08, 0.75, 0.9, 0.69]
[0.82, 0.87, 0.88, 0.87, 0.78, 0.55, 1.08, 0.77, 1.01, 0.74, 0.78, 0.94, 0.58, 0.82, 0.98, 1.06, 0.8, 0.69, 0.85, 0.63, 0.83, 1.04, 0.86, 0.99, 0.92, 0.87, 0.67, 1.02, 0.78, 0.51, 0.72, 0.56, 0.79, 0.97, 1.04, 0.98, 0.75, 0.52, 1.02, 0.72]
[0.08, 0.44, 0.24, 0.29, 0.5, 0.25, 0.4, 0.31, 0.31, 0.17, 0.19, 0.4, 0.19, 0.17, 0.75, 0.61, 0.43, 0.26, 0.3, 0.21, 0.39, 0.77, 0.35, 0.24, 0.65, 0.46, 0.35, 0.81, 0.39, 0.31, 0.12, 0.48, 0.22, 0.37, 0.42, 0.95, 0.79, 0.1, 0.34, 0.33]
[1294.34, 1632.48, 1241.87, 1527.45, 1335.4, 1001.72, 785.09, 1382.45, 1102.17, 726.71, 1117.47, 1365.34, 912.45, 1050.58, 690.51, 1991.99, 1329.84, 1214.15, 1795.25, 1592.82, 778.79, 1428.94, 836.14, 1529.61, 2178.96, 1723.41, 963.97, 1378.41, 2613.8, 1874.37, 1136.72, 1107.06, 1315.94, 1746.23, 1262.68, 1909.53, 1477.44, 1620.98, 2450.18, 1978.05]
[97.45, 702.69, 304.75, 474.82, 725.97, 218.51, 335.45, 414.8, 333.99, 127.05, 218.7, 514.85, 166.82, 170.85, 522.81, 1192.04, 606.04, 324.89, 546.95, 315.61, 302.14, 1101.14, 292.06, 407.06, 1395.41, 783.11, 349.38, 1111.0, 1012.21, 581.91, 114.57, 559.47, 293.7, 685.24, 518.74, 1815.05, 1136.96, 172.49, 831.79, 623.51]
[5971.72, 7662.38, 5709.34, 7137.26, 6177.01, 4508.61, 3425.43, 6412.23, 5010.84, 3133.57, 5087.35, 6326.68, 4062.24, 4752.92, 2952.57, 9459.94, 6149.19, 5570.76, 8476.26, 7464.1, 3393.94, 6644.69, 3680.68, 7148.05, 10394.8, 8117.06, 4319.87, 6392.07, 12569.02, 8871.83, 5183.58, 5035.3, 6079.7, 8231.17, 5813.4, 9047.67, 6887.2, 7604.88, 11750.88, 9390.24]
[-12.73, 3013.46, 1023.76, 1874.12, 3129.87, 592.54, 1177.24, 1573.99, 1169.93, 135.24, 593.49, 2074.24, 334.1, 354.26, 2114.03, 5460.19, 2530.22, 1124.44, 2234.77, 1078.07, 1010.68, 5005.72, 960.32, 1535.32, 6477.06, 3415.55, 1246.91, 5055.02, 4561.04, 2409.56, 72.83, 2297.35, 968.5, 2926.2, 2093.71, 8575.24, 5184.8, 362.45, 3658.94, 2617.54]
[97.81, 101.82, 93.18, 133.22, 70.32, 123.62, 73.17, 133.32, 67.57, 70.09, 131.68, 126.14, 73.59, 99.95, 141.64, 95.91, 82.51, 133.24, 96.82, 97.34, 80.52, 143.15, 146.44, 166.06, 91.68, 142.85, 63.52, 97.03, 135.7, 92.92, 69.83, 163.5, 160.44, 125.52, 61.36, 104.1, 68.83, 93.97, 134.35, 97.29]
[9, 9, 8, 12, 5, 11, 5, 12, 4, 5, 14, 12, 5, 9, 15, 6, 5, 12, 9, 6, 5, 13, 15, 17, 6, 13, 4, 9, 12, 6, 4, 17, 17, 13, 4, 9, 4, 6, 14, 6]
[76, 28, 52, 33, 16, 58, 118, 53, 38, 92, 71, 69, 90, 73, 105, 72, 30, 115, 18, 117, 75, 8, 72, 79, 81, 47, 28, 36, 72, 63, 21, 93, 32, 29, 76, 61, 51, 116, 0, 97]
[120, 108, 76, 113, 51, 120, 120, 82, 101, 120, 106, 92, 102, 102, 120, 120, 54, 120, 42, 120, 120, 65, 101, 120, 120, 120, 68, 87, 120, 120, 61, 120, 120, 92, 120, 120, 103, 120, 120, 120]
2
[0.0, 0.0]
[0.0, 10000.0]
