40 2914.1 0 1680 14 120
[3452.95, 9209.77, 9394.1, 5044.21, 3966.98, 9492.79, 9648.12, 9458.9, 9396.53, 3650.09, 3915.0, 3522.78, 7152.81, 721.57, 715.44, 3175.59, 4171.44, 9252.91, 3515.19, 8321.53, 5029.41, 1964.18, 5921.11, 3048.59, 8353.15, 6027.1, 2534.19, 6372.67, 3943.43, 1776.32, 9225.46, 3600.25, 7231.13, 3122.14, 8721.41, 568.77, 8332.04, 5978.41, 5832.26, 8171.78]
[4038.24, 1715.01, 5563.21, 6841.52, 1590.57, 3199.15, 3273.15, 8477.7, 6635.75, 4266.34, 3219.13, 7939.55, 1796.47, 8335.4, 7884.25, 5987.98, 4153.26, 5477.28, 7076.5, 3445.95, 2009.98, 8677.83, 7357.97, 6137.55, 2598.74, 4059.07, 8726.51, 8229.87, 7427.37, 8281.91, 7441.16, 8182.19, 8716.88, 1680.31, 4200.99, 2330.66, 6448.8, 8336.48, 3559.4, 4932.49]
[4, 9, 9, 5, 4, 9, 9, 9, 9, 4, 4, 4, 7, 1, 1, 3, 4, 9, 4, 8, 5, 2, 6, 3, 8, 6, 3, 6, 4, 2, 9, 4, 7, 3, 8, 1, 8, 6, 6, 8]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]
[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 2, 3, 2, 1, 3, 2, 1, 3, 1, 3, 2, 3, 3, 2, 3, 2, 2, 2, 1, 1, 2]
[2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1]
[8, 3, 4, 7, 7, 7, 6, 6, 7, 7, 6, 10, 2, 10, 7, 1, 6, 1, 5, 7, 2, 3, 6, 9, 4, 1, 4, 5, 9, 3, 8, 4, 2, 3, 4, 7, 8, 8, 4, 10]
[3621.35, 4365.25, 4334.32, 4669.15, 4615.96, 4596.43, 3698.17, 4019.58, 4565.37, 4583.34, 4038.28, 4019.4, 4343.36, 4043.17, 4654.32, 4510.15, 3804.19, 4683.3, 3952.98, 4563.59, 3840.26, 4283.47, 3626.17, 4331.38, 4887.5, 4499.69, 3562.56, 4176.29, 4280.99, 4203.03, 3777.25, 4857.63, 3808.84, 4314.63, 4300.47, 4612.17, 3669.03, 4212.8, 3954.92, 3867.7]
[0.47, 0.52, 0.92, 0.27, 0.4, 0.33, 0.48, 0.36, 0.38, 0.25, 0.62, 0.75, 0.26, 0.82, 0.55, 0.34, 0.59, 0.77, 0.79, 0.48, 0.38, 0.55, 0.62, 0.02, 0.94, 0.38, 0.96, 0.85, 0.49, 0.31, 0.69, 0.96, 0.2, 0.75, 0.94, 0.26, 0.61, 0.88, 0.92, 0.81]
[1.03, 0.52, 0.74, 0.64, 0.66, 0.52, 0.65, 0.95, 0.65, 0.64, 0.73, 1.05, 0.78, 0.6, 0.7, 0.96, 0.59, 0.67, 0.68, 0.51, 1.02, 0.54, 0.75, 1.02, 0.94, 1.01, 0.8, 0.95, 0.92, 0.57, 0.56, 0.83, 1.02, 0.62, 0.76, 0.58, 0.8, 0.62, 1.05, 0.72]
[0.87, 0.67, 0.74, 0.66, 0.87, 0.82, 0.55, 0.64, 1.02, 0.93, 0.67, 1.04, 0.81, 0.51, 0.77, 0.57, 0.94, 0.67, 0.69, 0.97, 0.6, 1.03, 0.57, 0.9, 0.56, 0.56, 0.67, 0.55, 0.52, 0.58, 1.09, 1.01, 0.64, 0.83, 0.56, 0.75, 0.79, 0.67, 0.98, 0.63]
[0.85, 0.93, 1.07, 0.69, 0.89, 1.05, 0.51, 0.92, 0.57, 0.72, 0.73, 1.07, 0.8, 0.6, 0.76, 1.0, 1.08, 0.6, 0.89, 0.96, 0.77, 0.79, 0.63, 0.81, 0.88, 1.08, 0.6, 1.04, 0.87, 0.68, 1.09, 0.83, 0.75, 0.51, 0.71, 0.64, 0.59, 0.61, 0.61, 0.92]
[0.84, 0.74, 0.62, 0.76, 0.8, 0.56, 1.0, 0.96, 1.03, 0.86, 0.58, 0.59, 0.66, 0.67, 0.64, 0.96, 0.88, 0.55, 0.72, 0.97, 0.95, 1.07, 0.58, 0.57, 0.93, 1.07, 0.66, 1.0, 1.02, 1.08, 0.83, 0.77, 0.73, 1.04, 1.07, 0.96, 0.53, 0.7, 0.82, 0.75]
[0.78, 0.54, 0.75, 0.56, 0.79, 0.54, 0.9, 0.93, 0.81, 0.64, 1.0, 0.77, 0.67, 0.63, 1.06, 0.76, 0.7, 0.82, 0.64, 0.67, 0.57, 1.08, 0.95, 1.02, 1.08, 0.52, 0.5, 0.93, 0.56, 0.81, 0.81, 0.88, 1.08, 0.74, 0.66, 0.88, 0.56, 0.5, 0.69, 0.92]
[0.49, 0.13, 0.27, 0.12, 0.32, 0.14, 0.16, 0.5, 0.31, 0.24, 0.21, 0.54, 0.22, 0.08, 0.27, 0.4, 0.37, 0.12, 0.19, 0.31, 0.26, 0.51, 0.15, 0.43, 0.47, 0.34, 0.1, 0.5, 0.24, 0.2, 0.44, 0.47, 0.38, 0.2, 0.22, 0.23, 0.11, 0.09, 0.35, 0.29]
[1841.06, 1114.73, 1312.93, 913.78, 807.68, 1098.23, 827.09, 745.33, 987.45, 1078.71, 818.3, 1364.74, 499.66, 1350.47, 942.27, 864.97, 824.8, 791.8, 1709.92, 982.57, 643.52, 1333.35, 886.6, 593.26, 1491.26, 761.38, 1705.16, 1675.41, 905.56, 1186.93, 1790.87, 1019.84, 449.06, 1330.38, 1336.34, 819.3, 1981.72, 2338.61, 1301.46, 1912.29]
[1018.34, 126.8, 353.25, 118.18, 248.28, 146.83, 126.55, 359.67, 284.63, 234.56, 181.69, 714.75, 103.34, 102.0, 265.71, 341.7, 274.85, 99.85, 312.82, 306.53, 186.14, 670.68, 119.68, 233.76, 667.4, 266.84, 187.61, 843.3, 209.3, 227.45, 812.97, 460.53, 179.68, 279.46, 266.18, 190.08, 206.45, 194.64, 432.21, 544.67]
