10 931.48 0 1680 1 1680
[9274.79, 266.92, 1575.98, 2675.92, 284.92, 2770.2, 7155.07, 4253.69, 7416.05, 2492.72]
[3870.17, 3461.45, 3048.63, 8691.02, 3571.67, 2342.78, 2061.61, 4310.19, 6438.64, 1418.0]
[9, 1, 2, 3, 1, 3, 7, 4, 7, 3]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[1, 2, 3, 2, 2, 2, 3, 1, 3, 2]
[3, 1, 1, 1, 1, 1, 3, 3, 3, 1]
[8, 1, 5, 3, 2, 1, 8, 1, 2, 1]
[3612.09, 4979.49, 3966.92, 4364.07, 4453.27, 4989.43, 4418.46, 4984.14, 4426.78, 4974.49]
[0.83, 0.66, 0.58, 0.48, 0.81, 0.47, 0.87, 0.55, 0.28, 0.73]
[0.63, 0.98, 0.99, 0.56, 0.51, 1.05, 1.04, 0.72, 0.96, 0.67]
[0.95, 0.79, 0.59, 0.86, 1.08, 0.57, 1.03, 0.53, 1.08, 0.66]
[0.6, 0.83, 0.92, 0.58, 1.09, 0.67, 1.03, 0.92, 1.04, 0.91]
[0.73, 0.99, 0.66, 0.68, 0.83, 0.61, 0.73, 0.59, 0.61, 0.97]
[0.68, 0.53, 0.52, 0.54, 0.91, 0.98, 0.59, 0.84, 1.03, 0.7]
[0.18, 0.34, 0.18, 0.1, 0.45, 0.24, 0.48, 0.17, 0.69, 0.27]
[2335.45, 769.12, 1637.03, 710.66, 2478.17, 826.89, 2743.75, 887.05, 1643.47, 1090.42]
[385.96, 257.15, 294.82, 63.91, 1148.82, 214.37, 1379.24, 163.67, 1093.8, 298.95]
[11177.27, 3345.61, 7685.13, 3053.31, 11890.84, 3634.47, 13218.74, 3935.24, 7717.34, 4952.1]
[1429.78, 785.76, 974.09, -180.43, 5244.11, 571.87, 6396.22, 318.35, 4968.98, 994.75]
[72.24, 149.38, 158.68, 130.92, 133.6, 149.68, 176.74, 99.68, 177.07, 149.23]
[72, 199, 238, 174, 178, 199, 265, 99, 265, 198]
[1343, 1070, 223, 1376, 1513, 349, 558, 176, 332, 235]
[1680, 1680, 769, 1680, 1680, 895, 1680, 1100, 878, 1159]
10
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[0.0, 10000.0, 10000.0, 10000.0, 10000.0, 0.0, 10000.0, 10000.0, 10000.0, 0.0]
[[0.0, 151.0, 151.0, 151.0, 151.0, 0.0, 151.0, 151.0, 151.0, 0.0, 152.0, 52.0, 52.0, 137.0, 54.0, 55.0, 113.0, 92.0, 148.0, 43.0], [151.0, 0.0, 0.0, 0.0, 0.0, 151.0, 0.0, 0.0, 0.0, 151.0, 168.0, 99.0, 108.0, 45.0, 97.0, 123.0, 162.0, 107.0, 124.0, 135.0], [151.0, 0.0, 0.0, 0.0, 0.0, 151.0, 0.0, 0.0, 0.0, 151.0, 168.0, 99.0, 108.0, 45.0, 97.0, 123.0, 162.0, 107.0, 124.0, 135.0], [151.0, 0.0, 0.0, 0.0, 0.0, 151.0, 0.0, 0.0, 0.0, 151.0, 168.0, 99.0, 108.0, 45.0, 97.0, 123.0, 162.0, 107.0, 124.0, 135.0], [151.0, 0.0, 0.0, 0.0, 0.0, 151.0, 0.0, 0.0, 0.0, 151.0, 168.0, 99.0, 108.0, 45.0, 97.0, 123.0, 162.0, 107.0, 124.0, 135.0], [0.0, 151.0, 151.0, 151.0, 151.0, 0.0, 151.0, 151.0, 151.0, 0.0, 152.0, 52.0, 52.0, 137.0, 54.0, 55.0, 113.0, 92.0, 148.0, 43.0], [151.0, 0.0, 0.0, 0.0, 0.0, 151.0, 0.0, 0.0, 0.0, 151.0, 168.0, 99.0, 108.0, 45.0, 97.0, 123.0, 162.0, 107.0, 124.0, 135.0], [151.0, 0.0, 0.0, 0.0, 0.0, 151.0, 0.0, 0.0, 0.0, 151.0, 168.0, 99.0, 108.0, 45.0, 97.0, 123.0, 162.0, 107.0, 124.0, 135.0], [151.0, 0.0, 0.0, 0.0, 0.0, 151.0, 0.0, 0.0, 0.0, 151.0, 168.0, 99.0, 108.0, 45.0, 97.0, 123.0, 162.0, 107.0, 124.0, 135.0], [0.0, 151.0, 151.0, 151.0, 151.0, 0.0, 151.0, 151.0, 151.0, 0.0, 152.0, 52.0, 52.0, 137.0, 54.0, 55.0, 113.0, 92.0, 148.0, 43.0], [152.0, 168.0, 168.0, 168.0, 168.0, 152.0, 168.0, 168.0, 168.0, 152.0, 0.0, 136.0, 117.0, 123.0, 136.0, 101.0, 42.0, 76.0, 48.0, 109.0], [52.0, 99.0, 99.0, 99.0, 99.0, 52.0, 99.0, 99.0, 99.0, 52.0, 136.0, 0.0, 21.0, 87.0, 2.0, 41.0, 106.0, 62.0, 117.0, 46.0], [52.0, 108.0, 108.0, 108.0, 108.0, 52.0, 108.0, 108.0, 108.0, 52.0, 117.0, 21.0, 0.0, 87.0, 21.0, 21.0, 86.0, 45.0, 102.0, 28.0], [137.0, 45.0, 45.0, 45.0, 45.0, 137.0, 45.0, 45.0, 45.0, 137.0, 123.0, 87.0, 87.0, 0.0, 85.0, 96.0, 121.0, 70.0, 79.0, 110.0], [54.0, 97.0, 97.0, 97.0, 97.0, 54.0, 97.0, 97.0, 97.0, 54.0, 136.0, 2.0, 21.0, 85.0, 0.0, 42.0, 106.0, 61.0, 116.0, 47.0], [55.0, 123.0, 123.0, 123.0, 123.0, 55.0, 123.0, 123.0, 123.0, 55.0, 101.0, 41.0, 21.0, 96.0, 42.0, 0.0, 66.0, 37.0, 94.0, 15.0], [113.0, 162.0, 162.0, 162.0, 162.0, 113.0, 162.0, 162.0, 162.0, 113.0, 42.0, 106.0, 86.0, 121.0, 106.0, 66.0, 0.0, 55.0, 66.0, 71.0], [92.0, 107.0, 107.0, 107.0, 107.0, 92.0, 107.0, 107.0, 107.0, 92.0, 76.0, 62.0, 45.0, 70.0, 61.0, 37.0, 55.0, 0.0, 58.0, 51.0], [148.0, 124.0, 124.0, 124.0, 124.0, 148.0, 124.0, 124.0, 124.0, 148.0, 48.0, 117.0, 102.0, 79.0, 116.0, 94.0, 66.0, 58.0, 0.0, 106.0], [43.0, 135.0, 135.0, 135.0, 135.0, 43.0, 135.0, 135.0, 135.0, 43.0, 109.0, 46.0, 28.0, 110.0, 47.0, 15.0, 71.0, 51.0, 106.0, 0.0]]
