40 3448.93 0 1680 7 240
[3850.64, 1965.81, 3488.61, 2913.27, 8097.07, 909.77, 4093.0, 2558.49, 1646.08, 7894.79, 8006.87, 4664.28, 3995.54, 2567.4, 723.78, 7514.94, 320.54, 1766.04, 6506.83, 6883.99, 2722.37, 5392.86, 7614.27, 4186.16, 3664.95, 4681.94, 3661.76, 2879.28, 4559.79, 9716.41, 7934.07, 2368.36, 5263.27, 9629.33, 3745.51, 1824.38, 1576.15, 930.99, 1367.97, 7354.77]
[7976.91, 5744.67, 5371.28, 8701.81, 4481.62, 7563.0, 3076.79, 3971.93, 8192.08, 1597.74, 7917.22, 6537.98, 3550.28, 4289.72, 8936.78, 1992.94, 4123.1, 2259.68, 6207.06, 1768.01, 3792.99, 1921.41, 1440.01, 3326.33, 2265.27, 4727.16, 4923.7, 4980.98, 7834.96, 7659.5, 6281.5, 8392.34, 1614.14, 3815.24, 7634.33, 4821.79, 1654.78, 8860.68, 7484.59, 8516.27]
[4, 2, 4, 3, 8, 1, 4, 3, 2, 8, 8, 5, 4, 3, 1, 7, 1, 2, 6, 7, 3, 5, 7, 4, 4, 5, 4, 3, 5, 9, 8, 3, 5, 9, 4, 2, 2, 1, 2, 7]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]
[1, 3, 1, 3, 3, 3, 1, 3, 3, 3, 3, 1, 1, 3, 3, 3, 3, 3, 1, 3, 3, 1, 3, 1, 1, 1, 1, 3, 1, 3, 3, 3, 1, 3, 1, 3, 3, 3, 3, 3]
[2, 3, 2, 1, 3, 2, 2, 1, 3, 3, 3, 2, 2, 1, 2, 1, 2, 3, 3, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 3, 1, 2, 2, 2, 3, 3, 2, 3, 1]
[10, 6, 1, 2, 10, 7, 1, 8, 8, 2, 7, 10, 8, 7, 6, 1, 3, 6, 5, 1, 9, 6, 9, 10, 6, 6, 6, 5, 9, 7, 5, 6, 3, 2, 5, 4, 6, 10, 3, 4]
[3538.12, 4303.65, 4247.99, 3539.08, 4064.86, 4109.44, 4134.21, 3201.25, 3192.66, 3150.51, 4083.96, 4491.17, 3171.34, 4058.33, 3547.23, 4260.6, 3784.23, 3295.67, 4461.3, 4145.97, 4435.57, 3821.33, 4428.55, 4256.35, 4433.32, 3520.91, 3750.17, 4364.03, 4434.99, 4041.36, 4260.94, 3180.04, 4107.47, 3911.04, 4133.63, 4613.62, 3368.08, 4215.64, 3341.02, 4186.84]
[0.62, 0.27, 0.01, 0.48, 0.39, 0.52, 0.22, 0.24, 0.52, 0.05, 0.6, 0.34, 0.25, 0.55, 0.76, 0.09, 0.46, 0.51, 0.91, 0.16, 0.67, 0.74, 0.57, 0.72, 0.53, 0.67, 0.52, 0.78, 0.62, 0.51, 0.72, 0.68, 0.48, 0.35, 0.12, 0.85, 0.51, 0.49, 0.53, 0.86]
[1.03, 1.01, 0.79, 0.95, 0.96, 0.85, 0.81, 0.94, 1.02, 0.88, 0.85, 0.78, 1.02, 0.78, 0.74, 0.5, 0.95, 0.85, 0.91, 1.04, 1.05, 1.08, 0.91, 0.6, 0.84, 0.86, 1.0, 0.56, 0.56, 0.91, 1.04, 0.69, 0.6, 0.54, 1.08, 0.84, 0.62, 1.07, 0.64, 0.8]
[0.52, 0.7, 0.59, 1.09, 0.74, 0.9, 0.76, 0.97, 0.51, 0.76, 0.86, 0.88, 1.05, 0.8, 0.89, 0.82, 0.63, 0.82, 0.98, 0.91, 1.02, 0.52, 1.03, 0.6, 0.91, 0.52, 0.85, 0.78, 0.72, 0.65, 0.53, 0.72, 0.75, 1.09, 0.75, 0.83, 0.81, 0.76, 0.8, 0.86]
[0.65, 0.82, 0.94, 0.73, 0.8, 0.51, 0.68, 0.71, 0.72, 0.58, 0.59, 0.62, 0.84, 0.74, 0.79, 0.54, 0.71, 0.62, 1.04, 0.75, 0.91, 0.9, 1.07, 0.92, 0.85, 0.81, 0.64, 0.63, 0.55, 0.83, 0.68, 0.86, 0.73, 1.07, 1.02, 0.77, 0.85, 1.07, 0.87, 0.55]
[0.83, 0.73, 0.76, 0.93, 0.64, 0.95, 0.52, 0.81, 0.69, 0.54, 0.93, 0.72, 0.77, 0.81, 0.71, 1.01, 0.72, 0.9, 0.72, 1.09, 0.92, 0.77, 0.51, 0.89, 0.83, 0.92, 0.97, 1.02, 0.73, 0.7, 1.06, 0.81, 0.61, 0.79, 0.71, 0.99, 0.78, 0.89, 0.96, 0.63]
[0.99, 1.04, 0.68, 0.51, 0.78, 0.83, 1.1, 0.52, 0.73, 1.04, 1.0, 0.54, 0.61, 0.86, 0.96, 1.03, 0.65, 1.07, 0.84, 0.7, 0.8, 0.62, 0.92, 1.0, 0.7, 0.73, 1.08, 0.89, 0.65, 0.82, 0.91, 0.7, 0.56, 0.77, 0.54, 0.83, 0.87, 0.65, 0.56, 0.89]
[0.29, 0.44, 0.22, 0.35, 0.28, 0.31, 0.24, 0.27, 0.19, 0.22, 0.4, 0.17, 0.42, 0.32, 0.35, 0.23, 0.2, 0.41, 0.56, 0.54, 0.72, 0.24, 0.47, 0.29, 0.38, 0.25, 0.57, 0.25, 0.1, 0.28, 0.37, 0.24, 0.11, 0.38, 0.32, 0.44, 0.29, 0.5, 0.24, 0.21]
[1640.51, 554.09, 874.16, 1666.3, 1578.87, 1212.77, 1101.77, 1000.15, 1159.84, 1160.76, 1159.04, 1445.91, 881.36, 987.98, 674.48, 842.26, 950.22, 597.95, 946.0, 925.24, 841.54, 667.67, 1322.14, 2653.33, 605.69, 623.62, 597.35, 817.21, 1065.5, 1012.1, 905.9, 713.54, 798.21, 1330.35, 469.0, 2302.55, 650.69, 1664.19, 809.17, 2006.66]
[471.74, 247.52, 202.45, 546.45, 483.83, 395.22, 265.59, 283.18, 242.21, 248.72, 452.54, 257.99, 371.71, 328.27, 248.97, 199.39, 177.93, 254.07, 531.61, 470.6, 605.23, 151.94, 638.32, 789.46, 245.81, 148.33, 333.44, 209.52, 106.14, 292.74, 329.66, 164.39, 97.04, 509.53, 137.89, 973.42, 185.2, 816.11, 199.04, 432.85]
[7702.53, 2270.44, 3870.78, 7831.5, 7394.33, 5563.85, 5008.85, 4500.74, 5299.22, 5303.82, 5295.19, 6729.54, 3906.78, 4439.91, 2872.4, 3711.3, 4251.08, 2489.76, 4229.98, 4126.2, 3707.7, 2838.34, 6110.72, 12766.65, 2528.45, 2618.12, 2486.74, 3586.04, 4827.48, 4560.48, 4029.48, 3067.68, 3491.04, 6151.73, 1845.02, 11012.76, 2753.47, 7820.96, 3545.86, 9533.28]
[1858.72, 737.59, 512.25, 2232.25, 1919.16, 1476.11, 827.97, 915.88, 711.03, 743.58, 1762.69, 789.97, 1358.54, 1141.36, 744.86, 496.96, 389.67, 770.36, 2158.07, 1853.02, 2526.15, 259.69, 2691.61, 3447.32, 729.05, 241.64, 1167.18, 547.59, 30.72, 963.71, 1148.32, 321.94, -14.79, 2047.66, 189.44, 4367.12, 425.98, 3580.57, 495.21, 1664.27]
[70.76, 172.15, 84.96, 141.56, 162.59, 164.38, 82.68, 128.05, 127.71, 126.02, 163.36, 89.82, 63.43, 162.33, 141.89, 170.42, 151.37, 131.83, 89.23, 165.84, 177.42, 76.43, 177.14, 85.13, 88.67, 70.42, 75.0, 174.56, 88.7, 161.65, 170.44, 127.2, 82.15, 156.44, 82.67, 184.54, 134.72, 168.63, 133.64, 167.47]
[10, 36, 12, 30, 34, 35, 11, 27, 27, 27, 35, 12, 9, 34, 30, 36, 32, 28, 12, 35, 38, 10, 37, 12, 12, 10, 10, 37, 12, 34, 36, 27, 11, 33, 11, 39, 28, 36, 28, 35]
[37, 73, 48, 46, 43, 173, 141, 212, 10, 122, 91, 180, 239, 221, 162, 140, 80, 50, 165, 165, 170, 78, 194, 149, 50, 155, 164, 138, 27, 136, 77, 144, 109, 43, 77, 49, 193, 158, 207, 174]
[141, 177, 95, 240, 101, 240, 199, 240, 91, 240, 240, 240, 240, 240, 240, 240, 240, 240, 200, 240, 240, 204, 240, 240, 176, 235, 188, 240, 176, 240, 215, 213, 240, 157, 240, 186, 240, 240, 240, 240]
10
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[0.0, 0.0, 10000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10000.0]
