100 6563.51 0 1680 7 240
[8769.0, 6780.27, 6336.17, 7612.6, 1981.83, 2914.16, 286.66, 2788.42, 5156.24, 4598.76, 1397.87, 8028.43, 9398.61, 1716.14, 4746.16, 1484.71, 1373.92, 2717.15, 5213.11, 8489.96, 7465.72, 1250.29, 5216.59, 2872.84, 6265.05, 8408.01, 9838.47, 8042.62, 7076.73, 7465.9, 7929.3, 2089.0, 2826.11, 4586.23, 9301.34, 722.09, 8305.06, 924.49, 685.69, 1574.02, 5800.87, 4141.04, 9805.95, 7653.09, 2411.95, 5228.13, 4033.06, 1418.76, 7458.41, 6319.05, 3897.63, 1553.27, 3654.25, 9291.38, 7010.02, 9111.22, 696.52, 7242.34, 9126.44, 1556.4, 7909.12, 6062.44, 6916.21, 4814.42, 8549.62, 6483.47, 6390.12, 2618.88, 1659.07, 5705.87, 1579.84, 2760.96, 7979.58, 8281.2, 2395.34, 3767.35, 9194.29, 7456.22, 9314.31, 2088.8, 4859.14, 1346.23, 7962.04, 3564.44, 606.01, 6002.26, 2894.01, 5692.17, 2028.22, 8225.16, 6991.53, 9647.71, 9100.51, 7234.29, 9668.53, 5944.53, 3035.71, 3545.62, 2052.7, 5067.27]
[3703.56, 6451.77, 3278.9, 1028.25, 3170.18, 8902.49, 6450.45, 7743.84, 4979.81, 7620.83, 4765.6, 8479.43, 4331.42, 5914.09, 8706.87, 8838.78, 6134.78, 3119.42, 7287.43, 4093.05, 2818.73, 1841.77, 3307.88, 2984.41, 1912.32, 6643.21, 8980.28, 1252.81, 5128.82, 7693.9, 1987.06, 4319.63, 6138.67, 3923.89, 8714.39, 7006.85, 1520.56, 8701.38, 7208.0, 2319.81, 5816.94, 3809.7, 2690.25, 8218.95, 8902.64, 6892.78, 2906.24, 2472.61, 4914.72, 8787.01, 1925.07, 5355.93, 1291.36, 2384.22, 2017.17, 4397.67, 1372.76, 1442.91, 5155.13, 7166.76, 3757.48, 7321.43, 1562.86, 1191.88, 8290.51, 8710.75, 8799.02, 8592.79, 8872.56, 2354.74, 4222.12, 7080.56, 8425.72, 2303.35, 4555.0, 6365.65, 1454.49, 4320.42, 8702.25, 1155.43, 1205.1, 2143.56, 6531.07, 2997.91, 7929.78, 5045.92, 3701.55, 3209.79, 1842.93, 8577.9, 2320.58, 6305.28, 7728.25, 5803.44, 2591.4, 5749.55, 4109.58, 5998.89, 8127.12, 7329.66]
[8, 7, 6, 7, 2, 3, 1, 3, 5, 5, 2, 8, 9, 2, 5, 2, 2, 3, 5, 8, 7, 2, 5, 3, 6, 8, 9, 8, 7, 7, 8, 2, 3, 5, 9, 1, 8, 1, 1, 2, 6, 4, 9, 7, 3, 5, 4, 2, 7, 6, 4, 2, 4, 9, 7, 9, 1, 7, 9, 2, 8, 6, 7, 5, 8, 6, 6, 3, 2, 6, 2, 3, 8, 8, 3, 4, 9, 7, 9, 2, 5, 2, 8, 4, 1, 6, 3, 6, 2, 8, 7, 9, 9, 7, 9, 6, 3, 4, 2, 5]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100]
[3, 3, 2, 3, 3, 1, 3, 1, 3, 3, 3, 3, 2, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 1, 2, 3, 2, 3, 3, 3, 3, 3, 1, 3, 2, 3, 3, 3, 3, 3, 2, 1, 2, 3, 1, 3, 1, 3, 3, 2, 1, 3, 1, 2, 3, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2, 1, 3, 2, 3, 1, 3, 3, 1, 1, 2, 3, 2, 3, 3, 3, 3, 1, 3, 2, 1, 2, 3, 3, 3, 2, 2, 3, 2, 2, 1, 1, 3, 3]
[1, 2, 2, 2, 2, 3, 3, 3, 2, 2, 2, 1, 3, 2, 2, 2, 2, 3, 2, 1, 2, 2, 2, 3, 2, 1, 3, 1, 2, 2, 1, 2, 3, 2, 3, 3, 1, 3, 3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 3, 2, 3, 2, 1, 2, 2, 2, 1, 2, 2, 3, 2, 2, 2, 3, 1, 1, 3, 2, 3, 2, 3, 2, 2, 2, 1, 2, 3, 2, 3, 2, 2, 1, 2, 3, 3, 2, 3, 2, 3, 2, 2, 2]
[4, 6, 2, 10, 8, 6, 7, 5, 9, 8, 2, 1, 2, 3, 8, 5, 10, 9, 2, 2, 1, 6, 6, 10, 7, 1, 7, 5, 1, 10, 6, 4, 3, 8, 5, 7, 10, 2, 8, 3, 9, 1, 3, 10, 1, 7, 7, 7, 1, 10, 1, 4, 7, 2, 3, 8, 6, 1, 7, 8, 5, 2, 10, 8, 4, 7, 8, 7, 4, 2, 9, 10, 8, 8, 8, 8, 5, 9, 5, 10, 9, 8, 6, 1, 8, 1, 7, 1, 2, 4, 7, 2, 4, 9, 1, 1, 7, 7, 2, 10]
[3550.36, 3358.95, 3984.66, 3605.47, 4236.82, 3628.7, 3280.74, 3958.74, 4582.11, 4213.68, 3612.43, 4707.08, 3742.3, 3203.73, 4310.77, 3396.18, 3816.22, 4573.83, 3978.16, 3307.05, 4528.27, 3642.16, 4268.43, 3975.69, 3345.39, 3662.4, 3332.88, 3869.99, 3998.95, 3685.74, 4455.17, 3302.82, 3344.38, 3967.56, 3900.3, 3674.38, 3677.94, 3828.49, 4057.12, 3426.67, 4599.83, 3912.84, 3420.05, 3836.01, 4287.63, 3503.51, 3460.05, 3266.86, 4328.83, 4009.83, 3941.71, 3482.79, 3216.31, 3292.13, 3137.39, 4054.38, 4268.92, 3747.33, 3281.29, 4094.56, 3918.26, 3336.83, 4001.17, 4213.87, 3609.29, 3639.17, 4045.5, 3695.03, 3244.42, 3208.95, 4587.8, 3860.87, 4223.77, 4144.66, 4045.62, 4351.37, 4131.42, 4582.56, 3721.66, 3613.31, 4585.06, 4357.78, 4280.76, 4420.63, 4377.2, 3957.72, 3558.06, 3999.39, 3740.69, 3244.04, 3495.2, 3468.56, 3632.74, 4598.18, 3657.84, 4807.95, 3288.37, 3352.24, 3384.64, 3737.04]
[0.62, 0.43, 0.13, 0.54, 0.13, 0.41, 0.5, 0.44, 0.9, 0.24, 0.2, 0.03, 0.11, 0.46, 0.29, 0.44, 0.1, 0.5, 0.21, 0.24, 0.28, 0.42, 0.44, 0.32, 0.38, 0.15, 0.57, 0.44, 0.12, 0.83, 0.44, 0.41, 0.5, 0.28, 0.43, 0.65, 0.67, 0.16, 0.24, 0.23, 0.68, 0.2, 0.17, 0.38, 0.27, 0.49, 0.77, 0.67, 0.09, 0.86, 0.12, 0.48, 0.57, 0.2, 0.25, 0.1, 0.44, 0.34, 0.57, 0.12, 0.45, 0.31, 0.64, 0.2, 0.44, 0.69, 0.32, 0.52, 0.4, 0.26, 0.81, 0.34, 0.27, 0.28, 0.32, 0.35, 0.38, 0.71, 0.31, 0.85, 0.7, 0.25, 0.43, 0.24, 0.32, 0.3, 0.42, 0.05, 0.13, 0.57, 0.4, 0.33, 0.42, 0.94, 0.36, 0.05, 0.53, 0.49, 0.15, 0.82]
[0.79, 0.85, 0.57, 1.07, 0.52, 0.56, 0.68, 0.67, 0.72, 0.51, 0.62, 0.96, 0.89, 0.63, 0.58, 0.93, 0.64, 0.64, 0.7, 0.89, 0.54, 0.58, 0.66, 1.02, 0.68, 0.59, 1.07, 0.63, 1.0, 1.1, 0.87, 0.96, 0.51, 1.08, 0.83, 0.71, 0.91, 0.97, 0.56, 0.8, 0.91, 0.84, 0.69, 0.55, 0.64, 0.94, 0.74, 0.83, 0.55, 0.9, 0.58, 0.66, 1.04, 0.69, 1.08, 0.84, 0.73, 0.94, 0.77, 0.81, 1.08, 0.57, 0.66, 0.63, 0.58, 0.51, 1.0, 1.1, 0.99, 0.72, 0.58, 1.06, 0.58, 0.96, 1.01, 0.96, 0.74, 0.86, 0.51, 1.06, 0.94, 0.68, 0.62, 0.51, 0.76, 0.57, 0.76, 1.06, 1.02, 0.9, 0.57, 0.91, 0.86, 1.0, 0.78, 0.9, 0.76, 0.84, 0.98, 0.97]
