70 3718.34 0 1680 28 60
[3538.64, 2092.61, 9302.66, 6535.81, 7961.5, 4956.6, 6480.37, 8004.07, 9777.61, 1850.95, 1858.35, 7618.76, 9590.72, 3219.95, 5352.67, 1639.21, 626.74, 7375.86, 7580.05, 7399.05, 3776.24, 9878.63, 1711.51, 4908.47, 9267.89, 7195.6, 438.24, 566.34, 3621.09, 6956.16, 4678.36, 9405.55, 7448.64, 6493.44, 8675.07, 4103.96, 2999.3, 9585.52, 3528.97, 7541.41, 1367.51, 6525.75, 3659.16, 5127.78, 121.87, 2686.07, 6338.19, 9133.59, 1349.98, 5976.0, 9625.24, 3989.12, 1492.78, 2971.56, 3677.06, 2824.92, 2754.34, 502.83, 111.38, 5729.27, 2930.62, 7447.4, 2573.98, 5182.18, 8032.51, 5683.5, 6225.33, 9421.87, 4177.47, 2946.27]
[7379.99, 1160.95, 8107.27, 6096.1, 3529.69, 2657.56, 8932.09, 3767.97, 6661.15, 2636.85, 8116.32, 2255.26, 2808.31, 3145.72, 5405.89, 8984.25, 8305.17, 8308.49, 5055.42, 8010.55, 3626.19, 4427.64, 5869.74, 7218.69, 8279.85, 8186.49, 8101.62, 8092.12, 2560.37, 4680.41, 1258.23, 7606.89, 4059.54, 4264.31, 1744.41, 6056.39, 7312.9, 5270.48, 1279.41, 1756.01, 6151.88, 2023.83, 7653.23, 4381.07, 8111.85, 3518.02, 6813.97, 3520.59, 4212.33, 4153.2, 1210.09, 3131.92, 4696.16, 1657.78, 7840.69, 6007.4, 5872.17, 8523.08, 1755.46, 4295.37, 1564.99, 1321.92, 7518.93, 1469.02, 4878.02, 6307.16, 8687.75, 5376.92, 8860.82, 2331.71]
[4, 2, 9, 6, 8, 5, 6, 8, 9, 2, 2, 7, 9, 3, 5, 2, 1, 7, 7, 7, 4, 9, 2, 5, 9, 7, 1, 1, 4, 7, 5, 9, 7, 6, 8, 4, 3, 9, 4, 7, 2, 6, 4, 5, 1, 3, 6, 9, 2, 6, 9, 4, 2, 3, 4, 3, 3, 1, 1, 6, 3, 7, 3, 5, 8, 6, 6, 9, 4, 3]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70]
[1, 3, 2, 3, 3, 2, 3, 3, 2, 3, 3, 1, 2, 3, 2, 3, 2, 1, 1, 1, 1, 2, 3, 2, 2, 1, 2, 2, 1, 1, 2, 2, 1, 3, 3, 1, 3, 2, 1, 1, 3, 3, 1, 2, 2, 3, 3, 2, 3, 3, 2, 1, 3, 3, 1, 3, 3, 2, 2, 3, 3, 1, 3, 2, 3, 3, 3, 2, 1, 3]
[2, 1, 1, 2, 3, 3, 2, 3, 1, 1, 1, 1, 1, 2, 3, 1, 3, 1, 1, 1, 2, 1, 1, 3, 1, 1, 3, 3, 2, 1, 3, 1, 1, 2, 3, 2, 2, 1, 2, 1, 1, 2, 2, 3, 3, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 3, 3, 2, 2, 1, 2, 3, 3, 2, 2, 1, 2, 2]
[5, 3, 3, 5, 3, 6, 9, 4, 8, 1, 4, 3, 7, 3, 7, 6, 4, 8, 4, 8, 2, 8, 3, 7, 6, 10, 10, 4, 1, 6, 4, 9, 6, 6, 9, 10, 1, 8, 2, 8, 10, 7, 5, 10, 6, 1, 6, 1, 8, 5, 7, 3, 9, 10, 9, 2, 8, 1, 8, 7, 10, 4, 8, 1, 9, 3, 5, 8, 9, 6]
[4224.66, 4230.67, 4102.27, 3890.48, 4031.5, 4618.48, 4389.05, 4304.43, 4360.2, 4399.28, 4111.76, 4254.37, 3264.61, 4379.37, 3742.7, 4860.44, 4138.05, 3972.79, 3641.8, 4754.98, 4270.4, 3647.87, 4100.95, 3595.17, 4702.33, 3657.73, 3868.05, 4177.91, 4451.17, 4739.23, 3395.25, 4390.77, 4678.53, 4731.56, 4385.41, 3596.42, 4543.28, 3791.0, 3996.97, 4206.14, 3591.12, 4202.85, 4649.37, 3870.77, 4633.53, 4433.8, 4927.71, 4535.34, 3674.98, 4634.02, 3680.15, 4059.66, 4390.58, 3618.45, 4384.5, 3629.31, 4754.06, 4519.39, 3878.62, 3177.6, 3639.68, 3294.93, 4576.42, 4418.2, 4387.99, 4385.25, 4632.2, 4196.03, 4384.38, 4627.89]
[0.25, 0.65, 0.66, 0.22, 0.65, 0.29, 0.78, 0.59, 0.41, 0.56, 0.24, 0.69, 0.13, 0.67, 0.35, 0.37, 0.65, 0.39, 0.41, 0.42, 0.28, 0.62, 0.69, 0.06, 0.34, 0.64, 0.67, 0.54, 0.59, 0.23, 0.72, 0.86, 0.5, 0.51, 0.71, 0.53, 0.64, 0.39, 0.82, 0.63, 0.39, 0.17, 0.31, 0.39, 0.35, 0.59, 0.24, 0.54, 0.38, 0.25, 0.3, 0.75, 0.72, 0.42, 0.85, 0.25, 0.39, 0.57, 0.46, 0.19, 0.41, 0.52, 0.51, 0.58, 0.77, 0.61, 0.28, 0.64, 0.69, 0.4]
[0.76, 1.1, 0.56, 0.6, 0.59, 0.75, 0.72, 0.76, 0.67, 0.9, 0.51, 0.55, 1.05, 1.09, 0.69, 0.55, 0.75, 0.7, 0.93, 0.96, 0.64, 0.9, 0.79, 0.79, 0.88, 0.72, 0.85, 0.75, 1.03, 0.68, 0.93, 1.06, 0.53, 1.08, 1.08, 1.09, 0.52, 0.88, 0.5, 0.76, 0.85, 1.03, 0.77, 1.03, 0.73, 0.67, 0.54, 0.51, 1.0, 1.09, 0.72, 0.61, 0.69, 0.78, 0.9, 0.85, 0.88, 0.57, 0.74, 0.69, 0.66, 0.85, 1.02, 0.79, 0.57, 1.02, 0.82, 1.1, 0.51, 0.56]
