20 1437.91 0 1680 28 60
83.36 91.57 58.49 81.39 30.0 3.71 13.6 23.69 6.72 92.25 9.11 39.76 93.27 32.08 31.45 80.16 30.49 70.12 39.55 71.97 
16.41 14.88 30.79 78.88 55.6 70.4 24.0 42.14 55.51 50.82 11.7 87.63 84.29 61.96 52.11 63.37 75.28 12.84 20.52 38.53 
8 9 6 8 3 1 2 3 1 9 1 4 9 3 3 8 3 7 4 7 
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 
3 2 1 3 3 2 3 3 2 2 2 3 2 3 3 3 3 1 3 1 
2 3 3 2 1 2 3 1 2 3 2 2 3 1 1 2 1 1 2 1 
9 1 3 10 8 9 2 5 9 5 9 1 6 3 2 9 3 2 3 1 
4297.45 3528.33 4314.76 4580.08 4577.5 4439.57 4277.96 4231.87 4452.82 4768.55 4379.05 3721.68 3485.17 4244.63 4473.06 4046.17 4250.89 4386.0 4040.0 4026.75 
0.75 0.23 0.96 0.65 0.47 0.75 0.75 0.73 0.75 0.45 0.76 0.7 0.82 0.98 0.72 0.75 0.97 0.68 0.99 0.17 
0.93 0.73 0.79 0.92 0.93 1.0 0.76 0.6 0.87 0.9 0.88 0.84 0.67 0.66 0.97 0.51 0.67 0.64 0.79 1.0 
0.58 0.53 0.64 0.84 0.76 0.9 0.98 0.54 0.95 0.91 0.64 0.73 0.61 0.5 0.61 1.0 0.66 0.67 0.86 0.72 
0.6 0.72 0.92 0.96 0.77 0.57 1.0 0.97 0.55 0.75 0.85 0.82 0.61 0.61 0.99 0.96 0.94 0.84 0.83 1.0 
0.85 0.5 0.63 0.77 0.5 1.0 0.65 0.97 0.55 1.0 0.87 0.94 0.74 0.93 0.92 0.54 0.62 0.69 1.0 0.53 
0.79 0.68 0.54 1.0 0.86 0.75 1.0 0.7 1.0 0.76 0.89 0.76 0.92 0.8 0.74 0.73 0.89 0.77 0.67 1.0 
0.21 0.1 0.16 0.57 0.23 0.38 0.48 0.21 0.25 0.47 0.37 0.36 0.17 0.15 0.4 0.2 0.23 0.19 0.38 0.38 
1285.26 825.46 1427.76 1541.04 1284.32 1370.63 590.11 1486.22 1185.54 1036.57 1289.73 1045.08 1374.57 1683.71 707.56 1029.83 1385.29 644.94 1452.12 714.83 
294.92 94.66 222.39 900.34 346.04 501.68 316.34 391.97 294.14 471.67 523.91 474.69 215.89 178.25 327.1 219.49 263.88 109.66 453.23 301.99 
5926.32 3627.31 6638.78 7205.2 5921.59 6353.15 2450.57 6931.09 5427.7 4682.83 5948.65 4725.4 6372.86 7918.56 3037.82 4649.14 6426.44 2724.7 6760.61 3074.15 
974.62 -26.72 611.96 4001.71 1230.22 2008.42 1081.69 1459.84 970.69 1858.36 2119.54 1873.47 579.43 391.24 1135.48 597.44 819.38 48.3 1766.15 1009.97 
171.9 105.85 86.3 183.2 183.1 133.19 171.12 169.27 133.58 143.06 131.37 148.87 104.56 169.79 178.92 161.85 170.04 87.72 161.6 80.54 
9 5 3 9 9 6 9 9 6 6 6 7 4 9 9 8 9 3 8 2 
5 58 24 5 17 19 2 53 53 29 7 35 33 18 17 13 44 58 49 39 
17 60 48 35 60 60 8 60 60 60 13 41 57 60 23 55 60 60 60 51 
5
0.0 0.0 0.0 0.0 0.0 
100.0 100.0 0.0 0.0 100.0 
0 0 3 3 0 4 4 3 3 1 1 2 2 1 3 3 1 3 1 2 3 1 3 3 3 
0 0 3 3 0 4 4 3 3 1 1 2 2 1 3 3 1 3 1 2 3 1 3 3 3 
3 3 0 0 3 3 3 2 4 2 2 0 1 1 3 0 3 4 2 2 3 2 2 1 2 
3 3 0 0 3 3 3 2 4 2 2 0 1 1 3 0 3 4 2 2 3 2 2 1 2 
0 0 3 3 0 4 4 3 3 1 1 2 2 1 3 3 1 3 1 2 3 1 3 3 3 
4 4 3 3 4 0 0 1 2 2 3 2 2 3 1 2 2 2 2 2 1 2 0 1 0 
4 4 3 3 4 0 0 1 2 2 3 2 2 3 1 2 3 2 2 2 1 3 0 1 1 
3 3 2 2 3 1 1 0 1 1 2 1 1 2 1 1 2 2 1 1 1 1 0 0 0 
3 3 4 4 3 2 2 1 0 2 2 3 2 2 1 3 1 0 1 2 0 1 2 2 1 
1 1 2 2 1 2 2 1 2 0 1 1 0 0 2 1 1 2 0 0 1 0 2 1 1 
1 1 2 2 1 3 3 2 2 1 0 1 1 0 3 2 1 3 1 1 2 0 3 2 2 
2 2 0 0 2 2 2 1 3 1 1 0 0 1 2 0 2 3 1 1 2 1 2 0 2 
2 2 1 1 2 2 2 1 2 0 1 0 0 0 2 1 1 2 0 0 2 1 1 0 1 
1 1 1 1 1 3 3 2 2 0 0 1 0 0 3 1 1 3 0 0 2 1 2 1 2 
3 3 3 3 3 1 1 1 1 2 3 2 2 3 0 3 2 1 2 2 0 2 1 2 0 
3 3 0 0 3 2 2 1 3 1 2 0 1 1 3 0 2 3 1 1 3 2 2 1 2 
1 1 3 3 1 2 3 2 1 1 1 2 1 1 2 2 0 1 0 1 1 0 2 2 2 
3 3 4 4 3 2 2 2 0 2 3 3 2 3 1 3 1 0 2 2 0 2 2 2 1 
1 1 2 2 1 2 2 1 1 0 1 1 0 0 2 1 0 2 0 0 1 0 2 1 1 
2 2 2 2 2 2 2 1 2 0 1 1 0 0 2 1 1 2 0 0 1 0 1 1 1 
3 3 3 3 3 1 1 1 0 1 2 2 2 2 0 3 1 0 1 1 0 1 1 2 0 
1 1 2 2 1 2 3 1 1 0 0 1 1 1 2 2 0 2 0 0 1 0 2 1 1 
3 3 2 2 3 0 0 0 2 2 3 2 1 2 1 2 2 2 2 1 1 2 0 1 0 
3 3 1 1 3 1 1 0 2 1 2 0 0 1 2 1 2 2 1 1 2 1 1 0 1 
3 3 2 2 3 0 1 0 1 1 2 2 1 2 0 2 2 1 1 1 0 1 0 1 0 
