10 395.7 0 1680 14 120
[953.0, 4875.45, 3217.31, 5416.6, 2602.64, 7311.73, 314.04, 2110.05, 920.53, 433.68]
[6731.14, 5115.85, 8284.61, 7082.21, 6039.43, 1213.29, 5107.35, 7089.61, 7257.43, 2087.08]
[1, 5, 3, 5, 3, 7, 1, 2, 1, 1]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[1, 1, 2, 1, 2, 1, 1, 3, 1, 1]
[3, 1, 1, 1, 1, 3, 3, 3, 3, 3]
[5, 3, 2, 9, 3, 8, 3, 6, 10, 6]
[4227.33, 3391.82, 4470.07, 4649.77, 4221.93, 4778.86, 4192.9, 3835.27, 3744.33, 3767.81]
[0.48, 0.19, 0.91, 0.24, 0.22, 0.5, 0.13, 0.09, 0.32, 0.78]
[0.63, 0.8, 0.63, 0.76, 0.72, 0.95, 1.05, 0.81, 0.84, 0.71]
[0.72, 0.98, 0.54, 1.0, 0.9, 1.07, 0.84, 0.61, 0.78, 0.88]
[1.1, 0.56, 1.03, 0.96, 0.9, 0.69, 0.82, 0.91, 0.79, 0.98]
[0.9, 0.76, 0.6, 0.58, 0.99, 0.6, 1.08, 0.73, 0.89, 0.54]
[0.79, 0.56, 0.71, 0.68, 0.81, 0.61, 0.75, 0.68, 0.73, 0.71]
[0.35, 0.19, 0.15, 0.29, 0.47, 0.26, 0.58, 0.22, 0.34, 0.23]
[1578.52, 663.88, 2186.76, 366.13, 608.35, 1109.06, 321.81, 1015.56, 1041.9, 1373.58]
[526.62, 120.95, 309.59, 105.07, 297.5, 288.94, 192.17, 216.45, 363.44, 342.78]
[7392.61, 2819.41, 10433.82, 1330.66, 2541.75, 5045.29, 1109.07, 4577.82, 4709.5, 6367.89]
[2133.09, 104.77, 1047.95, 25.33, 987.52, 944.68, 460.87, 582.27, 1317.18, 1213.91]
[84.55, 67.84, 134.1, 93.0, 126.66, 95.58, 83.86, 153.41, 74.89, 75.36]
[6, 4, 12, 6, 12, 6, 5, 16, 5, 5]
[99, 113, 16, 38, 96, 104, 80, 27, 66, 18]
[120, 120, 28, 50, 120, 116, 120, 120, 120, 120]
10
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[0.0, 0.0, 10000.0, 10000.0, 10000.0, 10000.0, 0.0, 0.0, 10000.0, 10000.0]
[[0.0, 0.0, 10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 10.0, 10.0, 7.0, 7.0, 9.0, 9.0, 7.0, 8.0, 5.0, 8.0, 8.0, 2.0], [0.0, 0.0, 10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 10.0, 10.0, 7.0, 7.0, 9.0, 9.0, 7.0, 8.0, 5.0, 8.0, 8.0, 2.0], [10.0, 10.0, 0.0, 0.0, 0.0, 0.0, 10.0, 10.0, 0.0, 0.0, 4.0, 7.0, 4.0, 6.0, 5.0, 12.0, 5.0, 4.0, 3.0, 8.0], [10.0, 10.0, 0.0, 0.0, 0.0, 0.0, 10.0, 10.0, 0.0, 0.0, 4.0, 7.0, 4.0, 6.0, 5.0, 12.0, 5.0, 4.0, 3.0, 8.0], [10.0, 10.0, 0.0, 0.0, 0.0, 0.0, 10.0, 10.0, 0.0, 0.0, 4.0, 7.0, 4.0, 6.0, 5.0, 12.0, 5.0, 4.0, 3.0, 8.0], [10.0, 10.0, 0.0, 0.0, 0.0, 0.0, 10.0, 10.0, 0.0, 0.0, 4.0, 7.0, 4.0, 6.0, 5.0, 12.0, 5.0, 4.0, 3.0, 8.0], [0.0, 0.0, 10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 10.0, 10.0, 7.0, 7.0, 9.0, 9.0, 7.0, 8.0, 5.0, 8.0, 8.0, 2.0], [0.0, 0.0, 10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 10.0, 10.0, 7.0, 7.0, 9.0, 9.0, 7.0, 8.0, 5.0, 8.0, 8.0, 2.0], [10.0, 10.0, 0.0, 0.0, 0.0, 0.0, 10.0, 10.0, 0.0, 0.0, 4.0, 7.0, 4.0, 6.0, 5.0, 12.0, 5.0, 4.0, 3.0, 8.0], [10.0, 10.0, 0.0, 0.0, 0.0, 0.0, 10.0, 10.0, 0.0, 0.0, 4.0, 7.0, 4.0, 6.0, 5.0, 12.0, 5.0, 4.0, 3.0, 8.0], [7.0, 7.0, 4.0, 4.0, 4.0, 4.0, 7.0, 7.0, 4.0, 4.0, 0.0, 4.0, 3.0, 5.0, 2.0, 9.0, 2.0, 1.0, 1.0, 5.0], [7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 4.0, 0.0, 4.0, 2.0, 3.0, 5.0, 5.0, 4.0, 5.0, 6.0], [9.0, 9.0, 4.0, 4.0, 4.0, 4.0, 9.0, 9.0, 4.0, 4.0, 3.0, 4.0, 0.0, 3.0, 2.0, 9.0, 5.0, 2.0, 3.0, 7.0], [9.0, 9.0, 6.0, 6.0, 6.0, 6.0, 9.0, 9.0, 6.0, 6.0, 5.0, 2.0, 3.0, 0.0, 3.0, 6.0, 6.0, 3.0, 5.0, 7.0], [7.0, 7.0, 5.0, 5.0, 5.0, 5.0, 7.0, 7.0, 5.0, 5.0, 2.0, 3.0, 2.0, 3.0, 0.0, 7.0, 3.0, 1.0, 2.0, 5.0], [8.0, 8.0, 12.0, 12.0, 12.0, 12.0, 8.0, 8.0, 12.0, 12.0, 9.0, 5.0, 9.0, 6.0, 7.0, 0.0, 8.0, 8.0, 9.0, 7.0], [5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 2.0, 5.0, 5.0, 6.0, 3.0, 8.0, 0.0, 3.0, 2.0, 3.0], [8.0, 8.0, 4.0, 4.0, 4.0, 4.0, 8.0, 8.0, 4.0, 4.0, 1.0, 4.0, 2.0, 3.0, 1.0, 8.0, 3.0, 0.0, 1.0, 6.0], [8.0, 8.0, 3.0, 3.0, 3.0, 3.0, 8.0, 8.0, 3.0, 3.0, 1.0, 5.0, 3.0, 5.0, 2.0, 9.0, 2.0, 1.0, 0.0, 5.0], [2.0, 2.0, 8.0, 8.0, 8.0, 8.0, 2.0, 2.0, 8.0, 8.0, 5.0, 6.0, 7.0, 7.0, 5.0, 7.0, 3.0, 6.0, 5.0, 0.0]]
