30 1911.54 0 1680 28 60
43.17 43.01 38.3 27.83 80.19 6.93 79.91 60.08 72.02 15.37 42.42 93.27 73.03 38.84 76.17 50.99 35.18 4.69 64.01 47.36 41.86 15.45 14.44 94.82 96.6 84.85 1.57 86.06 37.48 31.04 
26.58 42.39 50.02 18.33 29.21 83.8 57.58 57.08 59.15 38.01 26.76 41.17 54.25 69.05 66.23 59.52 64.52 33.51 39.65 14.8 63.5 35.78 36.49 52.24 32.8 79.65 71.2 15.58 81.89 68.6 
4 4 4 3 8 1 8 6 7 2 4 9 7 4 7 5 4 1 6 5 4 2 2 9 9 8 1 8 4 3 
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 
3 3 3 2 2 1 2 3 3 1 3 2 3 3 3 3 3 1 3 3 3 1 1 2 2 2 1 2 3 2 
2 2 2 3 2 3 2 1 3 3 2 2 3 2 3 2 2 3 1 2 2 3 3 2 2 2 3 2 2 3 
10 4 5 3 1 4 7 1 3 10 2 3 7 1 9 3 8 8 5 6 7 2 3 1 3 7 5 8 2 8 
3870.51 4360.68 3572.93 4323.61 4406.11 4357.08 3565.99 3496.66 4038.11 3836.06 3644.5 4141.49 3430.94 4913.77 3821.23 4249.2 3605.58 3652.39 3608.25 4251.79 3533.99 4226.11 4150.35 3712.11 4006.23 3559.0 3613.45 3403.85 3267.33 3540.39 
0.37 0.13 0.78 0.8 0.8 0.14 0.65 0.78 0.75 0.32 0.61 0.77 0.62 0.77 0.36 0.84 0.64 0.57 0.89 0.1 0.46 0.74 0.82 0.78 0.85 0.42 0.8 0.54 0.65 0.6 
0.93 0.93 1.0 0.87 0.66 0.9 0.97 0.58 0.85 1.0 0.99 0.71 1.0 0.51 1.0 0.98 0.87 1.0 1.0 0.94 0.9 0.52 0.58 0.54 0.53 0.79 0.97 1.0 0.75 0.86 
0.78 0.51 0.96 0.63 1.0 0.68 0.99 0.54 0.72 0.84 0.58 0.73 0.6 1.0 0.8 0.85 0.68 0.57 1.0 0.54 0.88 0.51 0.78 0.53 0.58 0.62 0.96 0.7 1.0 0.82 
0.97 0.94 0.75 0.5 1.0 0.6 1.0 0.7 0.75 0.94 0.98 0.55 0.51 0.92 1.0 0.72 0.88 0.75 0.52 0.67 0.6 0.51 1.0 1.0 0.6 0.72 0.81 1.0 0.74 0.82 
0.86 0.86 1.0 0.69 0.83 1.0 1.0 0.74 0.82 0.95 0.8 0.68 0.9 0.84 0.53 0.82 0.94 0.79 0.83 0.83 0.96 0.87 0.93 0.74 0.55 0.72 0.99 0.52 0.81 0.96 
0.7 0.66 0.59 1.0 0.58 0.85 0.83 0.99 0.73 0.68 0.7 0.62 0.6 0.67 0.81 0.95 0.74 0.72 1.0 0.89 1.0 1.0 1.0 0.93 0.56 0.63 1.0 0.97 0.52 0.68 
0.42 0.25 0.43 0.19 0.32 0.31 0.79 0.16 0.27 0.51 0.31 0.12 0.17 0.26 0.35 0.47 0.36 0.24 0.43 0.25 0.46 0.12 0.42 0.2 0.06 0.16 0.75 0.35 0.23 0.38 
717.31 867.89 1323.25 1685.89 1602.19 898.75 649.11 1419.55 1908.27 543.67 1727.28 2003.92 760.42 1352.52 1407.56 1847.25 1246.89 1099.74 973.13 530.37 706.21 1822.05 1382.86 1348.84 2089.81 582.43 1372.76 1075.02 1738.21 1152.67 
317.11 199.2 631.7 349.61 553.29 244.49 500.92 175.01 598.32 279.33 601.84 254.02 146.0 315.38 402.95 912.47 485.33 258.58 425.97 131.94 336.04 168.03 657.09 272.64 103.57 108.11 970.37 315.6 347.85 422.87 
3086.55 3839.46 6116.23 7929.43 7510.97 3993.77 2745.53 6597.74 9041.35 2218.34 8136.39 9519.61 3302.08 6262.6 6537.82 8736.27 5734.44 4998.71 4365.65 2151.85 3031.05 8610.27 6414.32 6244.2 9949.05 2412.13 6363.82 4875.11 8191.07 5263.33 
1085.54 496.02 2658.51 1248.07 2266.44 722.43 2004.58 375.04 2491.59 896.67 2509.22 770.09 230.0 1076.91 1514.75 4062.34 1926.65 792.92 1629.85 159.71 1180.21 340.13 2785.47 863.18 17.87 40.55 4351.85 1078.0 1239.23 1614.36 
154.82 174.43 142.92 129.71 132.18 87.14 106.98 139.87 161.52 76.72 145.78 124.24 137.24 196.55 152.85 169.97 144.22 73.05 144.33 170.07 141.36 84.52 83.01 111.36 120.19 106.77 72.27 102.12 130.69 106.21 
8 9 7 6 6 3 5 7 8 2 7 5 7 10 8 9 7 2 7 9 7 3 2 5 5 5 2 4 7 5 
34 22 52 24 35 40 4 24 43 34 34 41 33 49 1 56 17 42 27 52 15 31 48 59 1 4 33 44 3 32 
56 28 60 38 60 46 14 57 60 60 60 60 60 60 34 60 39 60 60 60 48 44 60 60 54 10 55 58 9 60 
2
0.0 0.0 
0.0 100.0 
0 3 1 2 2 1 3 3 3 2 3 1 1 3 3 2 3 2 2 1 2 1 2 1 1 3 3 4 2 3 3 2 
3 0 3 2 2 3 3 0 3 2 2 2 3 3 3 1 2 2 1 2 3 3 1 2 2 3 4 3 1 4 1 1 
1 3 0 0 0 0 1 2 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 2 1 2 2 1 1 1 
2 2 0 0 0 1 1 1 1 0 1 0 0 1 1 0 1 0 0 1 0 0 0 1 1 1 1 2 1 1 1 1 
2 2 0 0 0 1 1 1 1 0 1 0 0 1 1 0 1 0 0 1 0 1 0 0 0 2 2 1 1 2 1 0 
1 3 0 1 1 0 1 2 2 1 2 0 0 2 2 1 2 1 1 0 1 0 1 0 0 2 2 2 2 2 2 1 
3 3 1 1 1 1 0 3 1 1 1 2 1 0 0 2 1 1 2 2 0 1 1 2 2 0 0 1 3 0 2 2 
3 0 2 1 1 2 3 0 2 2 2 1 2 3 2 1 2 1 1 1 2 2 1 1 1 3 3 2 0 3 1 1 
3 3 1 1 1 2 1 2 0 0 0 2 1 0 0 1 0 1 1 2 0 1 1 2 2 0 1 0 2 1 1 1 
2 2 1 0 0 1 1 2 0 0 0 1 1 1 0 0 0 0 0 2 0 1 0 1 1 1 1 1 2 1 1 1 
3 2 1 1 1 2 1 2 0 0 0 2 1 0 0 1 0 0 1 2 0 1 1 2 2 0 1 0 2 1 1 1 
1 2 1 0 0 0 2 1 2 1 2 0 1 2 2 1 2 1 1 0 1 1 1 0 0 2 2 2 1 2 1 1 
1 3 0 0 0 0 1 2 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 2 1 2 2 1 1 1 
3 3 1 1 1 2 0 3 0 1 0 2 1 0 0 2 1 1 2 3 1 1 2 2 2 0 0 1 3 0 2 2 
3 3 1 1 1 2 0 2 0 0 0 2 1 0 0 1 0 0 1 2 0 1 1 2 2 0 1 1 2 1 1 1 
2 1 1 0 0 1 2 1 1 0 1 1 1 2 1 0 1 0 0 1 1 1 0 1 1 2 2 1 1 2 0 0 
3 2 1 1 1 2 1 2 0 0 0 2 1 1 0 1 0 0 1 2 1 2 1 2 2 0 1 0 2 1 1 1 
2 2 1 0 0 1 1 1 1 0 0 1 1 1 0 0 0 0 0 1 0 1 0 1 1 1 1 1 1 2 0 0 
2 1 1 0 0 1 2 1 1 0 1 1 1 2 1 0 1 0 0 1 1 1 0 1 1 2 2 1 1 2 0 0 
1 2 1 1 1 0 2 1 2 2 2 0 1 3 2 1 2 1 1 0 2 1 1 0 0 3 3 3 1 2 2 1 
2 3 0 0 0 1 0 2 0 0 0 1 0 1 0 1 1 0 1 2 0 1 1 1 1 1 1 1 2 1 1 1 
1 3 0 0 1 0 1 2 1 1 1 1 0 1 1 1 2 1 1 1 1 0 1 1 1 2 1 2 2 1 2 2 
2 1 1 0 0 1 1 1 1 0 1 1 1 2 1 0 1 0 0 1 1 1 0 1 1 1 2 1 1 2 0 0 
1 2 1 1 0 0 2 1 2 1 2 0 1 2 2 1 2 1 1 0 1 1 1 0 0 2 2 2 1 2 1 1 
1 2 1 1 0 0 2 1 2 1 2 0 1 2 2 1 2 1 1 0 1 1 1 0 0 2 2 2 1 2 1 1 
3 3 2 1 2 2 0 3 0 1 0 2 2 0 0 2 0 1 2 3 1 2 1 2 2 0 0 1 3 1 2 2 
3 4 1 1 2 2 0 3 1 1 1 2 1 0 1 2 1 1 2 3 1 1 2 2 2 0 0 1 3 0 2 2 
4 3 2 2 1 2 1 2 0 1 0 2 2 1 1 1 0 1 1 3 1 2 1 2 2 1 1 0 2 2 1 1 
2 1 2 1 1 2 3 0 2 2 2 1 2 3 2 1 2 1 1 1 2 2 1 1 1 3 3 2 0 3 1 1 
3 4 1 1 2 2 0 3 1 1 1 2 1 0 1 2 1 2 2 2 1 1 2 2 2 1 0 2 3 0 2 2 
3 1 1 1 1 2 2 1 1 1 1 1 1 2 1 0 1 0 0 2 1 2 0 1 1 2 2 1 1 2 0 0 
2 1 1 1 0 1 2 1 1 1 1 1 1 2 1 0 1 0 0 1 1 2 0 1 1 2 2 1 1 2 0 0 
