70 5628.51 0 1680 28 60
[5319.28, 8589.59, 4922.0, 9732.08, 4059.41, 7270.47, 9635.64, 5738.86, 8134.33, 1920.88, 5018.37, 1418.63, 2633.37, 8160.03, 5717.33, 4114.24, 7936.68, 8522.17, 5415.28, 652.45, 6023.29, 9405.24, 7988.09, 7556.12, 8252.11, 8521.6, 1768.56, 5062.51, 7481.95, 2536.22, 8102.93, 1832.93, 3022.86, 7366.25, 4591.28, 1581.21, 567.02, 3890.83, 9687.22, 3652.18, 2491.63, 5694.04, 5992.35, 3214.52, 1345.6, 4778.1, 1299.97, 7046.77, 891.71, 4785.59, 2026.84, 7179.88, 9707.77, 6430.94, 9577.13, 6899.86, 5826.59, 6056.08, 693.33, 7312.31, 3528.82, 7367.27, 6551.93, 2895.23, 8296.59, 2789.94, 8513.96, 7562.34, 1260.11, 2352.68]
[1600.32, 8670.74, 6626.41, 4881.37, 3689.86, 8164.54, 2506.12, 5257.0, 1787.5, 3809.21, 5314.38, 6082.82, 7500.09, 2158.16, 2974.18, 6245.44, 2155.17, 5611.75, 2083.95, 7992.5, 1598.29, 2152.38, 7089.54, 6416.99, 5892.13, 8193.21, 8016.6, 3011.85, 3370.58, 5167.1, 8020.26, 5114.54, 5560.8, 2455.54, 7262.21, 2150.93, 8313.65, 6189.58, 5256.78, 7109.76, 8748.63, 8369.54, 4493.18, 2381.71, 8133.17, 2190.12, 3939.16, 7486.65, 7341.63, 5908.75, 4950.66, 6822.71, 5292.48, 4277.41, 3214.43, 2456.18, 3300.17, 3757.77, 1285.74, 4036.16, 4213.39, 6807.2, 7973.15, 5232.44, 1042.95, 7797.28, 5843.25, 8645.29, 8628.99, 8645.79]
[5, 8, 5, 9, 4, 7, 9, 6, 8, 2, 5, 2, 3, 8, 6, 4, 8, 8, 5, 1, 6, 9, 8, 7, 8, 8, 2, 5, 7, 3, 8, 2, 3, 7, 5, 2, 1, 4, 9, 4, 3, 6, 6, 3, 2, 5, 2, 7, 1, 5, 2, 7, 9, 6, 9, 7, 6, 6, 1, 7, 4, 7, 6, 3, 8, 3, 8, 7, 2, 3]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70]
[2, 3, 2, 2, 1, 1, 2, 2, 3, 3, 2, 3, 1, 3, 2, 1, 3, 3, 2, 3, 2, 2, 3, 1, 3, 3, 3, 2, 1, 1, 3, 3, 1, 1, 2, 3, 3, 1, 2, 1, 1, 2, 2, 1, 3, 2, 3, 1, 3, 2, 3, 1, 2, 2, 2, 1, 2, 2, 3, 1, 1, 1, 2, 1, 3, 1, 3, 1, 3, 1]
[2, 2, 2, 3, 2, 2, 3, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3, 2, 2, 2, 3, 1, 2, 3, 2, 2, 2, 2, 2, 3, 2, 3, 2, 1, 2, 3, 2, 3, 2, 3, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2]
[9, 7, 8, 9, 1, 6, 6, 7, 1, 4, 8, 4, 4, 4, 6, 4, 1, 1, 6, 2, 1, 7, 1, 4, 10, 3, 9, 10, 3, 10, 5, 10, 5, 1, 4, 6, 6, 7, 1, 2, 8, 5, 6, 10, 6, 2, 3, 5, 5, 6, 2, 7, 7, 7, 4, 3, 8, 9, 2, 8, 3, 10, 9, 3, 4, 3, 5, 4, 2, 7]
[3685.23, 4245.32, 4302.78, 3737.61, 3684.5, 3262.54, 4224.65, 4247.98, 3901.7, 4569.97, 3684.97, 3907.57, 3904.61, 4196.52, 3379.54, 3910.9, 3984.13, 3799.32, 3871.21, 4115.29, 3736.26, 4242.21, 3928.42, 4460.35, 4529.63, 3313.44, 3689.81, 4511.66, 3317.24, 4485.88, 3693.93, 4530.18, 3650.79, 3806.38, 4048.43, 3902.71, 3153.38, 4247.65, 3874.24, 4584.84, 4100.79, 3574.72, 3965.12, 4891.99, 4650.94, 4228.29, 3517.13, 3670.19, 3677.58, 4541.54, 4112.76, 4244.15, 4244.36, 4240.23, 3979.68, 3846.3, 4211.3, 3555.65, 4529.91, 3680.66, 3205.26, 4708.11, 3662.36, 3566.69, 4252.76, 3886.32, 3606.57, 4145.32, 4695.52, 4240.03]
[0.34, 0.58, 0.27, 0.26, 0.71, 0.8, 0.4, 0.55, 0.75, 0.44, 0.26, 0.35, 0.38, 0.39, 0.78, 0.49, 0.76, 0.76, 0.52, 0.79, 0.8, 0.57, 0.82, 0.27, 0.41, 0.21, 0.34, 0.58, 0.27, 0.53, 0.37, 0.54, 0.36, 0.66, 0.39, 0.62, 0.55, 0.58, 0.7, 0.79, 0.26, 0.28, 0.5, 0.43, 0.73, 0.78, 0.26, 0.41, 0.37, 0.72, 0.77, 0.57, 0.58, 0.58, 0.42, 0.21, 0.26, 0.24, 0.78, 0.26, 0.26, 0.67, 0.33, 0.28, 0.39, 0.28, 0.33, 0.53, 0.77, 0.58]
[0.9, 0.66, 0.83, 0.56, 1.07, 0.77, 0.77, 0.99, 0.89, 1.02, 1.09, 0.74, 0.56, 0.54, 0.57, 0.92, 0.74, 1.08, 0.84, 0.83, 0.82, 0.96, 0.92, 0.95, 1.02, 0.59, 0.54, 1.06, 0.69, 0.89, 0.52, 0.92, 0.61, 0.7, 1.07, 1.01, 0.58, 0.62, 0.76, 0.8, 0.9, 0.71, 1.03, 0.98, 0.64, 0.54, 0.65, 0.68, 0.94, 0.98, 0.54, 0.86, 0.91, 1.0, 0.9, 0.99, 0.79, 0.69, 0.95, 0.66, 0.8, 1.0, 0.62, 0.97, 0.82, 0.68, 0.77, 0.7, 0.52, 0.57]
