100 6500.42 0 1680 14 120
[1473.59, 2850.13, 3126.98, 2740.99, 9232.07, 1920.01, 9348.48, 9725.11, 592.59, 4895.34, 7321.59, 2986.23, 3515.77, 6091.67, 9725.17, 9859.61, 5061.29, 1507.52, 6979.21, 953.97, 9574.95, 3692.67, 692.26, 126.81, 8512.54, 2473.74, 6985.32, 7608.73, 1424.25, 9535.74, 742.98, 9773.07, 545.83, 4571.52, 1601.73, 4152.96, 429.2, 4241.14, 2365.11, 316.14, 4600.63, 5841.68, 3914.36, 384.56, 7051.54, 2584.73, 3463.43, 4219.56, 8134.14, 9731.48, 2772.73, 1492.56, 3065.74, 119.16, 552.47, 7397.14, 2435.57, 1963.77, 4108.47, 5092.12, 9635.14, 8285.06, 1255.88, 5153.79, 2862.56, 6256.04, 4179.19, 1389.66, 7079.17, 8663.58, 2752.01, 6519.67, 4038.73, 4638.29, 498.99, 5156.71, 4071.76, 3110.6, 4307.15, 1517.46, 2426.13, 682.2, 4990.81, 4325.46, 957.6, 6948.9, 6786.93, 4591.05, 6437.94, 6858.24, 4992.57, 1264.66, 8346.04, 7399.41, 9391.86, 1593.62, 3626.77, 5708.26, 225.43, 7418.09]
[8832.46, 3380.42, 3748.87, 4951.62, 6165.73, 7034.57, 3512.01, 5640.7, 7772.23, 8717.83, 7494.38, 3895.61, 8150.16, 2818.85, 1233.43, 4332.0, 8022.84, 4946.39, 8945.98, 2511.04, 1161.14, 7058.54, 6108.25, 7573.24, 6157.36, 6399.94, 7451.84, 2543.16, 7485.22, 1950.8, 8110.95, 7301.69, 4677.39, 5139.86, 6446.65, 2428.43, 7379.25, 8598.96, 4827.48, 4044.47, 8249.26, 8326.07, 3947.18, 7525.89, 8306.48, 3485.27, 7323.04, 3702.27, 7667.74, 3362.24, 6379.63, 4603.31, 6755.6, 1447.92, 1807.41, 6114.41, 8974.14, 1247.62, 4338.48, 5153.19, 3971.79, 8561.75, 3404.63, 5006.59, 8655.44, 1482.02, 5045.76, 7290.66, 4677.33, 2051.4, 5270.41, 4141.1, 7571.04, 3486.83, 4641.31, 1650.2, 4946.74, 4295.24, 4881.42, 1143.02, 7100.93, 3980.4, 2373.05, 6778.97, 4351.76, 3254.07, 7993.33, 1407.55, 8951.4, 4956.53, 4208.04, 6887.96, 7424.62, 2437.04, 5174.66, 1223.2, 4998.8, 6872.75, 4931.77, 3871.15]
[2, 3, 3, 3, 9, 2, 9, 9, 1, 5, 7, 3, 4, 6, 9, 9, 5, 2, 7, 1, 9, 4, 1, 1, 8, 3, 7, 7, 2, 9, 1, 9, 1, 5, 2, 4, 1, 4, 3, 1, 5, 6, 4, 1, 7, 3, 4, 4, 8, 9, 3, 2, 3, 1, 1, 7, 3, 2, 4, 5, 9, 8, 2, 5, 3, 6, 4, 2, 7, 8, 3, 6, 4, 5, 1, 5, 4, 3, 4, 2, 3, 1, 5, 4, 1, 7, 7, 5, 6, 7, 5, 2, 8, 7, 9, 2, 4, 6, 1, 7]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100]
[1, 3, 3, 3, 3, 1, 3, 3, 3, 1, 2, 3, 2, 3, 3, 3, 1, 1, 2, 3, 3, 2, 3, 3, 2, 3, 2, 2, 1, 3, 3, 3, 3, 1, 1, 2, 3, 2, 3, 3, 1, 3, 2, 3, 2, 3, 2, 2, 2, 3, 3, 1, 3, 3, 3, 2, 3, 1, 2, 1, 3, 2, 1, 1, 3, 3, 2, 1, 2, 2, 3, 3, 2, 1, 3, 1, 2, 3, 2, 1, 3, 3, 1, 2, 3, 2, 2, 1, 3, 2, 1, 1, 2, 2, 3, 1, 2, 3, 3, 2]
[1, 3, 3, 3, 2, 1, 2, 2, 3, 1, 2, 3, 3, 3, 2, 2, 1, 1, 2, 3, 2, 3, 3, 3, 2, 3, 2, 2, 1, 2, 3, 2, 3, 1, 1, 3, 3, 3, 3, 3, 1, 3, 3, 3, 2, 3, 3, 3, 2, 2, 3, 1, 3, 3, 3, 2, 3, 1, 3, 1, 2, 2, 1, 1, 3, 3, 3, 1, 2, 2, 3, 3, 3, 1, 3, 1, 3, 3, 3, 1, 3, 3, 1, 3, 3, 2, 2, 1, 3, 2, 1, 1, 2, 2, 2, 1, 3, 3, 3, 2]
[3, 8, 8, 4, 9, 1, 5, 8, 4, 1, 3, 6, 2, 2, 5, 5, 7, 7, 1, 8, 6, 9, 1, 2, 8, 7, 7, 8, 9, 2, 5, 10, 2, 7, 3, 7, 7, 3, 10, 5, 2, 7, 10, 6, 5, 9, 1, 3, 4, 3, 8, 3, 9, 1, 2, 10, 2, 2, 6, 6, 8, 9, 10, 8, 5, 8, 4, 10, 4, 10, 6, 3, 5, 6, 10, 2, 2, 6, 10, 3, 4, 9, 7, 2, 10, 10, 6, 1, 7, 3, 1, 4, 3, 3, 2, 6, 4, 9, 7, 2]
[3829.82, 4290.02, 4393.0, 4157.31, 3812.99, 3721.97, 3729.08, 4142.39, 4152.35, 3741.28, 3500.33, 3564.42, 4604.29, 4228.79, 4152.92, 3792.38, 3626.71, 3885.4, 4033.24, 4346.42, 3622.69, 3300.19, 4272.49, 4511.67, 4214.09, 3652.42, 3836.35, 4417.39, 4075.07, 4129.42, 4158.76, 4487.27, 4535.97, 4228.69, 3623.44, 4170.33, 4504.02, 3852.55, 4540.08, 3890.23, 4264.1, 4281.56, 4365.3, 3745.29, 3759.54, 3682.67, 4250.72, 3878.4, 4164.02, 3780.69, 4447.86, 3532.45, 4342.48, 3757.51, 3647.42, 4027.46, 3681.69, 3901.93, 3960.55, 3492.2, 4535.3, 4212.98, 4236.9, 4523.27, 3720.21, 4413.65, 4142.31, 4122.05, 4162.12, 4527.4, 3855.12, 3707.62, 4121.32, 3794.63, 4313.4, 4585.14, 4428.27, 3682.14, 4390.28, 3744.72, 4150.45, 3250.27, 4292.32, 3686.82, 4030.45, 4560.22, 3549.9, 4153.77, 3904.34, 3582.87, 4008.14, 4155.65, 3554.86, 3968.06, 4162.52, 3646.05, 4154.52, 3317.62, 3512.21, 4539.89]
[0.41, 0.72, 0.76, 0.94, 0.58, 0.9, 0.39, 0.89, 0.73, 0.22, 0.4, 0.43, 0.17, 0.31, 0.64, 0.46, 0.41, 0.27, 0.94, 0.78, 0.56, 0.44, 0.86, 0.32, 0.92, 0.4, 0.35, 0.74, 0.51, 0.3, 0.63, 0.69, 0.21, 0.27, 0.45, 0.33, 0.34, 0.41, 0.28, 0.34, 0.35, 0.26, 0.69, 0.58, 0.39, 0.53, 0.89, 0.41, 0.82, 0.4, 0.79, 0.43, 0.54, 0.18, 0.2, 0.47, 0.14, 0.25, 0.27, 0.48, 0.86, 0.39, 0.28, 0.74, 0.53, 0.8, 0.92, 0.55, 0.97, 0.66, 0.51, 0.43, 0.27, 0.56, 0.37, 0.39, 0.16, 0.47, 0.82, 0.44, 0.9, 0.63, 0.26, 0.27, 0.73, 0.44, 0.57, 0.87, 0.42, 0.41, 0.35, 0.96, 0.41, 0.41, 0.26, 0.58, 0.91, 0.46, 0.38, 0.2]
[0.54, 0.57, 0.9, 0.64, 0.96, 0.92, 0.57, 0.89, 0.9, 0.59, 0.94, 0.78, 0.77, 0.71, 0.84, 0.99, 0.98, 0.94, 0.75, 0.7, 1.04, 0.68, 0.52, 0.86, 0.86, 0.72, 0.54, 0.89, 0.8, 0.56, 1.05, 0.74, 0.55, 1.08, 0.69, 0.51, 0.98, 0.68, 1.08, 1.06, 1.03, 0.98, 0.85, 0.6, 0.52, 0.53, 0.88, 0.9, 0.75, 0.87, 0.86, 0.71, 0.81, 0.59, 0.98, 0.81, 0.93, 0.93, 0.75, 1.07, 0.52, 0.65, 0.79, 0.54, 0.63, 0.88, 0.67, 0.61, 0.7, 0.57, 0.95, 0.85, 0.7, 0.86, 0.99, 1.04, 0.85, 0.6, 0.74, 0.52, 0.61, 1.06, 0.94, 0.92, 1.06, 0.83, 0.6, 1.02, 0.69, 0.99, 0.55, 0.92, 0.61, 0.52, 0.89, 0.89, 0.96, 1.09, 1.01, 0.61]
[0.78, 0.86, 0.89, 0.82, 1.07, 0.57, 0.68, 0.87, 0.63, 0.63, 0.85, 0.76, 1.02, 0.96, 0.85, 0.92, 0.63, 0.98, 0.59, 0.64, 0.67, 0.88, 1.02, 0.78, 0.88, 0.69, 1.07, 0.86, 0.86, 0.77, 0.88, 0.76, 1.09, 0.53, 0.64, 1.0, 0.74, 1.0, 0.71, 0.97, 1.03, 0.63, 0.99, 0.94, 1.03, 1.07, 0.96, 0.95, 0.71, 0.84, 0.86, 0.82, 0.71, 0.52, 0.92, 0.65, 0.66, 0.96, 0.64, 0.9, 0.72, 1.07, 0.61, 0.93, 1.03, 0.92, 0.63, 0.64, 0.77, 0.71, 1.01, 0.61, 0.75, 0.92, 0.7, 0.58, 0.68, 0.9, 1.0, 0.54, 0.61, 0.95, 0.72, 0.66, 0.82, 0.9, 0.52, 0.61, 0.92, 0.96, 0.9, 0.79, 0.81, 0.62, 0.6, 0.77, 0.76, 0.53, 0.66, 0.6]
[0.7, 0.91, 1.09, 0.96, 0.9, 1.05, 0.5, 0.63, 0.94, 0.57, 0.67, 0.98, 0.66, 0.99, 1.04, 0.63, 1.06, 0.62, 1.01, 1.06, 0.78, 0.8, 0.57, 0.56, 0.78, 0.69, 0.72, 0.86, 0.72, 0.85, 1.0, 0.8, 0.57, 0.58, 0.51, 0.79, 1.01, 0.6, 0.86, 0.55, 0.8, 0.56, 0.75, 0.8, 0.64, 0.63, 0.75, 0.9, 0.87, 0.97, 0.93, 1.06, 0.74, 0.86, 0.96, 0.91, 0.88, 0.97, 0.52, 0.89, 0.95, 0.84, 0.86, 0.77, 0.93, 0.83, 1.06, 0.62, 1.09, 0.84, 1.06, 0.5, 0.96, 0.58, 0.71, 0.65, 0.69, 1.04, 0.51, 0.78, 0.88, 1.01, 0.77, 0.93, 0.62, 0.82, 0.78, 0.77, 0.92, 1.05, 0.94, 0.68, 1.01, 1.03, 0.81, 1.07, 0.84, 0.66, 0.79, 0.63]
