10 613.3 0 1680 28 60
[409.26, 6333.07, 5893.65, 4750.01, 9105.78, 4274.93, 7228.15, 8392.92, 9050.07, 8280.02]
[6696.06, 5200.96, 4305.8, 2399.54, 8892.2, 3525.66, 1665.26, 6647.17, 4583.97, 4848.55]
[1, 6, 6, 5, 9, 4, 7, 8, 9, 8]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[3, 1, 1, 2, 3, 3, 3, 3, 3, 3]
[2, 3, 3, 2, 2, 2, 1, 2, 2, 2]
[4, 1, 4, 9, 6, 4, 5, 5, 9, 4]
[3516.02, 4598.03, 3353.12, 3579.58, 3511.82, 3136.5, 3337.24, 3366.39, 3644.02, 3492.77]
[0.4, 0.83, 0.4, 0.34, 0.36, 0.4, 0.32, 0.32, 0.4, 0.4]
[0.75, 0.97, 0.62, 0.84, 0.65, 0.61, 0.78, 0.75, 0.73, 0.54]
[0.59, 0.92, 0.64, 0.95, 1.09, 1.08, 0.59, 0.65, 0.78, 0.67]
[1.04, 1.0, 0.84, 0.92, 0.85, 0.73, 0.83, 0.81, 1.07, 0.61]
[0.83, 0.52, 0.87, 1.07, 0.51, 0.61, 0.69, 0.93, 1.0, 0.74]
[1.07, 0.81, 0.79, 0.79, 0.59, 1.06, 0.53, 0.94, 1.08, 0.96]
[0.41, 0.38, 0.23, 0.62, 0.18, 0.31, 0.14, 0.34, 0.66, 0.16]
[1390.03, 1546.95, 1410.42, 772.59, 1219.52, 1385.01, 803.49, 751.6, 796.78, 1397.69]
[573.86, 554.0, 354.59, 479.7, 228.24, 417.01, 123.42, 270.8, 517.43, 212.64]
[6450.15, 7234.73, 6552.12, 3362.96, 5597.6, 6425.03, 3517.47, 3257.99, 3483.88, 6488.45]
[2369.32, 2270.0, 1272.96, 1898.5, 641.19, 1585.04, 117.11, 853.99, 2087.15, 563.22]
[140.64, 91.96, 67.06, 107.39, 140.47, 125.46, 133.49, 134.66, 145.76, 139.71]
[7, 3, 2, 5, 7, 6, 7, 7, 7, 7]
[9, 36, 23, 43, 27, 42, 57, 56, 41, 40]
[42, 42, 56, 60, 60, 60, 60, 60, 60, 60]
10
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[0.0, 10000.0, 0.0, 10000.0, 10000.0, 10000.0, 0.0, 0.0, 0.0, 0.0]
[[0.0, 5.0, 0.0, 5.0, 5.0, 5.0, 0.0, 0.0, 0.0, 0.0, 3.0, 4.0, 3.0, 3.0, 6.0, 3.0, 3.0, 5.0, 5.0, 5.0], [5.0, 0.0, 5.0, 0.0, 0.0, 0.0, 5.0, 5.0, 5.0, 5.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0, 5.0, 5.0], [0.0, 5.0, 0.0, 5.0, 5.0, 5.0, 0.0, 0.0, 0.0, 0.0, 3.0, 4.0, 3.0, 3.0, 6.0, 3.0, 3.0, 5.0, 5.0, 5.0], [5.0, 0.0, 5.0, 0.0, 0.0, 0.0, 5.0, 5.0, 5.0, 5.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0, 5.0, 5.0], [5.0, 0.0, 5.0, 0.0, 0.0, 0.0, 5.0, 5.0, 5.0, 5.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0, 5.0, 5.0], [5.0, 0.0, 5.0, 0.0, 0.0, 0.0, 5.0, 5.0, 5.0, 5.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0, 5.0, 5.0], [0.0, 5.0, 0.0, 5.0, 5.0, 5.0, 0.0, 0.0, 0.0, 0.0, 3.0, 4.0, 3.0, 3.0, 6.0, 3.0, 3.0, 5.0, 5.0, 5.0], [0.0, 5.0, 0.0, 5.0, 5.0, 5.0, 0.0, 0.0, 0.0, 0.0, 3.0, 4.0, 3.0, 3.0, 6.0, 3.0, 3.0, 5.0, 5.0, 5.0], [0.0, 5.0, 0.0, 5.0, 5.0, 5.0, 0.0, 0.0, 0.0, 0.0, 3.0, 4.0, 3.0, 3.0, 6.0, 3.0, 3.0, 5.0, 5.0, 5.0], [0.0, 5.0, 0.0, 5.0, 5.0, 5.0, 0.0, 0.0, 0.0, 0.0, 3.0, 4.0, 3.0, 3.0, 6.0, 3.0, 3.0, 5.0, 5.0, 5.0], [3.0, 2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 0.0, 3.0, 3.0, 3.0, 4.0, 2.0, 4.0, 4.0, 4.0, 4.0], [4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 0.0, 0.0, 2.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0], [3.0, 4.0, 3.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.0, 0.0, 1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 1.0], [3.0, 4.0, 3.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.0, 1.0, 0.0, 4.0, 1.0, 1.0, 3.0, 2.0, 2.0], [6.0, 4.0, 6.0, 4.0, 4.0, 4.0, 6.0, 6.0, 6.0, 6.0, 4.0, 2.0, 3.0, 4.0, 0.0, 3.0, 4.0, 1.0, 2.0, 2.0], [3.0, 4.0, 3.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 3.0, 2.0, 1.0, 1.0, 1.0, 3.0, 0.0, 2.0, 2.0, 2.0, 2.0], [3.0, 5.0, 3.0, 5.0, 5.0, 5.0, 3.0, 3.0, 3.0, 3.0, 4.0, 2.0, 1.0, 1.0, 4.0, 2.0, 0.0, 2.0, 2.0, 2.0], [5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 1.0, 2.0, 3.0, 1.0, 2.0, 2.0, 0.0, 1.0, 1.0], [5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 1.0, 0.0, 0.0], [5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 1.0, 0.0, 0.0]]
