10 629.19 0 1680 14 120
[8010.56, 8068.24, 8042.27, 3003.33, 2624.28, 7306.93, 2384.19, 2548.6, 8292.13, 5301.53]
[7801.6, 4546.45, 1511.4, 5560.89, 7302.8, 7819.59, 6164.25, 4019.05, 1353.21, 3766.3]
[8, 8, 8, 3, 3, 7, 3, 3, 8, 5]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[1, 1, 1, 3, 3, 2, 3, 3, 1, 3]
[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
[8, 3, 3, 5, 7, 3, 2, 1, 5, 6]
[4804.31, 3759.37, 3965.38, 4278.18, 4436.61, 4197.58, 3331.81, 3549.33, 4626.84, 4137.0]
[0.84, 0.72, 0.67, 0.4, 0.37, 0.81, 0.55, 0.21, 0.58, 0.51]
[0.89, 0.57, 0.98, 0.78, 0.73, 0.9, 0.68, 0.71, 0.53, 0.77]
[1.07, 0.73, 0.7, 0.9, 0.98, 0.8, 0.67, 1.05, 0.63, 0.81]
[0.73, 1.03, 0.56, 0.82, 0.97, 0.76, 0.63, 0.9, 0.98, 0.87]
[0.63, 1.08, 0.81, 0.93, 1.01, 0.73, 0.95, 0.63, 0.67, 0.64]
[1.06, 0.61, 0.69, 0.76, 0.6, 0.78, 0.7, 0.98, 1.07, 0.75]
[0.47, 0.28, 0.21, 0.41, 0.42, 0.31, 0.19, 0.42, 0.24, 0.26]
[1474.79, 1203.2, 1571.6, 666.6, 956.74, 1629.76, 1206.42, 529.19, 659.47, 1221.49]
[652.53, 333.31, 312.88, 283.91, 417.07, 545.35, 240.55, 210.96, 146.62, 311.36]
[6873.94, 5515.99, 7358.01, 2832.99, 4283.69, 7648.82, 5532.08, 2145.93, 2797.36, 5607.46]
[2762.65, 1166.54, 1064.38, 919.57, 1585.34, 2226.77, 702.73, 554.8, 233.1, 1056.8]
[96.09, 75.19, 79.31, 171.13, 177.46, 125.93, 133.27, 141.97, 92.54, 165.48]
[6, 5, 5, 18, 19, 11, 14, 15, 6, 17]
[18, 0, 61, 4, 92, 15, 24, 89, 108, 40]
[30, 93, 120, 43, 120, 27, 63, 120, 120, 52]
2
[0.0, 0.0]
[10000.0, 10000.0]
[[0.0, 0.0, 8.0, 10.0, 12.0, 5.0, 4.0, 8.0, 5.0, 7.0, 12.0, 8.0], [0.0, 0.0, 8.0, 10.0, 12.0, 5.0, 4.0, 8.0, 5.0, 7.0, 12.0, 8.0], [8.0, 8.0, 0.0, 3.0, 6.0, 5.0, 5.0, 1.0, 6.0, 7.0, 6.0, 5.0], [10.0, 10.0, 3.0, 0.0, 3.0, 5.0, 6.0, 3.0, 6.0, 6.0, 3.0, 3.0], [12.0, 12.0, 6.0, 3.0, 0.0, 6.0, 8.0, 6.0, 7.0, 6.0, 0.0, 4.0], [5.0, 5.0, 5.0, 5.0, 6.0, 0.0, 2.0, 5.0, 1.0, 2.0, 7.0, 3.0], [4.0, 4.0, 5.0, 6.0, 8.0, 2.0, 0.0, 5.0, 1.0, 3.0, 8.0, 4.0], [8.0, 8.0, 1.0, 3.0, 6.0, 5.0, 5.0, 0.0, 5.0, 6.0, 7.0, 5.0], [5.0, 5.0, 6.0, 6.0, 7.0, 1.0, 1.0, 5.0, 0.0, 2.0, 8.0, 4.0], [7.0, 7.0, 7.0, 6.0, 6.0, 2.0, 3.0, 6.0, 2.0, 0.0, 6.0, 3.0], [12.0, 12.0, 6.0, 3.0, 0.0, 7.0, 8.0, 7.0, 8.0, 6.0, 0.0, 4.0], [8.0, 8.0, 5.0, 3.0, 4.0, 3.0, 4.0, 5.0, 4.0, 3.0, 4.0, 0.0]]
