10 849.23 0 1680 14 120
39.59 18.96 20.1 86.85 81.66 37.77 82.13 97.1 68.96 93.91 
82.2 54.52 44.25 24.02 40.15 11.26 11.31 52.84 52.03 53.9 
4 2 2 8 8 4 8 9 7 9 
1 2 3 4 5 6 7 8 9 10 
3 3 3 1 1 3 1 2 1 2 
2 2 2 3 3 2 3 2 2 2 
3 8 9 8 9 4 6 4 1 6 
3480.11 4021.97 4235.13 3887.36 4405.77 4679.63 4049.39 4740.71 4383.55 4680.75 
0.62 0.86 0.15 0.89 0.08 0.82 0.67 0.61 0.49 0.67 
0.73 0.53 0.77 0.81 0.89 0.86 0.68 0.99 1.0 0.86 
0.72 0.92 0.83 0.78 0.68 0.51 1.0 0.75 0.57 1.0 
0.73 0.53 0.61 0.51 0.97 0.72 0.83 0.67 1.0 1.0 
0.96 0.94 0.93 0.73 0.94 0.89 0.76 0.67 1.0 0.67 
1.0 0.65 0.8 0.58 0.93 0.62 1.0 0.6 1.0 0.76 
0.37 0.16 0.29 0.14 0.51 0.17 0.43 0.2 0.57 0.44 
728.42 906.82 1161.34 1228.12 1302.19 1664.16 1189.65 1147.68 3144.7 1357.73 
259.42 153.83 310.28 194.09 682.75 254.14 534.43 234.65 1765.59 616.27 
3142.08 4034.09 5306.69 5640.6 6010.93 7820.82 5448.23 5238.4 15223.5 6288.63 
797.12 269.16 1051.41 470.43 2913.76 770.7 2172.15 673.24 8327.96 2581.34 
139.2 160.88 169.41 77.75 88.12 187.19 80.99 142.22 87.67 140.42 
14 17 18 5 6 20 5 13 6 13 
60 16 7 115 49 58 12 51 55 87 
72 28 120 120 88 70 51 117 120 120 
2
0.0 0.0 
0.0 100.0 
0 7 6 4 3 6 6 2 5 7 6 7 
7 0 3 3 4 8 7 6 8 7 6 7 
6 3 0 2 3 5 4 5 5 4 3 4 
4 3 2 0 0 5 4 3 5 5 3 5 
3 4 3 0 0 4 4 2 5 5 3 5 
6 8 5 5 4 0 1 3 0 2 2 2 
6 7 4 4 4 1 0 3 2 1 1 1 
2 6 5 3 2 3 3 0 3 5 3 5 
5 8 5 5 5 0 2 3 0 3 3 3 
7 7 4 5 5 2 1 5 3 0 2 0 
6 6 3 3 3 2 1 3 3 2 0 1 
7 7 4 5 5 2 1 5 3 0 1 0 
