70 3377.56 0 1680 14 120
[9865.05, 8380.2, 6121.88, 5169.54, 3692.23, 8230.01, 9310.87, 7026.83, 1381.33, 7269.66, 4932.57, 678.99, 5306.75, 394.65, 6899.04, 8409.38, 8603.16, 2945.5, 9194.23, 4230.22, 7927.61, 2851.68, 9721.64, 8711.43, 9026.21, 1418.23, 3947.76, 6291.77, 726.72, 6190.28, 946.71, 6244.78, 3744.26, 265.97, 8775.15, 6133.11, 3219.92, 4765.21, 6478.04, 2934.43, 9503.47, 2931.54, 886.56, 2085.77, 4807.2, 8667.22, 151.39, 541.29, 2527.43, 3029.04, 6014.45, 6439.68, 391.92, 2696.26, 6230.17, 2922.1, 1251.27, 2815.03, 2792.1, 2471.02, 4005.58, 4307.77, 2525.37, 8610.56, 5264.63, 4314.12, 6452.19, 8249.36, 5890.0, 6118.85]
[2032.9, 3330.04, 2073.6, 1388.12, 5483.37, 5014.69, 3550.13, 5464.5, 3448.97, 1745.09, 4709.02, 2593.78, 8909.19, 7336.98, 4732.9, 5757.54, 6694.07, 1003.5, 7767.33, 5253.19, 6636.16, 4536.84, 7162.21, 3282.68, 8879.53, 7127.91, 8769.06, 7393.01, 7329.01, 6375.99, 7206.9, 2261.42, 6862.46, 7998.4, 5619.54, 7539.98, 5056.31, 7170.75, 3243.05, 6614.45, 6220.52, 6145.29, 7663.1, 5762.84, 1077.84, 5026.92, 6418.53, 3988.88, 2293.61, 4702.09, 4292.14, 3046.0, 1744.89, 6545.83, 5529.25, 5942.35, 8642.8, 4495.31, 2162.06, 6162.9, 6078.99, 5662.38, 4373.45, 3599.4, 8363.73, 1534.77, 7808.54, 2410.29, 2818.42, 3214.93]
[9, 8, 6, 5, 4, 8, 9, 7, 2, 7, 5, 1, 5, 1, 7, 8, 8, 3, 9, 4, 8, 3, 9, 8, 9, 2, 4, 6, 1, 6, 1, 6, 4, 1, 8, 6, 3, 5, 6, 3, 9, 3, 1, 2, 5, 8, 1, 1, 3, 3, 6, 6, 1, 3, 6, 3, 2, 3, 3, 3, 4, 4, 3, 8, 5, 4, 6, 8, 6, 6]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70]
[2, 3, 2, 2, 2, 3, 2, 1, 1, 1, 2, 3, 2, 3, 1, 3, 3, 1, 2, 2, 3, 1, 2, 3, 2, 1, 2, 2, 3, 2, 3, 2, 2, 3, 3, 2, 1, 2, 2, 1, 2, 1, 3, 1, 2, 3, 3, 3, 1, 1, 2, 2, 3, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 3, 2, 2, 2, 3, 2, 2]
[2, 3, 2, 2, 1, 3, 2, 3, 3, 3, 2, 2, 2, 2, 3, 3, 3, 2, 2, 1, 3, 2, 2, 3, 2, 3, 1, 2, 2, 2, 2, 2, 1, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 1, 1, 2, 3, 2, 1, 2, 3, 2, 2]
[1, 3, 8, 1, 9, 1, 5, 1, 3, 8, 8, 2, 8, 1, 3, 6, 3, 9, 6, 4, 9, 3, 9, 7, 9, 6, 9, 5, 2, 10, 9, 4, 7, 1, 9, 3, 9, 6, 2, 1, 1, 4, 7, 1, 4, 6, 8, 3, 10, 2, 4, 3, 9, 9, 5, 3, 7, 6, 10, 8, 10, 6, 3, 2, 10, 6, 3, 9, 6, 10]
[4647.78, 4387.02, 3892.72, 4349.21, 3619.55, 3966.03, 4613.68, 3396.14, 4119.79, 3953.02, 3843.84, 4092.23, 3958.16, 4541.28, 4060.21, 3720.98, 3971.27, 3995.02, 4007.97, 3430.01, 4003.72, 4488.17, 4238.33, 4446.65, 4547.12, 3801.7, 4053.86, 4378.89, 3552.89, 3924.3, 3859.5, 3451.29, 4854.66, 3609.42, 4309.97, 4131.93, 4016.28, 3821.34, 3999.61, 4117.95, 4556.86, 3465.9, 4315.35, 3531.99, 3443.76, 4156.02, 4219.86, 4418.77, 4066.23, 3534.5, 3513.7, 4164.91, 4082.4, 3511.5, 4265.8, 3841.89, 4773.17, 3682.97, 4346.16, 4282.21, 4123.26, 4180.03, 4392.26, 3744.85, 4470.17, 4121.52, 3873.33, 3770.31, 3526.24, 3649.84]
[0.63, 0.51, 0.58, 0.86, 0.31, 0.81, 0.46, 0.73, 0.52, 0.87, 0.87, 0.71, 0.42, 0.75, 0.42, 0.66, 0.7, 0.32, 0.57, 0.32, 0.21, 0.69, 0.76, 0.92, 0.53, 0.17, 0.11, 0.42, 0.49, 0.85, 0.15, 0.64, 0.9, 0.59, 0.25, 0.42, 0.75, 0.5, 0.94, 0.46, 0.48, 0.39, 0.9, 0.73, 0.48, 0.71, 0.86, 0.29, 0.31, 0.83, 0.59, 0.55, 0.38, 0.52, 0.53, 0.51, 0.88, 0.19, 0.52, 0.77, 0.2, 0.42, 0.38, 0.63, 0.11, 0.64, 0.6, 0.34, 0.25, 0.82]
[0.96, 0.75, 0.95, 0.55, 1.01, 1.06, 0.76, 1.05, 0.59, 0.52, 0.63, 1.03, 0.66, 0.6, 0.85, 0.91, 0.83, 0.61, 0.6, 0.75, 0.83, 0.87, 0.86, 0.99, 0.71, 0.55, 0.63, 0.94, 0.76, 0.84, 0.79, 0.59, 0.51, 0.59, 0.95, 0.64, 1.06, 0.54, 0.92, 1.1, 1.0, 0.89, 0.89, 0.91, 0.54, 0.92, 0.93, 1.07, 0.66, 0.72, 0.89, 0.9, 0.66, 0.96, 0.89, 0.99, 0.88, 0.7, 0.96, 0.6, 0.64, 1.0, 0.88, 0.83, 0.56, 1.1, 0.96, 0.53, 1.03, 1.03]
