30 1690.12 0 1680 14 120
19.78 79.62 1.24 36.73 82.38 82.38 48.51 46.03 79.34 47.03 20.15 9.28 28.39 85.95 31.76 75.08 14.84 64.5 50.98 97.05 2.93 59.56 30.14 46.56 28.2 51.87 12.56 60.4 81.85 51.16 
27.71 87.77 70.9 84.16 47.93 82.37 27.83 84.67 88.99 15.3 84.93 47.79 45.43 72.43 69.87 28.19 69.3 22.63 39.15 71.39 33.33 12.39 87.31 54.49 70.7 59.08 10.54 27.8 25.14 39.79 
2 8 1 4 8 8 5 5 8 5 2 1 3 8 3 7 2 6 5 9 1 6 3 5 3 5 2 6 8 5 
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 
3 2 2 1 2 2 3 3 2 3 3 2 3 2 3 2 3 1 3 3 2 1 3 3 3 3 3 1 2 3 
3 3 2 3 3 3 2 2 3 2 3 2 1 3 1 2 3 2 2 1 2 2 1 2 1 2 3 2 3 2 
7 8 9 7 4 1 8 8 3 7 9 8 4 5 1 1 1 5 8 3 9 6 7 4 9 8 4 3 5 3 
3692.09 4834.42 3975.57 3484.49 4389.49 4036.54 4446.89 4737.85 4286.94 3849.57 4022.93 4671.97 4365.71 3895.36 4042.39 3499.22 3985.34 3928.04 4866.28 3827.55 4007.57 4752.41 3145.02 4210.91 4128.11 4883.22 4433.36 4006.31 3827.79 3841.29 
0.74 0.57 0.93 0.72 0.58 0.3 0.44 0.41 0.26 0.67 0.89 0.44 0.71 0.31 0.3 0.3 0.31 0.5 0.44 0.46 0.54 0.09 0.77 0.57 0.86 0.5 0.58 0.33 0.45 0.23 
0.77 1.0 0.6 1.0 0.9 0.58 1.0 0.89 0.94 0.9 1.0 0.82 1.0 0.83 0.51 0.62 0.98 1.0 0.76 0.66 0.53 0.56 0.82 0.71 0.59 0.72 0.85 0.78 1.0 0.98 
0.73 0.99 0.61 0.98 0.93 0.53 0.76 0.7 0.63 0.96 0.57 0.87 0.94 0.52 0.67 0.71 0.73 0.77 1.0 0.6 0.63 1.0 0.59 1.0 0.77 0.55 0.65 0.84 0.66 0.58 
0.67 0.76 0.86 0.61 0.62 0.78 0.51 1.0 1.0 0.99 0.6 1.0 0.55 0.54 0.7 0.58 0.81 0.75 0.55 0.75 0.97 0.79 0.57 0.57 0.59 0.72 1.0 0.59 0.65 1.0 
1.0 1.0 0.95 1.0 0.9 0.74 0.56 0.71 0.9 0.6 0.56 0.55 0.6 0.71 0.78 0.71 0.54 0.87 0.58 0.92 1.0 0.51 0.93 1.0 0.74 0.65 0.61 1.0 0.62 0.66 
0.89 0.9 0.91 0.63 0.58 0.95 0.95 0.97 0.5 0.6 1.0 0.94 0.9 0.92 1.0 0.68 0.53 0.72 0.73 0.82 1.0 0.78 0.81 0.72 0.91 0.81 0.9 0.6 0.96 0.68 
0.34 0.67 0.27 0.38 0.27 0.17 0.21 0.43 0.27 0.31 0.19 0.36 0.28 0.15 0.19 0.13 0.16 0.36 0.18 0.22 0.33 0.18 0.21 0.29 0.18 0.15 0.31 0.23 0.25 0.25 
3715.34 2109.5 1351.24 2971.83 844.62 1143.28 1579.07 1899.41 784.2 3272.3 1469.03 1836.94 645.05 755.93 1143.89 1125.25 1319.38 1020.79 1913.45 1241.06 1551.5 1138.68 3133.31 804.31 1639.77 1644.3 701.8 981.43 700.14 624.06 
1232.27 1474.49 391.27 1208.03 222.03 214.48 268.92 811.79 192.58 930.91 311.6 690.08 189.78 139.97 237.97 155.35 265.46 385.98 331.65 310.3 516.11 176.53 563.65 202.16 264.36 258.79 231.16 247.67 185.55 152.52 
18076.69 10047.51 6256.19 14359.14 3723.08 5216.39 7395.36 8997.06 3421.02 15861.5 6845.13 8684.71 2725.23 3279.66 5219.46 5126.27 6096.89 4603.97 9067.27 5705.3 7257.51 5193.39 15166.55 3521.53 7698.86 7721.52 3009.0 4407.15 3000.68 2620.32 
5661.34 6872.46 1456.36 5540.16 610.14 572.38 844.59 3558.97 462.88 4154.57 1058.0 2950.4 448.89 199.85 689.83 276.74 827.31 1429.9 1158.25 1051.48 2080.56 382.66 2318.26 510.78 821.8 793.95 655.79 738.35 427.77 262.58 
147.68 145.03 119.27 69.69 131.68 121.1 177.88 189.51 128.61 153.98 160.92 140.16 174.63 116.86 161.7 104.98 159.41 78.56 194.65 153.1 120.23 95.05 125.8 168.44 165.12 195.33 177.33 80.13 114.83 153.65 
15 13 11 4 12 11 19 20 12 16 17 13 18 11 17 9 17 5 20 16 11 6 13 18 17 20 19 5 10 16 
19 117 15 44 105 15 55 117 73 3 118 12 5 55 10 23 14 49 59 59 61 3 84 64 26 24 0 64 91 7 
120 120 104 79 120 120 75 120 120 100 120 86 25 120 115 82 26 100 120 120 119 30 120 120 68 74 12 107 118 80 
5
0.0 0.0 0.0 0.0 0.0 
0.0 0.0 100.0 0.0 100.0 
0 0 7 0 7 2 8 5 6 6 8 3 6 8 3 6 3 3 8 5 5 5 4 4 8 2 4 6 5 5 5 1 4 6 4 
0 0 7 0 7 2 8 5 6 6 8 3 6 8 3 6 3 3 8 5 5 5 4 4 8 2 4 6 5 5 5 1 4 6 4 
7 7 0 7 0 5 5 2 2 6 6 6 3 5 6 1 3 4 6 3 7 2 7 5 7 4 7 2 4 2 4 6 6 7 5 
0 0 7 0 7 2 8 5 6 6 8 3 6 8 3 6 3 3 8 5 5 5 4 4 8 2 4 6 5 5 5 1 4 6 4 
7 7 0 7 0 5 5 2 2 6 6 6 3 5 6 1 3 4 6 3 7 2 7 5 7 4 7 2 4 2 4 6 6 7 5 
2 2 5 2 5 0 6 3 4 4 5 2 4 6 2 4 1 1 5 3 3 2 3 2 6 1 3 4 2 3 3 1 2 4 2 
8 8 5 8 5 6 0 5 3 2 0 4 2 0 5 4 5 4 1 3 4 4 4 4 1 6 5 3 3 3 2 7 4 4 3 
5 5 2 5 2 3 5 0 2 6 5 4 3 5 5 1 1 2 6 2 6 0 5 4 6 2 5 2 3 1 3 4 5 6 4 
6 6 2 6 2 4 3 2 0 4 3 4 0 3 4 1 3 2 3 1 4 1 4 3 4 4 5 0 2 1 2 5 4 5 3 
6 6 6 6 6 4 2 6 4 0 2 2 3 2 3 5 5 3 1 3 1 5 2 2 1 5 3 4 2 4 2 5 2 1 2 
8 8 6 8 6 5 0 5 3 2 0 4 2 0 5 4 5 4 0 3 3 4 4 3 1 6 5 3 3 3 2 7 4 4 3 
3 3 6 3 6 2 4 4 4 2 4 0 4 4 0 4 3 1 4 3 1 3 1 0 4 3 1 4 1 3 2 2 0 2 0 
6 6 3 6 3 4 2 3 0 3 2 4 0 2 4 1 3 3 2 1 4 2 4 3 3 4 5 1 2 1 1 5 4 4 3 
8 8 5 8 5 6 0 5 3 2 0 4 2 0 5 4 5 4 1 3 4 4 4 4 1 6 5 3 3 3 2 7 4 4 4 
3 3 6 3 6 2 5 5 4 3 5 0 4 5 0 5 3 2 4 4 2 4 1 1 5 3 0 5 2 4 3 2 1 2 1 
6 6 1 6 1 4 4 1 1 5 4 4 1 4 5 0 2 2 4 1 5 1 5 3 5 3 5 0 2 1 2 5 4 6 3 
3 3 3 3 3 1 5 1 3 5 5 3 3 5 3 2 0 1 5 2 4 1 4 3 6 1 4 3 2 2 3 2 3 5 3 
3 3 4 3 4 1 4 2 2 3 4 1 3 4 2 2 1 0 4 1 3 1 3 1 5 2 3 2 1 1 1 2 2 4 1 
8 8 6 8 6 5 1 6 3 1 0 4 2 1 4 4 5 4 0 3 3 5 3 3 0 6 4 4 3 4 2 6 3 3 3 
5 5 3 5 3 3 3 2 1 3 3 3 1 3 4 1 2 1 3 0 4 1 4 2 4 3 4 1 1 0 1 4 3 4 2 
5 5 7 5 7 3 4 6 4 1 3 1 4 4 2 5 4 3 3 4 0 5 0 1 3 5 1 5 2 4 2 4 1 0 1 
5 5 2 5 2 2 4 0 1 5 4 3 2 4 4 1 1 1 5 1 5 0 4 3 5 2 5 1 2 0 2 4 4 5 3 
4 4 7 4 7 3 4 5 4 2 4 1 4 4 1 5 4 3 3 4 0 4 0 1 4 4 0 5 2 4 2 3 0 1 1 
4 4 5 4 5 2 4 4 3 2 3 0 3 4 1 3 3 1 3 2 1 3 1 0 4 3 2 3 1 2 1 3 1 2 0 
8 8 7 8 7 6 1 6 4 1 1 4 3 1 5 5 6 5 0 4 3 5 4 4 0 7 4 4 3 4 3 7 4 3 3 
2 2 4 2 4 1 6 2 4 5 6 3 4 6 3 3 1 2 6 3 5 2 4 3 7 0 4 4 3 3 3 1 4 5 3 
4 4 7 4 7 3 5 5 5 3 5 1 5 5 0 5 4 3 4 4 1 5 0 2 4 4 0 5 3 4 3 3 1 1 2 
6 6 2 6 2 4 3 2 0 4 3 4 1 3 5 0 3 2 4 1 5 1 5 3 4 4 5 0 2 1 2 5 4 5 3 
5 5 4 5 4 2 3 3 2 2 3 1 2 3 2 2 2 1 3 1 2 2 2 1 3 3 3 2 0 1 0 3 2 3 1 
5 5 2 5 2 3 3 1 1 4 3 3 1 3 4 1 2 1 4 0 4 0 4 2 4 3 4 1 1 0 1 4 3 5 2 
5 5 4 5 4 3 2 3 2 2 2 2 1 2 3 2 3 1 2 1 2 2 2 1 3 3 3 2 0 1 0 4 2 3 1 
1 1 6 1 6 1 7 4 5 5 7 2 5 7 2 5 2 2 6 4 4 4 3 3 7 1 3 5 3 4 4 0 3 5 3 
4 4 6 4 6 2 4 5 4 2 4 0 4 4 1 4 3 2 3 3 1 4 0 1 4 4 1 4 2 3 2 3 0 1 1 
6 6 7 6 7 4 4 6 5 1 4 2 4 4 2 6 5 4 3 4 0 5 1 2 3 5 1 5 3 5 3 5 1 0 2 
