30 1189.97 0 1680 14 120
3.56 71.25 14.8 40.16 24.23 64.29 47.59 91.2 19.86 96.53 18.56 8.87 14.48 16.53 93.77 3.28 97.02 1.38 74.38 26.68 72.48 73.28 14.61 13.8 60.9 87.14 12.41 49.67 20.77 2.21 
18.0 56.3 58.13 72.61 65.83 35.9 24.48 65.28 49.85 18.37 86.47 42.26 26.84 32.45 41.6 57.15 81.89 61.46 54.54 64.22 53.62 80.74 50.07 33.28 52.84 88.54 87.16 43.93 72.3 56.15 
1 7 2 4 3 6 5 9 2 9 2 1 2 2 9 1 9 1 7 3 7 7 2 2 6 8 2 5 2 1 
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 
2 1 2 3 2 1 2 1 2 1 2 2 2 2 1 2 1 2 1 2 1 1 2 2 1 2 2 2 2 2 
2 3 3 3 3 1 2 3 3 3 3 2 3 3 3 2 3 2 3 3 3 3 3 3 1 1 3 2 3 2 
7 10 1 3 10 7 4 8 3 2 5 8 5 5 7 8 8 7 4 9 4 3 10 6 3 1 3 6 5 3 
4164.72 3913.64 3422.76 3298.55 3875.89 4555.62 4515.31 3784.21 3393.5 3208.01 3213.26 3810.24 3775.42 3174.74 3679.15 3813.38 3781.13 3665.02 3872.86 3945.63 3647.52 3293.52 3945.74 3442.07 3358.18 4477.13 3414.04 3501.33 3262.05 3225.99 
0.13 0.3 0.31 0.05 0.52 0.2 0.39 0.88 0.05 0.64 0.44 0.97 0.44 0.45 0.17 0.64 0.81 0.15 0.36 0.54 0.31 0.04 0.51 0.73 0.0 0.14 0.01 0.85 0.46 0.01 
0.63 0.64 0.63 0.87 0.85 1.0 0.7 0.73 0.71 0.77 1.0 0.55 0.72 1.0 0.76 1.0 0.91 0.63 0.98 1.0 0.61 0.81 0.79 0.52 0.5 0.78 0.64 0.72 0.67 0.85 
0.66 0.89 0.85 0.96 0.64 0.85 1.0 0.87 0.99 0.72 0.57 0.55 0.6 0.62 0.92 0.85 0.83 0.87 0.89 1.0 0.63 1.0 0.93 0.96 0.75 0.94 1.0 0.95 0.97 0.96 
0.71 0.63 1.0 0.98 0.88 0.86 0.76 0.9 0.74 0.9 1.0 0.66 0.68 0.91 0.85 0.84 1.0 1.0 1.0 0.74 0.71 0.6 0.96 0.51 0.85 0.75 0.62 0.54 0.95 0.91 
1.0 0.78 0.69 0.67 1.0 1.0 0.87 1.0 0.82 0.79 0.7 0.73 0.9 0.68 0.72 0.75 1.0 0.88 0.92 0.64 0.63 0.86 0.6 0.6 0.86 0.7 1.0 0.69 0.69 0.73 
0.76 0.78 0.67 0.96 1.0 0.85 0.51 0.57 0.99 1.0 1.0 1.0 0.75 0.54 0.89 0.91 0.72 0.8 0.8 0.95 0.77 0.94 0.64 0.99 0.6 0.99 0.61 0.78 0.72 0.82 
0.22 0.22 0.25 0.52 0.48 0.62 0.24 0.33 0.43 0.4 0.4 0.14 0.2 0.21 0.38 0.49 0.54 0.38 0.65 0.45 0.13 0.39 0.27 0.15 0.17 0.38 0.24 0.2 0.3 0.45 
794.93 1404.44 668.77 940.27 1580.45 976.67 726.68 1268.12 801.95 1800.75 919.85 1038.3 1015.34 1336.65 671.66 818.87 892.21 1024.69 535.94 695.12 564.51 970.94 1674.89 944.51 898.32 776.09 771.35 1151.52 1026.53 1154.07 
154.68 263.33 173.8 519.3 799.36 676.02 181.09 463.19 329.57 651.15 361.96 173.33 208.3 238.39 227.12 411.97 494.61 405.61 333.24 300.68 74.84 374.99 457.47 135.32 150.13 286.64 194.03 229.75 339.82 511.78 
3474.65 6522.19 2843.86 4201.35 7402.23 4383.35 3133.41 5840.62 3509.73 8503.75 4099.24 4691.49 4576.69 6183.27 2858.3 3594.37 3961.04 4623.43 2179.71 2975.62 2322.56 4354.7 7874.44 4222.54 3991.58 3380.45 3356.75 5257.61 4632.67 5270.33 
273.4 816.65 369.0 2096.52 3496.79 2880.08 405.47 1815.94 1147.86 2755.77 1309.8 366.65 541.52 691.94 635.59 1559.86 1973.04 1528.06 1166.18 1003.39 -125.82 1374.94 1787.35 176.61 250.65 933.2 470.13 648.74 1199.1 2058.9 
124.94 78.27 102.68 131.94 116.28 91.11 135.46 75.68 101.8 64.16 96.4 114.31 113.26 95.24 73.58 114.4 75.62 109.95 77.46 118.37 72.95 65.87 118.37 103.26 67.16 134.31 102.42 105.04 97.86 96.78 
11 5 9 14 11 6 12 5 9 4 9 10 10 9 5 10 5 10 5 11 5 4 11 9 4 12 9 10 9 9 
13 33 92 21 24 107 78 33 24 10 76 25 65 62 97 48 109 79 1 107 46 47 10 81 83 96 45 101 92 107 
48 120 120 87 120 120 120 120 36 53 120 120 120 120 120 91 120 114 67 120 112 90 53 117 103 120 120 120 120 120 
2
0.0 0.0 
0.0 0.0 
0 0 1 6 4 5 5 5 3 8 3 7 6 3 2 2 7 4 9 4 6 4 6 7 3 2 5 8 6 4 5 4 
0 0 1 6 4 5 5 5 3 8 3 7 6 3 2 2 7 4 9 4 6 4 6 7 3 2 5 8 6 4 5 4 
1 1 0 5 2 4 3 4 3 7 2 6 5 1 1 1 6 2 8 3 5 3 5 6 2 1 4 7 4 3 4 2 
6 6 5 0 4 2 3 1 2 1 3 3 4 4 4 4 1 4 2 5 0 3 0 1 4 4 0 2 4 1 3 4 
4 4 2 4 0 2 0 3 3 5 0 6 2 1 2 1 5 0 6 0 4 0 4 4 0 1 3 5 2 2 1 0 
5 5 4 2 2 0 1 3 3 3 2 5 1 3 3 3 4 2 4 2 2 1 2 2 2 3 2 3 2 2 1 2 
5 5 3 3 0 1 0 3 3 4 1 6 1 2 2 2 5 1 5 1 3 0 3 3 1 2 2 4 1 2 0 1 
5 5 4 1 3 3 3 0 1 2 3 2 4 3 3 3 2 4 4 4 1 3 1 3 3 3 1 4 5 1 4 4 
3 3 3 2 3 3 3 1 0 4 2 3 4 3 2 2 3 3 5 4 2 3 2 4 2 2 2 5 5 1 3 3 
8 8 7 1 5 3 4 2 4 0 5 3 5 6 6 5 1 6 1 6 1 4 1 1 5 5 2 1 5 3 5 6 
3 3 2 3 0 2 1 3 2 5 0 5 2 0 1 1 5 1 5 1 3 1 3 4 0 1 2 5 2 2 1 1 
7 7 6 3 6 5 6 2 3 3 5 0 7 6 5 5 1 7 4 7 3 5 3 4 6 6 3 5 7 3 6 7 
6 6 5 4 2 1 1 4 4 5 2 7 0 3 4 3 6 2 5 2 4 1 4 3 2 3 3 4 0 3 1 2 
3 3 1 4 1 3 2 3 3 6 0 6 3 0 1 0 6 1 6 1 4 2 4 5 0 0 3 6 3 2 2 1 
2 2 1 4 2 3 2 3 2 6 1 5 4 1 0 0 5 2 7 2 4 2 4 5 1 0 3 6 4 2 3 2 
2 2 1 4 1 3 2 3 2 5 1 5 3 0 0 0 5 2 6 2 4 2 4 5 1 0 3 6 3 2 2 1 
7 7 6 1 5 4 5 2 3 1 5 1 6 6 5 5 0 6 2 6 1 5 1 3 5 5 2 3 6 3 5 6 
4 4 2 4 0 2 1 4 3 6 1 7 2 1 2 2 6 0 6 0 5 1 4 5 0 1 4 6 2 3 1 0 
9 9 8 2 6 4 5 4 5 1 5 4 5 6 7 6 2 6 0 6 2 5 2 1 6 6 3 0 6 4 5 7 
4 4 3 5 0 2 1 4 4 6 1 7 2 1 2 2 6 0 6 0 5 1 5 5 1 2 4 6 1 3 1 0 
6 6 5 0 4 2 3 1 2 1 3 3 4 4 4 4 1 5 2 5 0 3 0 1 4 4 0 2 5 1 4 5 
4 4 3 3 0 1 0 3 3 4 1 5 1 2 2 2 5 1 5 1 3 0 3 3 1 2 2 4 1 2 0 1 
6 6 5 0 4 2 3 1 2 1 3 3 4 4 4 4 1 4 2 5 0 3 0 1 4 4 0 2 4 1 3 5 
7 7 6 1 4 2 3 3 4 1 4 4 3 5 5 5 3 5 1 5 1 3 1 0 4 5 2 1 4 3 3 5 
3 3 2 4 0 2 1 3 2 5 0 6 2 0 1 1 5 0 6 1 4 1 4 4 0 1 3 5 2 2 1 0 
2 2 1 4 1 3 2 3 2 5 1 6 3 0 0 0 5 1 6 2 4 2 4 5 1 0 3 6 3 2 2 1 
5 5 4 0 3 2 2 1 2 2 2 3 3 3 3 3 2 4 3 4 0 2 0 2 3 3 0 3 4 1 3 4 
8 8 7 2 5 3 4 4 5 1 5 5 4 6 6 6 3 6 0 6 2 4 2 1 5 6 3 0 5 4 4 6 
6 6 4 4 2 2 1 5 5 5 2 7 0 3 4 3 6 2 6 1 5 1 4 4 2 3 4 5 0 4 1 2 
4 4 3 1 2 2 2 1 1 3 2 3 3 2 2 2 3 3 4 3 1 2 1 3 2 2 1 4 4 0 2 3 
5 5 4 3 1 1 0 4 3 5 1 6 1 2 3 2 5 1 5 1 4 0 3 3 1 2 3 4 1 2 0 1 
4 4 2 4 0 2 1 4 3 6 1 7 2 1 2 1 6 0 7 0 5 1 5 5 0 1 4 6 2 3 1 0 
