70 5389.02 0 1680 14 120
[3668.27, 3509.52, 903.79, 4221.81, 8049.36, 5016.17, 824.31, 9515.64, 5686.98, 2592.79, 7447.82, 4883.0, 5416.58, 739.06, 5096.68, 5350.16, 850.57, 2374.12, 4555.66, 9440.31, 7987.44, 3523.67, 996.86, 7000.33, 1859.28, 4122.05, 1306.5, 6213.16, 2878.88, 154.21, 3521.08, 1545.63, 526.39, 681.42, 4852.78, 1406.35, 518.76, 1513.8, 8619.64, 3761.14, 5903.86, 9459.81, 2490.3, 5262.57, 238.15, 1561.78, 9653.33, 1521.25, 7550.12, 620.07, 522.24, 3933.2, 8562.59, 9495.32, 2435.49, 5179.57, 1956.14, 263.38, 3817.6, 9087.68, 1706.65, 5728.47, 3593.42, 1616.45, 2602.36, 5957.39, 8516.68, 7900.58, 6265.84, 7501.68]
[8374.17, 5432.8, 6346.77, 7443.08, 3018.58, 4312.59, 3930.05, 5033.01, 3633.51, 7789.36, 4935.06, 6728.92, 5723.44, 1495.23, 8355.22, 3671.71, 2545.97, 6039.51, 8174.64, 2323.18, 8806.17, 8776.74, 4607.94, 6785.24, 6247.33, 2953.94, 4873.54, 1957.61, 7592.3, 3284.32, 3416.3, 2654.28, 3169.5, 4134.52, 7789.64, 3991.19, 3964.36, 7327.6, 5155.57, 2517.53, 7619.02, 4323.51, 8582.57, 3438.39, 2822.16, 5487.36, 5650.96, 1065.55, 1187.78, 2051.0, 8570.16, 5928.42, 8943.31, 1163.83, 8110.38, 7801.57, 3220.83, 1593.33, 2180.16, 5766.46, 8174.5, 8718.91, 6573.12, 6425.24, 5537.26, 2871.6, 6492.22, 2279.15, 2959.27, 2485.97]
[4, 4, 1, 4, 8, 5, 1, 9, 6, 3, 7, 5, 5, 1, 5, 5, 1, 3, 5, 9, 8, 4, 1, 7, 2, 4, 2, 6, 3, 1, 4, 2, 1, 1, 5, 2, 1, 2, 8, 4, 6, 9, 3, 5, 1, 2, 9, 2, 7, 1, 1, 4, 8, 9, 3, 5, 2, 1, 4, 9, 2, 6, 4, 2, 3, 6, 8, 8, 6, 7]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70]
[1, 1, 3, 1, 2, 2, 3, 1, 1, 3, 1, 2, 2, 3, 2, 2, 3, 3, 2, 1, 2, 1, 3, 1, 1, 1, 1, 1, 3, 3, 1, 1, 3, 3, 2, 1, 3, 1, 2, 1, 1, 1, 3, 2, 3, 1, 1, 1, 1, 3, 3, 1, 2, 1, 3, 2, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 2, 2, 1, 1]
[2, 2, 2, 2, 1, 1, 2, 2, 1, 1, 3, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 2, 3, 3, 2, 3, 1, 1, 2, 2, 3, 2, 2, 1, 3, 2, 3, 1, 2, 1, 2, 1, 1, 2, 3, 2, 3, 3, 2, 2, 2, 1, 2, 1, 1, 3, 2, 2, 2, 3, 1, 2, 3, 1, 1, 1, 1, 1, 3]
[9, 3, 5, 10, 3, 3, 10, 2, 8, 4, 5, 10, 1, 2, 5, 5, 8, 9, 8, 1, 4, 9, 8, 9, 7, 4, 1, 4, 9, 10, 3, 5, 10, 5, 5, 8, 9, 2, 4, 10, 7, 8, 5, 8, 6, 2, 9, 7, 1, 10, 5, 1, 3, 10, 10, 1, 7, 8, 9, 7, 5, 8, 5, 5, 4, 10, 1, 9, 8, 7]
[4043.95, 4543.55, 4177.12, 4655.87, 3428.65, 4586.25, 4698.52, 4347.46, 4168.37, 3445.68, 4416.87, 4723.2, 4595.17, 4664.59, 4384.36, 3920.94, 4186.36, 4079.39, 4191.4, 4582.27, 3434.5, 3831.01, 4096.69, 4516.55, 3202.79, 3968.35, 4622.02, 4180.16, 4162.41, 4616.01, 3828.62, 3830.52, 4722.94, 4045.58, 4368.37, 4106.41, 4255.83, 4556.2, 4118.28, 4607.2, 3204.4, 4114.27, 4164.82, 4049.04, 4357.26, 3998.4, 4526.24, 3190.8, 4482.0, 4610.21, 4141.11, 4546.56, 4204.24, 4532.65, 4683.9, 4575.22, 3196.34, 4137.47, 4202.23, 3171.73, 4325.84, 4091.31, 4210.93, 3988.92, 3619.04, 4717.61, 4615.55, 3870.5, 4150.94, 3187.57]
[0.2, 0.05, 0.5, 0.31, 0.48, 0.36, 0.86, 0.52, 0.39, 0.48, 0.3, 0.54, 0.45, 0.37, 0.4, 0.32, 0.76, 0.18, 0.81, 0.52, 0.48, 0.16, 0.36, 0.17, 0.33, 0.48, 0.5, 0.49, 0.22, 0.39, 0.54, 0.31, 0.49, 0.31, 0.31, 0.17, 0.22, 0.78, 0.47, 0.13, 0.55, 0.36, 0.36, 0.47, 0.36, 0.73, 0.2, 0.43, 0.42, 0.13, 0.64, 0.42, 0.16, 0.26, 0.7, 0.52, 0.56, 0.3, 0.27, 0.57, 0.27, 0.21, 0.49, 0.54, 0.46, 0.32, 0.47, 0.25, 0.53, 0.23]
[0.82, 0.89, 0.63, 0.73, 0.78, 0.99, 0.99, 0.79, 0.85, 0.96, 1.02, 1.01, 0.8, 0.86, 0.94, 0.63, 0.65, 0.52, 0.82, 0.82, 0.88, 1.0, 0.65, 0.64, 1.02, 0.54, 0.74, 1.04, 0.85, 0.98, 0.99, 0.83, 1.02, 1.07, 1.05, 0.83, 0.85, 0.99, 0.55, 1.04, 1.03, 0.97, 0.53, 0.62, 0.81, 0.53, 0.64, 1.1, 0.67, 0.96, 0.79, 1.04, 0.66, 0.74, 0.53, 0.96, 1.01, 0.57, 0.93, 0.95, 0.8, 0.56, 0.52, 1.01, 1.07, 0.96, 0.76, 0.68, 0.9, 0.82]
