70 5976.44 0 1680 7 240
[1316.42, 3924.13, 6007.25, 948.07, 3002.07, 9574.92, 5210.3, 3450.33, 8305.39, 7518.68, 2080.18, 6373.58, 5707.37, 6993.34, 5815.54, 6318.74, 4161.72, 876.53, 1923.54, 9566.51, 5972.08, 759.18, 5966.14, 2781.38, 7505.14, 363.13, 8209.52, 4281.48, 5978.35, 6804.06, 1597.37, 6492.59, 7985.3, 2064.96, 7965.89, 8749.18, 9788.8, 1430.7, 4785.36, 823.88, 3862.44, 2888.9, 5061.02, 3051.04, 5012.32, 4188.96, 143.66, 3055.61, 5157.38, 8416.27, 7155.08, 9210.67, 9654.01, 8258.37, 5055.61, 127.09, 3598.19, 9250.15, 1383.29, 1529.39, 471.05, 9479.12, 6486.86, 7176.27, 6203.84, 9501.38, 6069.15, 685.78, 4195.65, 4309.97]
[1241.29, 4400.98, 2979.14, 2479.89, 4816.12, 3876.61, 3280.35, 3639.21, 6009.56, 6646.7, 8603.15, 8858.36, 3605.51, 1471.19, 2158.76, 1528.77, 4687.89, 7427.05, 3364.43, 5323.42, 6121.75, 7637.43, 2659.28, 1333.62, 8389.7, 6938.58, 8699.69, 5831.12, 4127.0, 4980.18, 4267.27, 7239.51, 4021.71, 7816.38, 8612.04, 3868.98, 8059.81, 1313.36, 3698.23, 6679.22, 4151.86, 3658.94, 8463.2, 5769.57, 5422.04, 6572.16, 1462.45, 8114.65, 8116.34, 1354.9, 6542.69, 5414.79, 6453.94, 5858.83, 7794.27, 7342.49, 1825.13, 6810.09, 6048.33, 1243.97, 7833.71, 4741.23, 8565.3, 1007.5, 6821.15, 4966.28, 8468.1, 1934.04, 3090.27, 7921.44]
[2, 4, 6, 1, 3, 9, 5, 4, 8, 7, 2, 6, 6, 7, 6, 6, 4, 1, 2, 9, 6, 1, 6, 3, 7, 1, 8, 4, 6, 7, 2, 6, 8, 2, 8, 8, 9, 2, 5, 1, 4, 3, 5, 3, 5, 4, 1, 3, 5, 8, 7, 9, 9, 8, 5, 1, 4, 9, 2, 2, 1, 9, 6, 7, 6, 9, 6, 1, 4, 4]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70]
[3, 1, 3, 3, 3, 1, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 3, 3, 1, 3, 1, 1, 1, 3, 3, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3, 1, 3, 1, 1, 1, 3, 3, 1, 1, 3, 3, 3, 1, 3, 3, 3, 1, 3, 3, 1, 1]
[1, 1, 1, 2, 2, 3, 2, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 2, 1, 3, 1, 2, 1, 2, 3, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 1, 3, 3, 3, 1, 2, 2, 1, 3, 1, 1, 2, 3, 1, 3, 1, 3, 1, 2, 1, 1]
[8, 9, 7, 7, 8, 1, 10, 10, 5, 4, 6, 4, 9, 8, 3, 10, 3, 6, 8, 6, 9, 5, 3, 2, 6, 4, 5, 4, 5, 2, 1, 8, 5, 4, 7, 2, 7, 4, 1, 10, 4, 3, 10, 3, 8, 5, 10, 6, 9, 2, 10, 8, 3, 10, 6, 3, 3, 5, 2, 3, 9, 1, 8, 2, 6, 1, 8, 7, 2, 4]
[4058.81, 3759.84, 3466.89, 3481.53, 4541.98, 4859.43, 3910.8, 4045.26, 3889.31, 3454.27, 3428.18, 3633.84, 3881.44, 4407.63, 3923.34, 4032.2, 3943.82, 3906.11, 4135.85, 3409.76, 3957.73, 3826.4, 3694.15, 3796.07, 3653.73, 3685.55, 3689.89, 3694.89, 3701.49, 3493.02, 4549.07, 4094.84, 3954.34, 3678.49, 3919.84, 3720.87, 3885.88, 3614.86, 4617.02, 3932.52, 3466.96, 3594.62, 4024.12, 3856.35, 4421.33, 3924.16, 3967.1, 3291.8, 3854.31, 3337.06, 3921.87, 4040.49, 3877.88, 4029.07, 3879.02, 3718.93, 4039.35, 3732.63, 3503.26, 3868.76, 3812.64, 4600.18, 4123.11, 3357.67, 3271.05, 4679.41, 4325.62, 3773.55, 3817.56, 3670.14]
[0.44, 0.38, 0.57, 0.57, 0.32, 0.11, 0.48, 0.53, 0.33, 0.72, 0.62, 0.64, 0.38, 0.19, 0.14, 0.58, 0.41, 0.47, 0.38, 0.67, 0.43, 0.29, 0.17, 0.8, 0.19, 0.63, 0.28, 0.6, 0.3, 0.78, 0.28, 0.39, 0.26, 0.62, 0.49, 0.76, 0.59, 0.57, 0.2, 0.55, 0.79, 0.19, 0.59, 0.31, 0.37, 0.21, 0.38, 0.52, 0.38, 0.84, 0.69, 0.18, 0.22, 0.54, 0.22, 0.4, 0.38, 0.25, 0.84, 0.34, 0.37, 0.22, 0.31, 0.83, 0.69, 0.2, 0.12, 0.5, 0.78, 0.75]
[0.73, 0.8, 1.06, 0.96, 0.83, 0.63, 0.95, 0.95, 0.56, 0.76, 0.99, 1.04, 0.54, 0.61, 0.65, 0.94, 0.54, 0.9, 0.85, 0.99, 0.81, 0.74, 1.06, 0.81, 0.56, 0.86, 0.71, 0.64, 1.01, 0.66, 0.85, 0.55, 1.01, 0.59, 0.85, 0.69, 0.7, 0.53, 0.74, 0.93, 0.56, 0.97, 0.99, 0.5, 0.68, 0.76, 0.63, 0.66, 0.71, 1.08, 1.06, 0.72, 0.89, 0.94, 0.71, 1.03, 0.67, 0.84, 0.75, 0.99, 0.77, 0.53, 0.71, 1.08, 0.75, 0.94, 1.08, 0.68, 0.61, 0.66]
[0.89, 1.05, 0.64, 0.86, 0.74, 1.01, 0.82, 1.09, 1.04, 1.04, 0.76, 0.76, 0.5, 1.06, 0.97, 0.52, 0.78, 0.71, 0.57, 0.99, 0.87, 1.07, 0.91, 0.87, 0.93, 1.01, 0.53, 0.91, 0.65, 0.83, 1.0, 1.06, 0.7, 0.73, 0.56, 0.57, 1.06, 0.86, 0.56, 0.64, 0.97, 1.06, 0.64, 0.61, 1.08, 1.09, 1.06, 0.54, 0.76, 0.63, 1.08, 0.69, 0.74, 0.81, 0.83, 0.84, 0.98, 0.68, 0.53, 0.9, 1.05, 0.91, 0.76, 0.5, 1.01, 0.69, 1.03, 0.73, 0.68, 0.61]
[0.9, 0.81, 0.9, 0.76, 1.01, 1.08, 0.77, 0.64, 0.71, 0.86, 0.54, 0.81, 0.86, 1.08, 1.03, 0.86, 1.07, 0.57, 0.93, 1.02, 0.81, 0.74, 0.63, 0.64, 0.73, 0.96, 0.55, 1.04, 0.76, 0.84, 0.9, 0.89, 0.99, 0.96, 0.89, 0.7, 0.77, 0.85, 0.79, 0.95, 0.69, 0.7, 0.65, 0.76, 0.68, 1.01, 0.56, 0.78, 0.65, 0.8, 0.7, 0.5, 1.09, 0.96, 0.97, 0.97, 0.86, 0.65, 0.52, 0.67, 0.85, 0.9, 0.69, 0.76, 0.67, 1.06, 0.59, 0.96, 0.79, 0.65]
[1.03, 0.93, 0.92, 0.55, 1.09, 0.88, 0.65, 0.52, 0.75, 0.79, 0.77, 1.04, 0.61, 0.89, 0.92, 0.57, 0.58, 0.96, 0.73, 0.74, 0.92, 0.79, 0.79, 1.01, 0.69, 0.98, 0.7, 0.71, 0.54, 0.51, 0.98, 0.67, 0.72, 0.71, 0.69, 0.78, 0.8, 0.51, 0.66, 1.03, 0.94, 0.99, 0.61, 1.0, 0.65, 0.87, 0.81, 1.02, 0.5, 1.0, 1.1, 0.67, 1.08, 0.89, 0.86, 0.84, 0.79, 0.63, 0.53, 0.92, 0.68, 1.1, 1.01, 0.77, 1.1, 0.8, 0.52, 0.87, 0.7, 1.02]
[0.91, 0.56, 0.78, 0.77, 1.01, 0.51, 0.99, 1.1, 0.88, 1.03, 1.04, 0.82, 0.59, 0.86, 0.54, 0.73, 1.0, 0.9, 0.55, 0.78, 1.01, 0.69, 0.51, 0.67, 0.96, 0.96, 1.07, 0.78, 0.92, 0.65, 1.09, 0.53, 0.51, 0.99, 0.98, 0.54, 1.03, 0.76, 0.84, 0.57, 0.53, 0.7, 0.53, 0.94, 0.57, 0.72, 0.7, 1.06, 0.64, 0.56, 1.02, 1.02, 0.98, 0.69, 0.99, 1.05, 0.81, 0.83, 0.53, 0.61, 0.97, 0.93, 0.51, 0.76, 1.09, 0.86, 0.56, 1.0, 0.76, 0.62]
[0.55, 0.36, 0.44, 0.27, 0.69, 0.31, 0.38, 0.38, 0.27, 0.56, 0.32, 0.55, 0.08, 0.54, 0.33, 0.17, 0.26, 0.32, 0.18, 0.58, 0.53, 0.32, 0.25, 0.3, 0.25, 0.78, 0.16, 0.33, 0.25, 0.15, 0.82, 0.18, 0.26, 0.29, 0.29, 0.12, 0.47, 0.15, 0.18, 0.33, 0.18, 0.5, 0.13, 0.22, 0.19, 0.52, 0.21, 0.3, 0.11, 0.3, 0.9, 0.17, 0.76, 0.45, 0.48, 0.75, 0.36, 0.2, 0.06, 0.34, 0.45, 0.44, 0.19, 0.24, 0.61, 0.46, 0.19, 0.42, 0.18, 0.17]
