Instancia,Viabilidade H,Tempo total (s) H,Tempo medio (s) H,Valor da função objetivo H,Viabilidade MS,Tempo total (s) MS,Tempo medio (s) MS,Valor da função objetivo MS,Viabilidade IG,Tempo total (s) IG,Tempo medio (s) IG,Valor da função objetivo IG,Viabilidade GRASP_VND,Tempo total (s) GRASP_VND,Tempo medio (s) GRASP_VND,Valor da função objetivo GRASP_VND,Viabilidade GRASP_RVND,Tempo total (s) GRASP_RVND,Tempo medio (s) GRASP_RVND,Valor da função objetivo GRASP_RVND,Viabilidade ILS_VND,Tempo total (s) ILS_VND,Tempo medio (s) ILS_VND,Valor da função objetivo ILS_VND,Viabilidade ILS_RVND,Tempo total (s) ILS_RVND,Tempo medio (s) ILS_RVND,Valor da função objetivo ILS_RVND
/instancia_70projetos_2sondas_delta_t7.dat,feasible,0.017902851104736328,0.008951783180236816,64753.71,feasible,1.2107398509979248,0.605370283126831,69799.31,feasible,1.06156325340271,0.5307819843292236,69832.17000000001,feasible,56.039297580718994,28.019649147987366,62560.93999999998,feasible,20.172257661819458,10.086129069328308,67168.48,feasible,13.725294351577759,6.862647533416748,58951.75,feasible,7.643115043640137,3.8215577602386475,67483.84999999999
/instancia_10projetos_10sondas_delta_t7.dat,feasible,0.0025556087493896484,0.0012780427932739258,7003.19,feasible,0.2766456604003906,0.13832318782806396,7016.8,feasible,0.20159649848937988,0.1007986068725586,7016.8,feasible,0.27275705337524414,0.13637876510620117,7016.8,feasible,0.11501073837280273,0.05750572681427002,7003.19,feasible,0.2860264778137207,0.14301371574401855,7016.8,feasible,0.3254711627960205,0.1627359390258789,7016.8
/instancia_160projetos_2sondas_delta_t28.dat,feasible,0.03729248046875,0.018646597862243652,82720.61000000003,feasible,3.9473092555999756,1.973654866218567,87880.73000000001,feasible,3.1467909812927246,1.573395848274231,91864.96,feasible,32.97058606147766,16.4852933883667,83284.51,feasible,32.724616050720215,16.362308382987976,80886.20999999999,feasible,31.09899401664734,15.549497365951538,85126.90000000002,feasible,12.307833194732666,6.153916835784912,88789.62999999999
/instancia_130projetos_10sondas_delta_t7.dat,feasible,0.08509278297424316,0.042546749114990234,153117.59,feasible,9.871672868728638,4.935836672782898,158568.25999999995,feasible,4.299824237823486,2.149912476539612,157108.99000000002,feasible,90.25769853591919,45.12884962558746,153016.15,feasible,85.16328811645508,42.58164465427399,131058.04999999999,feasible,20.54226016998291,10.271130561828613,154999.87999999995,feasible,51.15458798408508,25.57729423046112,151445.77999999994
/instancia_40projetos_2sondas_delta_t28.dat,feasible,0.0037703514099121094,0.001885533332824707,34156.51,feasible,0.4035499095916748,0.2017751932144165,34761.07,feasible,0.2677574157714844,0.1338791847229004,35009.25,feasible,22.081400632858276,11.040700793266296,32862.280000000006,feasible,11.33632516860962,5.668162941932678,33903.29,feasible,6.528428077697754,3.264214277267456,29012.25,feasible,8.014840364456177,4.0074204206466675,30327.720000000005
/instancia_160projetos_10sondas_delta_t1.dat,feasible,0.11823129653930664,0.05911600589752197,170037.84,feasible,14.748415470123291,7.374207973480225,170677.18999999994,feasible,6.812538385391235,3.4062695503234863,171942.66,feasible,220.95015454292297,110.47507774829865,168139.47,feasible,101.0724356174469,50.53621828556061,149107.34999999998,feasible,103.04876136779785,51.524381041526794,154105.74000000005,feasible,44.96733212471008,22.4836665391922,164395.90000000002
/instancia_190projetos_2sondas_delta_t28.dat,feasible,0.04153323173522949,0.0207669734954834,77329.79999999999,feasible,4.667033672332764,2.333517074584961,83493.76999999999,feasible,4.962183952331543,2.48109233379364,85475.50999999998,feasible,53.16683316230774,26.58341681957245,84168.68000000004,feasible,9.284950971603394,4.642475724220276,82141.04,feasible,17.62766933441162,8.81383502483368,78605.40999999999,feasible,14.295171976089478,7.147586226463318,74567.54999999997
/instancia_190projetos_2sondas_delta_t1.dat,feasible,0.040640830993652344,0.020320653915405273,49105.320000000014,feasible,4.562458038330078,2.281229257583618,50994.44000000001,feasible,4.539445638656616,2.2697231769561768,50724.460000000014,feasible,37.30030870437622,18.65015470981598,46782.72000000001,feasible,22.46421980857849,11.232110261917114,51308.26000000001,feasible,26.365347146987915,13.182673931121826,47874.960000000014,feasible,19.16302251815796,9.581511497497559,44869.08000000001
/instancia_40projetos_2sondas_delta_t7.dat,feasible,0.004393100738525391,0.002196788787841797,39478.48999999999,feasible,0.4663105010986328,0.23315560817718506,41495.54,feasible,0.443418025970459,0.2217094898223877,45889.030000000006,feasible,7.856525897979736,3.9282631874084473,37878.990000000005,feasible,2.6153817176818848,1.3076913356781006,39120.409999999996,feasible,4.951446771621704,2.4757238626480103,34111.76,feasible,2.1930830478668213,1.0965417623519897,38369.770000000004
/instancia_10projetos_10sondas_delta_t1.dat,feasible,0.0026443004608154297,0.0013223886489868164,15549.580000000002,feasible,0.28500795364379883,0.14250433444976807,15549.580000000002,feasible,0.18091177940368652,0.09045612812042236,15549.580000000002,feasible,0.15330719947814941,0.07665395736694336,15549.580000000002,feasible,0.14602184295654297,0.07301151752471924,15549.580000000002,feasible,0.1965625286102295,0.0982816219329834,15082.170000000002,feasible,0.27007007598876953,0.13503563404083252,11152.470000000001
