110 9378.490000000002 0 1680 28 60
[24.27, 58.88, 21.22, 40.26, 20.86, 87.87, 22.84, 83.84, 81.92, 92.88, 82.39, 74.55, 11.24, 89.44, 92.64, 10.44, 92.46, 25.89, 85.36, 78.33, 41.12, 25.81, 44.34, 81.89, 8.25, 45.73, 16.79, 22.98, 56.38, 49.72, 85.96, 89.88, 15.35, 57.58, 8.75, 51.07, 73.79, 83.05, 8.55, 75.5, 21.3, 52.37, 59.31, 19.55, 9.12, 73.58, 87.79, 10.13, 82.54, 42.56, 90.27, 10.43, 91.85, 91.71, 8.84, 82.93, 17.27, 44.47, 25.68, 47.65, 45.5, 20.45, 58.86, 84.62, 77.24, 87.29, 86.19, 92.74, 91.07, 10.58, 56.73, 77.78, 25.66, 49.61, 47.91, 87.07, 44.66, 90.66, 87.8, 52.51, 89.29, 26.64, 13.07, 77.93, 41.79, 20.03, 40.41, 82.29, 20.06, 48.73, 81.97, 89.71, 48.12, 18.37, 7.63, 42.61, 15.75, 54.31, 10.79, 18.41, 18.25, 17.83, 40.46, 26.44, 42.32, 56.18, 13.86, 52.58, 53.26, 45.19]
[52.46, 20.46, 9.23, 10.31, 57.54, 57.63, 90.68, 86.17, 81.94, 78.32, 52.31, 92.43, 52.5, 92.44, 48.1, 58.31, 16.43, 18.56, 73.68, 40.0, 44.12, 51.87, 6.74, 87.98, 25.22, 40.22, 47.22, 18.23, 11.55, 25.73, 48.69, 73.98, 17.41, 48.85, 50.79, 43.03, 80.55, 48.7, 44.83, 49.41, 54.37, 16.13, 10.91, 9.61, 77.26, 52.3, 84.54, 48.87, 51.69, 20.89, 40.62, 51.68, 54.57, 23.19, 7.58, 24.2, 23.39, 56.24, 9.93, 47.49, 48.79, 16.22, 83.49, 25.26, 18.71, 11.05, 8.96, 41.06, 59.84, 41.52, 91.77, 23.59, 25.85, 90.56, 79.44, 44.66, 14.48, 42.68, 9.14, 85.08, 91.81, 90.03, 26.08, 46.46, 89.47, 74.42, 8.23, 44.03, 16.01, 26.46, 20.15, 54.16, 83.22, 59.78, 13.42, 88.68, 14.4, 87.0, 22.55, 10.46, 11.25, 74.4, 13.63, 53.14, 8.13, 6.98, 85.76, 85.24, 89.22, 15.93]
[4, 2, 1, 2, 4, 6, 7, 9, 9, 9, 6, 9, 4, 9, 6, 4, 3, 1, 9, 6, 5, 4, 2, 9, 1, 5, 4, 1, 2, 2, 6, 9, 1, 5, 4, 5, 9, 6, 4, 6, 4, 2, 2, 1, 7, 6, 9, 4, 6, 2, 6, 4, 6, 3, 1, 3, 1, 5, 1, 5, 5, 1, 8, 3, 3, 3, 3, 6, 6, 4, 8, 3, 1, 8, 8, 6, 2, 6, 3, 8, 9, 7, 1, 6, 8, 7, 2, 6, 1, 2, 3, 6, 8, 4, 1, 8, 1, 8, 1, 1, 1, 7, 2, 4, 2, 2, 7, 8, 8, 2]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110]
[3, 3, 3, 3, 3, 2, 1, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 3, 2, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 2, 2, 3, 2, 3, 3, 3, 3, 1, 2, 2, 3, 2, 3, 2, 3, 2, 2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 2, 1, 3, 2, 2, 1, 3, 2, 3, 3, 2, 2, 2, 3, 3, 2, 3, 2, 3, 3, 3, 1, 3, 3, 3, 3, 1, 2, 2, 3]
[3, 1, 3, 1, 3, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 3, 3, 3, 1, 1, 3, 3, 1, 1, 3, 3, 3, 3, 1, 1, 1, 1, 3, 3, 3, 3, 1, 1, 3, 1, 3, 1, 1, 3, 2, 1, 1, 3, 1, 1, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 3, 3, 3, 3, 1, 1, 1, 3, 3, 1, 2, 3, 1, 3, 2, 1, 1, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 1, 3, 1, 1, 2, 3, 3, 1]
[4, 8, 8, 8, 6, 10, 5, 8, 10, 1, 10, 9, 5, 2, 5, 10, 2, 9, 5, 6, 4, 2, 2, 6, 6, 10, 7, 4, 1, 4, 4, 1, 7, 8, 1, 9, 7, 1, 5, 8, 5, 4, 3, 2, 1, 4, 9, 10, 6, 4, 9, 6, 9, 2, 7, 5, 10, 8, 5, 4, 5, 2, 5, 1, 4, 2, 7, 10, 10, 3, 4, 8, 9, 8, 9, 7, 10, 1, 5, 9, 9, 6, 10, 2, 6, 4, 4, 1, 10, 4, 6, 1, 1, 1, 1, 2, 8, 4, 1, 2, 8, 6, 5, 10, 10, 5, 9, 2, 8, 2]
[2804.61, 1240.29, 1319.31, 1315.99, 1905.06, 1590.63, 4382.39, 1387.18, 1272.91, 2895.48, 1638.68, 2769.48, 4373.86, 4376.98, 4390.61, 1371.8, 4622.26, 2721.57, 4393.88, 1175.99, 1147.31, 3708.12, 2475.95, 1476.13, 1658.97, 1475.98, 2447.1, 2021.3, 3098.88, 1788.24, 2865.41, 2306.85, 3389.09, 1399.45, 2583.95, 3043.63, 3141.64, 2679.8, 4377.23, 1251.62, 4379.73, 2049.6, 1522.35, 3126.93, 3797.93, 3118.15, 2759.88, 1497.02, 1815.63, 1744.69, 3280.33, 1871.72, 2839.35, 2672.29, 2456.21, 4387.46, 1634.61, 1458.47, 4373.21, 1277.93, 4389.84, 2855.69, 4390.36, 3499.46, 2563.34, 4326.93, 2588.83, 1560.65, 1617.85, 1760.45, 1471.57, 1464.3, 3121.45, 1283.77, 2789.5, 2690.71, 1325.17, 2795.08, 4381.95, 2756.06, 3534.71, 1703.51, 1495.22, 2657.44, 1965.83, 1429.72, 1325.6, 3314.5, 1370.48, 2258.43, 1930.81, 3826.34, 2367.36, 3220.79, 2382.27, 2770.08, 1471.12, 1433.89, 2992.86, 2258.26, 1245.13, 1305.3, 4374.54, 1260.2, 1558.73, 4374.36, 2836.75, 2794.09, 1328.01, 2725.66]
[0.28, 0.49, 0.58, 0.66, 0.28, 0.18, 0.22, 0.52, 0.21, 0.66, 0.36, 0.74, 0.83, 0.61, 0.61, 0.21, 0.62, 0.82, 0.85, 0.05, 0.32, 0.65, 0.65, 0.79, 0.11, 0.46, 0.15, 0.48, 0.69, 0.42, 0.28, 0.51, 0.11, 0.42, 0.53, 0.84, 0.17, 0.57, 0.36, 0.43, 0.21, 0.34, 0.45, 0.62, 0.67, 0.38, 0.89, 0.36, 0.58, 0.4, 0.84, 0.34, 0.91, 0.65, 0.13, 0.51, 0.33, 0.52, 0.5, 0.61, 0.63, 0.7, 0.28, 0.64, 0.41, 0.64, 0.1, 0.46, 0.29, 0.16, 0.59, 0.51, 0.78, 0.47, 0.88, 0.06, 0.17, 0.61, 0.3, 0.94, 0.78, 0.42, 0.25, 0.64, 0.79, 0.31, 0.57, 0.42, 0.25, 0.47, 0.76, 0.51, 0.72, 0.63, 0.52, 0.67, 0.66, 0.51, 0.57, 0.64, 0.44, 0.54, 0.51, 0.2, 0.23, 0.29, 0.97, 0.67, 0.58, 0.62]
[0.88, 0.7, 0.58, 0.66, 0.96, 0.51, 0.71, 0.62, 0.54, 0.52, 0.79, 0.81, 1.05, 0.86, 0.56, 0.79, 0.85, 0.95, 0.68, 1.01, 1.09, 1.02, 0.64, 0.75, 0.79, 0.86, 0.67, 0.78, 0.62, 0.64, 0.62, 0.57, 0.84, 0.74, 0.85, 0.93, 0.91, 0.76, 0.69, 0.8, 0.76, 0.84, 0.7, 0.7, 0.75, 0.62, 0.61, 0.98, 1.02, 0.74, 0.62, 1.0, 0.65, 0.76, 0.67, 0.68, 0.7, 0.85, 1.05, 0.71, 0.53, 0.51, 0.53, 0.75, 0.74, 0.7, 0.57, 0.65, 0.6, 0.65, 0.72, 0.66, 0.69, 0.93, 1.06, 0.62, 0.73, 0.73, 1.07, 0.81, 0.77, 0.58, 0.84, 0.88, 1.0, 0.77, 0.86, 0.7, 0.85, 0.67, 0.95, 0.87, 0.69, 1.05, 0.71, 0.71, 0.74, 1.09, 1.05, 0.91, 1.0, 0.74, 0.88, 0.74, 1.04, 1.04, 0.71, 0.66, 1.0, 0.79]
