110 2550.4550000000013 0 1680 28 60
[45.53, 55.77, 90.96, 89.45, 13.37, 91.79, 21.68, 84.22, 73.82, 86.66, 13.41, 48.18, 19.85, 81.51, 23.74, 11.8, 86.68, 55.32, 77.23, 18.48, 59.58, 24.0, 56.17, 50.24, 7.06, 51.79, 79.17, 20.18, 7.73, 81.23, 15.71, 46.89, 79.83, 92.17, 84.96, 82.59, 8.46, 13.75, 58.99, 87.76, 42.63, 12.24, 73.76, 58.1, 10.93, 24.5, 17.57, 92.31, 10.29, 85.85, 22.68, 10.14, 44.12, 42.5, 92.48, 90.61, 51.0, 77.5, 57.81, 46.84, 15.21, 15.84, 86.04, 89.12, 14.56, 42.75, 91.5, 49.31, 58.78, 75.71, 23.43, 56.7, 89.36, 84.84, 45.78, 89.31, 9.54, 19.53, 78.44, 78.6, 77.45, 78.01, 80.39, 54.45, 43.85, 57.4, 57.75, 90.81, 6.88, 44.03, 44.07, 78.31, 44.06, 26.21, 49.93, 13.18, 10.62, 88.31, 11.07, 74.97, 14.38, 86.81, 82.82, 50.24, 22.33, 89.43, 12.02, 56.64, 49.89, 44.94]
[20.4, 24.14, 14.18, 52.33, 53.54, 55.35, 52.51, 50.96, 52.39, 74.55, 15.56, 48.92, 9.05, 9.23, 19.08, 50.62, 41.06, 16.35, 17.36, 85.56, 44.75, 79.57, 8.94, 54.66, 91.98, 12.4, 20.58, 16.32, 9.33, 56.96, 42.48, 17.62, 40.53, 88.32, 85.09, 23.83, 41.95, 87.35, 90.49, 80.06, 49.42, 87.89, 75.57, 13.54, 84.01, 26.13, 21.03, 84.1, 16.18, 41.98, 7.75, 54.15, 23.32, 45.2, 55.44, 14.77, 59.74, 18.01, 57.43, 14.48, 9.25, 25.69, 16.74, 87.37, 22.89, 73.77, 56.53, 41.12, 59.93, 54.71, 15.27, 13.28, 88.91, 80.79, 54.55, 11.72, 74.7, 56.39, 24.79, 22.96, 73.51, 15.28, 77.54, 21.8, 53.82, 25.63, 26.5, 54.41, 7.46, 78.6, 78.39, 55.99, 42.29, 79.54, 57.89, 43.9, 43.35, 15.03, 75.64, 12.53, 48.38, 93.11, 9.21, 84.89, 15.5, 11.69, 44.56, 9.46, 7.81, 75.47]
[2, 2, 3, 6, 4, 6, 4, 6, 6, 9, 1, 5, 1, 3, 1, 4, 6, 2, 3, 7, 5, 7, 2, 5, 7, 2, 3, 1, 1, 6, 4, 2, 6, 9, 9, 3, 4, 7, 8, 9, 5, 7, 9, 2, 7, 1, 1, 9, 1, 6, 1, 4, 2, 5, 6, 3, 5, 3, 5, 2, 1, 1, 3, 9, 1, 8, 6, 5, 5, 6, 1, 2, 9, 9, 5, 3, 7, 4, 3, 3, 9, 3, 9, 2, 5, 2, 2, 6, 1, 8, 8, 6, 5, 7, 5, 4, 4, 3, 7, 3, 4, 9, 3, 8, 1, 3, 4, 2, 2, 8]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110]
[1, 1, 2, 3, 3, 3, 3, 3, 3, 2, 3, 1, 3, 2, 3, 3, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 3, 3, 1, 3, 2, 2, 2, 3, 1, 3, 2, 1, 1, 2, 1, 1, 3, 3, 2, 3, 3, 3, 3, 1, 1, 3, 2, 1, 2, 1, 1, 3, 3, 2, 2, 3, 3, 3, 1, 1, 3, 3, 1, 2, 2, 1, 2, 1, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 3, 3, 3, 3, 3, 1, 1, 1, 3, 3, 2, 1, 2, 3, 2, 2, 3, 3, 2, 3, 1, 1, 3]
[1, 1, 2, 3, 1, 3, 1, 3, 3, 2, 2, 2, 2, 2, 2, 1, 3, 1, 2, 3, 2, 3, 1, 2, 3, 1, 2, 2, 2, 3, 1, 1, 3, 2, 2, 2, 1, 3, 2, 2, 2, 3, 2, 1, 3, 2, 2, 2, 2, 3, 2, 1, 1, 2, 3, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 1, 2, 2, 2, 2, 3, 1, 2, 2, 2, 2, 2, 1, 2, 1, 1, 3, 2, 2, 2, 3, 2, 3, 2, 1, 1, 2, 3, 2, 1, 2, 2, 2, 2, 2, 1, 1, 1, 2]
[9, 6, 4, 7, 7, 5, 2, 9, 3, 3, 5, 9, 9, 5, 5, 9, 2, 8, 6, 4, 5, 5, 7, 6, 6, 6, 5, 3, 10, 4, 8, 2, 4, 1, 4, 3, 7, 1, 7, 8, 10, 8, 2, 10, 5, 3, 2, 7, 1, 2, 8, 9, 3, 9, 3, 1, 1, 9, 9, 3, 2, 1, 5, 1, 10, 3, 5, 5, 4, 8, 4, 4, 3, 8, 1, 5, 2, 8, 4, 7, 8, 8, 8, 7, 7, 7, 8, 9, 8, 5, 10, 2, 4, 4, 1, 3, 3, 2, 9, 6, 3, 8, 8, 10, 3, 6, 5, 9, 2, 1]
[1945.01, 2619.95, 3190.85, 3780.06, 3901.59, 3779.9, 1635.39, 2029.05, 3656.19, 3672.36, 3870.74, 2050.24, 1987.38, 3537.38, 3664.42, 2003.81, 1712.76, 2961.1, 3007.26, 3222.5, 4121.92, 3865.13, 3984.13, 2417.48, 2824.68, 2673.65, 3574.71, 3681.31, 2956.41, 2315.69, 3221.67, 1325.4, 2827.56, 4189.46, 3098.09, 3658.23, 3922.55, 3234.0, 3904.22, 2392.62, 4274.02, 3170.82, 1440.05, 2767.56, 3435.76, 3670.64, 1406.65, 3695.65, 2948.81, 1511.58, 3260.5, 1850.4, 3686.93, 1813.66, 3679.38, 2561.39, 2796.12, 1862.37, 1977.97, 3660.51, 1319.73, 2888.68, 4180.93, 3940.33, 4106.17, 3674.35, 4243.23, 3780.71, 2588.52, 3338.44, 3245.28, 2111.49, 3686.9, 2867.99, 3052.38, 3577.51, 1522.87, 2576.72, 3247.6, 3911.19, 3167.09, 3050.73, 2412.8, 4399.66, 3510.75, 3524.57, 2455.57, 1740.71, 2537.45, 3752.38, 2587.87, 1711.35, 2693.7, 3069.57, 2765.97, 3674.4, 3671.43, 1665.66, 2090.12, 2500.98, 3659.89, 2649.87, 3066.8, 3957.34, 3661.35, 2320.72, 4003.43, 1895.46, 1516.1, 4017.38]
[0.7, 0.64, 0.19, 0.19, 0.2, 0.61, 0.67, 0.66, 0.27, 0.26, 0.6, 0.75, 0.82, 0.6, 0.6, 0.65, 0.67, 0.2, 0.38, 0.18, 0.6, 0.61, 0.17, 0.48, 0.66, 0.68, 0.6, 0.17, 0.15, 0.18, 0.56, 0.74, 0.22, 0.17, 0.2, 0.27, 0.2, 0.26, 0.2, 0.52, 0.29, 0.3, 0.73, 0.2, 0.59, 0.25, 0.68, 0.24, 0.27, 0.68, 0.46, 0.71, 0.24, 0.79, 0.26, 0.39, 0.18, 0.86, 0.65, 0.27, 0.74, 0.41, 0.59, 0.35, 0.18, 0.23, 0.6, 0.59, 0.21, 0.44, 0.21, 0.22, 0.24, 0.67, 0.22, 0.59, 0.7, 0.23, 0.2, 0.21, 0.53, 0.35, 0.11, 0.21, 0.25, 0.14, 0.27, 0.84, 0.41, 0.61, 0.19, 0.64, 0.2, 0.2, 0.19, 0.26, 0.16, 0.72, 0.68, 0.39, 0.18, 0.2, 0.54, 0.2, 0.16, 0.34, 0.6, 0.86, 0.61, 0.4]
[1.05, 0.96, 0.83, 0.79, 0.98, 0.77, 0.6, 0.78, 0.94, 0.53, 0.59, 0.51, 0.73, 0.56, 0.66, 1.03, 1.08, 0.81, 1.08, 0.75, 0.77, 0.9, 0.98, 0.97, 1.01, 1.1, 0.78, 0.57, 0.85, 0.89, 0.96, 1.02, 0.64, 0.78, 0.62, 0.65, 0.97, 0.5, 0.66, 0.73, 0.93, 1.01, 1.01, 0.62, 0.86, 0.95, 0.66, 1.02, 0.69, 0.77, 0.79, 0.6, 0.79, 0.86, 0.66, 0.67, 1.03, 0.89, 0.75, 0.66, 0.66, 0.57, 0.75, 1.07, 1.09, 1.08, 0.78, 0.86, 0.74, 0.53, 0.56, 1.0, 1.06, 0.92, 0.9, 0.69, 0.84, 0.98, 1.06, 1.08, 0.71, 0.83, 0.78, 0.92, 1.07, 0.62, 0.56, 0.75, 0.95, 0.98, 0.74, 0.55, 0.74, 0.62, 0.84, 0.52, 1.01, 0.72, 0.76, 0.72, 1.0, 0.77, 0.9, 0.51, 1.1, 0.94, 1.01, 0.52, 0.62, 0.51]
[0.52, 0.6, 0.55, 0.82, 1.03, 1.09, 0.52, 0.88, 0.59, 0.8, 0.58, 0.52, 0.82, 1.03, 0.8, 0.51, 0.97, 0.61, 0.82, 0.88, 0.74, 0.78, 0.91, 0.82, 0.81, 0.67, 1.03, 0.68, 0.87, 0.54, 0.94, 0.66, 0.5, 0.74, 0.75, 0.67, 0.73, 0.83, 0.92, 0.65, 1.07, 0.58, 0.58, 0.5, 0.67, 0.97, 0.8, 0.74, 0.69, 0.89, 0.65, 0.98, 0.9, 0.53, 0.64, 0.69, 1.06, 1.08, 0.62, 0.7, 0.61, 0.94, 0.59, 1.06, 1.0, 0.6, 0.56, 0.64, 1.01, 0.72, 0.66, 0.71, 0.98, 0.56, 0.73, 1.08, 0.87, 1.0, 0.72, 0.8, 0.98, 0.79, 1.08, 0.74, 0.95, 0.69, 0.51, 0.65, 1.09, 0.92, 0.53, 0.89, 0.74, 0.75, 0.79, 0.76, 0.53, 0.92, 1.1, 0.53, 0.6, 0.91, 0.95, 0.59, 0.54, 0.99, 0.69, 1.06, 0.59, 0.95]
